analyte,input_mode,outer_fold,patch_id,concentration_order,actual_concentration,prediction_raw,prediction_reported,absolute_error,central_area_fraction,central_attention_fraction,central_attention_enrichment,positive_central_attention_fraction,center_occlusion_change,outer_occlusion_change,center_occlusion_change_per_10pct_area,outer_occlusion_change_per_10pct_area,prediction_reproduction_difference
glucose,roi_masked,1,glucose_05_c0.5_wE02,5,0.5,0.31699884586131066,0.3169988458613106,0.1830011541386894,0.2726779513888889,0.7812851071357727,2.865230221791994,0.0,4.378035303066815,0.0975459805166139,1.6055699702771098,0.0134116627844415,5.551115123125783e-17
glucose,roi_masked,1,glucose_05_c0.5_wE03,5,0.5,0.17243496375098832,0.1724349637509883,0.3275650362490117,0.2679036458333333,0.7750425338745117,2.892989871278858,0.0,4.518853819795407,0.10104500936971927,1.6867459215566818,0.013802146233160409,2.7755575615628914e-17
glucose,roi_masked,1,glucose_05_c0.5_wE08,5,0.5,-0.026188675243895787,0.0,0.5,0.2670355902777778,0.775505006313324,2.904126021204223,0.0,4.737159048159166,0.1053164683519805,1.77398040584457,0.014368565097436748,8.673617379884035e-17
glucose,roi_masked,1,glucose_05_c0.5_wE10,5,0.5,0.4976754291491261,0.4976754291491261,0.002324570850873897,0.2657335069444444,0.7875148057937622,2.963551020904579,0.0,4.200333844910805,0.09594259075882317,1.5806564603796645,0.013066453619525851,0.0
glucose,roi_masked,1,glucose_05_c0.5_wE11,5,0.5,0.18201548631168762,0.1820154863116876,0.3179845136883124,0.2683376736111111,0.7681425213813782,2.862596634472617,0.0,4.501753077756587,0.0924447563852997,1.677644818625342,0.012634893591085898,2.7755575615628914e-17
glucose,roi_masked,1,glucose_05_c0.5_wF01,5,0.5,0.3182912727681355,0.3182912727681355,0.1817087272318645,0.2661675347222222,0.7654830813407898,2.87594458933417,0.0,4.375755613901162,0.0929098071022354,1.6439854764660868,0.012660901704187513,0.0
glucose,roi_masked,1,glucose_05_c0.5_wF12,5,0.5,0.14071476215331558,0.1407147621533155,0.35928523784668454,0.2679036458333333,0.7714846730232239,2.879709496388024,0.0,4.553299823797308,0.09282499905197206,1.699603530826893,0.012679341800251586,8.326672684688674e-17
glucose,roi_masked,1,glucose_05_c0.5_wG06,5,0.5,0.06910093334388812,0.0691009333438881,0.4308990666561119,0.2718098958333333,0.7894229888916016,2.904320265718563,0.0,4.657010911592197,0.104190472266799,1.713333834779788,0.01430814174356757,1.3877787807814457e-17
glucose,roi_masked,1,glucose_05_c0.5_wG09,5,0.5,0.0221813772356958,0.0221813772356958,0.4778186227643042,0.2709418402777778,0.7890273332595825,2.91216495927926,0.0,4.708025703616942,0.13139832816667418,1.7376517775143667,0.018023024146213266,0.0
glucose,roi_masked,1,glucose_05_c0.5_wG11,5,0.5,0.3206977509643316,0.3206977509643316,0.17930224903566838,0.2713758680555556,0.7973518967628479,2.9381827591229133,0.0,4.400964408681985,0.09738950369148025,1.6217228304843332,0.013366219896063769,0.0
glucose,roi_masked,1,glucose_05_c0.5_wG12,5,0.5,0.26935065720860507,0.269350657208605,0.23064934279139498,0.2739800347222222,0.784125030040741,2.8619787235071166,0.0,4.439479506917104,0.08516161621904939,1.6203660647821005,0.011729927590416368,5.551115123125783e-17
glucose,roi_masked,1,glucose_05_c0.5_wH05,5,0.5,0.42792459032646235,0.4279245903264623,0.0720754096735377,0.2718098958333333,0.7919080853462219,2.913463039740831,0.0,4.30732944049152,0.10257354507375549,1.5846845558311318,0.014086094343610946,5.551115123125783e-17
glucose,roi_masked,1,glucose_06_c1_wA06,6,1.0,0.24034391505948882,0.2403439150594888,0.7596560849405112,0.2692057291666667,0.7796921133995056,2.8962686485650315,0.0,4.448343640348997,0.11178696424317458,1.6523956061852623,0.015296639383297655,2.7755575615628914e-17
glucose,roi_masked,1,glucose_06_c1_wA11,6,1.0,0.24469500601382776,0.2446950060138277,0.7553049939861722,0.2674696180555556,0.7795337438583374,2.9144758553340515,0.0,4.4634474116080325,0.13177777451362527,1.6687680058977534,0.017989393718227973,5.551115123125783e-17
