analyte,feature_space,model,outer_fold,patch_id,actual_concentration,prediction,feature_group,feature_value,shap_value,normalized_shap_percent
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wC06,0.01,0.010000000000000007,R,89.0,-0.9318677620362975,-4.659338810181487
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wC07,0.01,0.006866666666666671,R,88.0,-1.060752083423039,-5.303760417115195
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wD11,0.01,0.05296666666666654,R,89.0,-0.9206383872293192,-4.603191936146596
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wD12,0.01,0.18149999999999986,R,98.0,-0.6462712229584701,-3.23135611479235
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wE04,0.01,0.09999999999999977,R,76.0,-1.190676573020724,-5.95338286510362
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wE12,0.01,0.14080000000000018,R,95.0,-0.7555001136379195,-3.7775005681895975
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wF07,0.01,0.010466666666666673,R,76.0,-1.179072669067517,-5.895363345337585
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wF08,0.01,0.06146666666666652,R,77.0,-1.155279430049264,-5.77639715024632
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wF09,0.01,0.010000000000000007,R,79.0,-1.1912291574476968,-5.9561457872384835
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wF11,0.01,0.010000000000000007,R,82.0,-1.081533866248306,-5.4076693312415305
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wG01,0.01,0.04513333333333321,R,102.0,-0.5233827671966398,-2.616913835983199
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wG05,0.01,0.09999999999999977,R,82.0,-1.0018728839470357,-5.009364419735179
glucose,RGB_primary,ExtraTrees,4,glucose_02_c0.01_wH07,0.01,0.019599999999999937,R,79.0,-1.1385630792404915,-5.692815396202457
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wA01,0.05,0.0969999999999999,R,115.0,-0.007342028600441226,-0.03671014300220613
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wA02,0.05,0.049999999999999885,R,117.0,0.006203107518464567,0.031015537592322832
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wA03,0.05,0.06699999999999998,R,122.0,-0.040079005848185384,-0.20039502924092695
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wB03,0.05,0.06666666666666664,R,116.0,-0.01643954564650588,-0.0821977282325294
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wB06,0.05,0.029999999999999954,R,101.0,-0.5877186967930339,-2.9385934839651697
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wB07,0.05,0.03666666666666675,R,104.0,-0.4521285769953234,-2.2606428849766167
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wC06,0.05,0.049999999999999885,R,93.0,-0.8433137105034393,-4.216568552517197
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wC07,0.05,0.056666666666666504,R,92.0,-0.9058702350611286,-4.529351175305643
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wD11,0.05,0.04999999999999988,R,103.0,-0.531354280747999,-2.6567714037399948
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wD12,0.05,0.04666666666666655,R,124.0,-0.11129697654881437,-0.5564848827440719
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wE04,0.05,0.010000000000000007,R,103.0,-0.5128403211298783,-2.5642016056493917
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wE12,0.05,0.04999999999999988,R,120.0,0.10473952499955731,0.5236976249977865
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wF07,0.05,0.03546666666666662,R,101.0,-0.5904198555480152,-2.952099277740076
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wF08,0.05,0.06519999999999992,R,97.0,-0.7464447885432702,-3.732223942716351
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wF09,0.05,0.39473333333333305,R,92.0,-0.8522071626265608,-4.261035813132804
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wF11,0.05,0.06166666666666669,R,105.0,-0.3633326318970029,-1.8166631594850144
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wG01,0.05,0.03853333333333321,R,88.0,-0.8736797172775504,-4.368398586387753
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wG05,0.05,0.049999999999999885,R,102.0,-0.6042705469790208,-3.021352734895104
glucose,RGB_primary,ExtraTrees,4,glucose_03_c0.05_wH07,0.05,0.054999999999999896,R,86.0,-0.9320160424028827,-4.660080212014414
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wA01,0.1,0.3776666666666669,R,108.0,-0.3000962627622321,-1.5004813138111606
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wA02,0.1,0.09999999999999976,R,109.0,-0.4095561025473804,-2.047780512736902
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wA03,0.1,0.09999999999999976,R,112.0,-0.1778728955337218,-0.8893644776686089
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wB03,0.1,0.09999999999999976,R,108.0,-0.3257106951520229,-1.6285534757601146
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wB06,0.1,0.09955555555555538,R,107.0,-0.38154553704340277,-1.907727685217014
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wB07,0.1,0.1050000000000001,R,103.5,-0.41967751822970134,-2.098387591148507
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wC06,0.1,0.04119999999999989,R,87.0,-0.8855907838486069,-4.427953919243034
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wC07,0.1,0.010000000000000007,R,85.0,-0.9992810984630419,-4.99640549231521
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wD11,0.1,0.04533333333333322,R,86.0,-0.9434470646188104,-4.7172353230940525
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wD12,0.1,0.08693333333333347,R,93.0,-0.7949150104280124,-3.974575052140062
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wE04,0.1,0.05806666666666651,R,90.0,-0.9732151529493382,-4.866075764746691
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wE12,0.1,0.05806666666666651,R,90.0,-0.9732151529493382,-4.866075764746691
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wF07,0.1,0.09999999999999976,R,86.0,-0.8993406811250452,-4.496703405625226
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wF08,0.1,0.2786666666666669,R,96.0,-0.6161115637678026,-3.0805578188390133
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wF09,0.1,0.04253333333333325,R,84.0,-0.9813500582021416,-4.906750291010708
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wF11,0.1,0.024111111111111066,R,90.0,-0.9386193019861162,-4.693096509930581
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wG01,0.1,0.09999999999999976,R,118.0,-0.02128947380168369,-0.10644736900841845
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wG05,0.1,0.5175333333333336,R,80.0,-0.9090150429422436,-4.5450752147112174
glucose,RGB_primary,ExtraTrees,4,glucose_04_c0.1_wH07,0.1,0.08739999999999978,R,70.0,-1.2505526276107615,-6.252763138053807
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wA01,0.5,0.5493333333333333,R,121.0,0.0175996184703801,0.08799809235190051
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wA02,0.5,0.5493333333333333,R,121.0,0.0175996184703801,0.08799809235190051
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wA03,0.5,0.78,R,120.0,0.1410141708690958,0.705070854345479
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wB03,0.5,0.8366666666666666,R,121.0,0.24288507658717806,1.2144253829358902
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wB06,0.5,0.5,R,118.0,-0.0255134540382393,-0.12756727019119649
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wB07,0.5,0.564,R,117.0,0.03647915973288774,0.18239579866443872
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wC06,0.5,0.0,R,107.0,-0.4862988911028902,-2.431494455514451
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wC07,0.5,1.0,R,110.0,-0.16914042063224563,-0.8457021031612282
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wD11,0.5,0.25,R,102.0,-0.5690079124561546,-2.845039562280773
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wD12,0.5,0.5,R,110.0,-0.2230224415814243,-1.1151122079071216
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wE04,0.5,0.5,R,99.0,-0.6263807320910016,-3.1319036604550083
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wE12,0.5,0.752,R,111.0,-0.1299668710443156,-0.649834355221578
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wF07,0.5,0.5,R,91.0,-0.8570255576996388,-4.285127788498194
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wF08,0.5,0.5,R,93.0,-0.8557969922209452,-4.278984961104726
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wF09,0.5,0.8533333333333334,R,94.0,-0.7699417547700759,-3.8497087738503795
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wF11,0.5,0.5283333333333331,R,106.0,-0.4163526967277578,-2.081763483638789
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wG01,0.5,0.5,R,122.0,-0.05551801800502628,-0.2775900900251314
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wG05,0.5,0.5,R,91.0,-0.8570255576996388,-4.285127788498194
glucose,RGB_primary,ExtraTrees,4,glucose_05_c0.5_wH07,0.5,1.0,R,83.0,-0.8808506063436314,-4.404253031718158
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wA01,1.0,0.465,R,118.0,0.04390939007082804,0.2195469503541402
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wA02,1.0,0.19200000000000023,R,111.0,-0.22017298564352852,-1.1008649282176426
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wA03,1.0,1.0,R,109.0,-0.24853572973742105,-1.242678648687105
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wB03,1.0,1.0,R,100.0,-0.3388974073988051,-1.6944870369940255
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wB06,1.0,0.010000000000000007,R,89.0,-0.9263107887491911,-4.631553943745955
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wB07,1.0,1.0,R,88.0,-0.6939182890206803,-3.4695914451034016
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wC06,1.0,1.0,R,83.0,-0.8808506063436314,-4.404253031718158
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wC07,1.0,0.11119999999999998,R,87.0,-1.0574733124598072,-5.287366562299036
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wD11,1.0,0.0166,R,90.0,-0.964999676859095,-4.824998384295475
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wD12,1.0,0.8793333333333332,R,94.0,-0.5083600105835491,-2.5418000529177456
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wE04,1.0,0.0,R,97.0,-0.7772648821598865,-3.886324410799433
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wE12,1.0,0.57,R,96.0,-0.7052033522317933,-3.5260167611589663
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wF07,1.0,0.8951666666666669,R,96.0,-0.6422596371412997,-3.211298185706499
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wF08,1.0,0.7323333333333333,R,93.0,-0.7477410913133291,-3.7387054565666453
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wF09,1.0,0.6700666666666666,R,92.0,-0.8508118597274774,-4.2540592986373875
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wF11,1.0,0.0,R,90.0,-1.0150394763213149,-5.075197381606574
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wG01,1.0,0.5833333333333334,R,113.0,-0.013610202994280042,-0.06805101497140022
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wG05,1.0,0.5,R,105.0,-0.2963809408774016,-1.481904704387008
glucose,RGB_primary,ExtraTrees,4,glucose_06_c1_wH07,1.0,0.7146666666666665,R,97.0,-0.4948196275039679,-2.4740981375198396
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wA01,2.5,2.5,R,119.0,-0.0662665409494579,-0.3313327047472895
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wA02,2.5,2.966666666666667,R,115.0,0.2798931168900086,1.399465584450043
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wA03,2.5,2.2533333333333334,R,116.0,0.21602456518228597,1.0801228259114297
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wB03,2.5,2.5,R,119.0,-0.0662665409494579,-0.3313327047472895
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wB06,2.5,2.5,R,119.0,0.02100501133984641,0.10502505669923204
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wB07,2.5,2.473333333333333,R,120.0,0.17427472615812126,0.8713736307906063
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wC06,2.5,2.5,R,120.0,0.09428093637793543,0.47140468188967716
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wC07,2.5,2.6233333333333335,R,117.0,0.24445413545355033,1.2222706772677516
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wD11,2.5,2.0533333333333332,R,110.0,-0.038696407431451564,-0.1934820371572578
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wD12,2.5,2.5,R,120.0,0.11111536674252986,0.5555768337126493
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wE04,2.5,2.77,R,91.0,-0.7372098791000927,-3.6860493955004636
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wE12,2.5,2.57,R,121.0,0.18803907478401513,0.9401953739200757
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wF07,2.5,2.5,R,98.0,-0.5002492175436734,-2.501246087718367
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wF08,2.5,1.97,R,102.0,-0.3596001509958754,-1.7980007549793768
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wF09,2.5,2.55,R,105.0,-0.1750874683782111,-0.8754373418910555
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wF11,2.5,2.2133333333333334,R,112.0,-0.006968013410009259,-0.03484006705004629
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wG01,2.5,2.5,R,113.0,0.0018786496624520583,0.00939324831226029
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wG05,2.5,2.5166666666666666,R,103.0,-0.3071405319667791,-1.5357026598338954
glucose,RGB_primary,ExtraTrees,4,glucose_07_c2.5_wH07,2.5,2.1633333333333336,R,98.0,-0.5542238675886044,-2.771119337943022
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wA01,5.0,4.366666666666666,R,109.0,0.16958320753464426,0.8479160376732213
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wA02,5.0,3.3666666666666667,R,102.0,-0.3198311131547757,-1.5991555657738785
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wA03,5.0,4.2,R,101.0,-0.24233094516201034,-1.2116547258100518
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wB03,5.0,5.0,R,106.0,-0.16038159862716078,-0.801907993135804
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wB06,5.0,6.366666666666666,R,104.0,0.0022826908224711806,0.011413454112355902
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wB07,5.0,5.8,R,102.0,-0.051427174293923544,-0.25713587146961775
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wC06,5.0,4.95,R,100.0,-0.22382283281122436,-1.1191141640561217
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wC07,5.0,5.233333333333333,R,105.0,0.022684145049270393,0.11342072524635197
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wD11,5.0,5.466666666666667,R,107.0,0.05930532613853558,0.2965266306926779
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wD12,5.0,5.1866666666666665,R,111.0,0.4383078363493935,2.1915391817469674
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wE04,5.0,5.033333333333333,R,86.0,-0.450752982037536,-2.2537649101876798
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wE12,5.0,4.833333333333333,R,114.0,0.5692294540062933,2.8461472700314667
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wF07,5.0,4.86,R,85.0,-0.5041470960190301,-2.5207354800951505
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wF08,5.0,4.488,R,79.0,-0.6338178445658393,-3.169089222829197
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wF09,5.0,4.866666666666666,R,83.0,-0.45165514841124027,-2.2582757420562016
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wF11,5.0,4.933333333333334,R,96.0,-0.28579702176742033,-1.4289851088371015
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wG01,5.0,4.85,R,99.0,-0.2801802832000415,-1.4009014160002076
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wG05,5.0,5.0,R,89.0,-0.49457254196540573,-2.472862709827029
glucose,RGB_primary,ExtraTrees,4,glucose_08_c5_wH07,5.0,4.85,R,91.0,-0.5098714745504959,-2.549357372752479
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wA01,10.0,10.0,R,124.0,0.6066955939696517,3.0334779698482586
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wA02,10.0,10.0,R,115.0,0.7303511319547555,3.651755659773778
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wA03,10.0,10.5,R,112.0,0.5261366200671651,2.6306831003358253
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wB03,10.0,10.0,R,124.0,0.6066955939696517,3.0334779698482586
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wB06,10.0,9.75,R,130.0,-0.1441522841700916,-0.720761420850458
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wB07,10.0,12.0,R,130.0,0.08104401067629001,0.40522005338145
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wC06,10.0,12.4,R,134.0,0.428123627727162,2.14061813863581
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wC07,10.0,9.916666666666666,R,133.0,-0.5995799576414939,-2.9978997882074694
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wD11,10.0,10.0,R,130.0,-0.2343974816125209,-1.1719874080626045
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wD12,10.0,10.0,R,124.0,0.556892336138013,2.7844616806900655
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wE04,10.0,10.0,R,94.0,0.2880331991973407,1.4401659959867037
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wE12,10.0,10.0,R,124.0,0.6066955939696517,3.0334779698482586
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wF07,10.0,10.633333333333333,R,108.0,0.6197849516624775,3.0989247583123873
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wF08,10.0,11.0,R,111.0,0.6581701160623491,3.2908505803117456
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wF09,10.0,13.7,R,107.0,0.9576152121462693,4.788076060731347
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wF11,10.0,11.333333333333334,R,119.0,0.26073395669156846,1.3036697834578423
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wG01,10.0,10.0,R,119.0,-0.11909947609112832,-0.5954973804556416
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wG05,10.0,13.466666666666667,R,116.0,1.7971131440011285,8.985565720005642
glucose,RGB_primary,ExtraTrees,4,glucose_09_c10_wH07,10.0,11.166666666666666,R,125.0,0.8410686658592729,4.2053433292963645
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wA01,15.0,16.7,R,135.0,1.7758364576042274,8.879182288021138
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wA02,15.0,16.6,R,125.0,1.8321949003658613,9.160974501829307
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wA03,15.0,12.3,R,122.0,1.4132677375749978,7.066338687874989
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wB03,15.0,12.733333333333333,R,122.0,1.4687893227321693,7.343946613660847
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wB06,15.0,15.0,R,117.0,1.5165141036420133,7.5825705182100664
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wB07,15.0,15.433333333333334,R,120.0,1.5070927888682464,7.535463944341233
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wC06,15.0,14.466666666666667,R,113.0,1.371879268870374,6.85939634435187
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wC07,15.0,14.466666666666667,R,113.0,1.371879268870374,6.85939634435187
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wD11,15.0,14.5,R,106.0,1.168345310790003,5.841726553950015
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wD12,15.0,10.0,R,117.0,0.6315796666775213,3.1578983333876063
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wE04,15.0,12.5,R,110.0,0.6669110895278354,3.3345554476391768
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wE12,15.0,13.133333333333333,R,120.0,1.6868652746177268,8.434326373088634
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wF07,15.0,16.6,R,113.0,1.918196327873805,9.590981639369025
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wF08,15.0,15.0,R,115.0,1.4480208362478428,7.2401041812392135
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wF09,15.0,15.0,R,117.0,1.5165141036420133,7.5825705182100664
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wF11,15.0,19.1,R,127.0,3.1296140115751068,15.648070057875534
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wG01,15.0,15.033333333333333,R,137.0,1.3002190192053966,6.501095096026984
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wG05,15.0,13.866666666666667,R,119.0,0.7203261549916843,3.6016307749584215
glucose,RGB_primary,ExtraTrees,4,glucose_10_c15_wH07,15.0,15.0,R,124.0,1.322109743735042,6.61054871867521
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wA01,20.0,20.0,R,139.0,3.046071934164634,15.230359670823171
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wA02,20.0,20.0,R,145.0,3.7484935488454094,18.74246774422705
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wA03,20.0,20.0,R,137.0,2.8888228521998784,14.444114260999394
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wB03,20.0,19.633333333333333,R,134.0,2.886021468009529,14.430107340047645
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wB06,20.0,19.333333333333332,R,130.0,2.7335830591927124,13.667915295963562
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wB07,20.0,19.1,R,125.0,2.8492555746750474,14.246277873375238
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wC06,20.0,15.0,R,129.0,1.3833479409193667,6.916739704596834
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wC07,20.0,17.300000000000004,R,127.0,2.236609631788325,11.183048158941624
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wD11,20.0,19.633333333333333,R,134.0,2.886021468009529,14.430107340047645
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wD12,20.0,19.17,R,147.0,3.9015086561317145,19.507543280658574
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wE04,20.0,14.833333333333334,R,120.0,2.187772268356369,10.938861341781845
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wE12,20.0,19.52,R,148.0,4.021228178192052,20.10614089096026
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wF07,20.0,20.0,R,115.0,3.1692039142763773,15.846019571381888
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wF08,20.0,19.0,R,118.0,2.6594273017295404,13.297136508647702
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wF09,20.0,19.766666666666666,R,116.0,3.2412286430535566,16.206143215267783
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wF11,20.0,20.0,R,130.0,3.096936695356498,15.48468347678249
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wG01,20.0,17.166666666666668,R,135.0,1.8387336042768498,9.19366802138425
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wG05,20.0,20.0,R,116.0,3.213272020645887,16.066360103229435
glucose,RGB_primary,ExtraTrees,4,glucose_11_c20_wH07,20.0,13.133333333333333,R,101.0,0.46823421035104973,2.3411710517552486
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wA01,0.0,0.7676666666666666,G,148.0,2.8524210819492084,14.262105409746042
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wA02,0.0,0.84,G,135.0,-0.47162257827524845,-2.3581128913762424
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wA03,0.0,0.5,G,138.0,0.3158135241940997,1.5790676209704986
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wB03,0.0,0.4823333333333333,G,131.0,-1.5030768340732958,-7.515384170366479
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wB06,0.0,0.0,G,118.0,-3.566782889813625,-17.833914449068125
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wB07,0.0,0.1596666666666669,G,120.0,-3.180262649816916,-15.90131324908458
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wC06,0.0,0.6996666666666668,G,109.0,-3.438269401289016,-17.191347006445078
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wC07,0.0,0.2701333333333334,G,113.0,-3.6040837987291967,-18.020418993645983
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wD11,0.0,0.44377777777777766,G,105.0,-4.11233493671919,-20.56167468359595
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wD12,0.0,0.9031999999999998,G,107.0,-3.8105839744649024,-19.052919872324512
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wE04,0.0,0.15583333333333332,G,111.0,-3.6084720208241174,-18.042360104120586
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wE12,0.0,0.5336666666666666,G,108.0,-3.5599265203548254,-17.799632601774128
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wF07,0.0,0.1871333333333335,G,107.0,-3.8375305709284286,-19.187652854642145
glucose,RGB_primary,ExtraTrees,4,glucose_01_c0_wF08,0.0,0.07277777777777761,G,105.0,-3.8838429885053087,-19.419214942526544
