analyte,feature_space,model,outer_fold,patch_id,actual_concentration,prediction,feature_group,feature_value,shap_value,normalized_shap_percent
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wC02,1.0,0.79,Hue,211.700557,-3.55214105529156,-17.7607052764578
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wC05,1.0,0.6133333333333333,Hue,213.122615,-3.686618857037091,-18.433094285185454
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wC10,1.0,0.6166666666666667,Hue,213.0078,-3.5572402955040885,-17.786201477520443
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wD05,1.0,0.14753333333333332,Hue,213.985179,-3.9079438317108233,-19.539719158554114
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wD09,1.0,0.62,Hue,211.517607,-3.4979218288799725,-17.48960914439986
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wD10,1.0,0.9033333333333333,Hue,213.117824,-3.454781674075511,-17.273908370377555
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wF04,1.0,0.6433333333333333,Hue,212.499051,-3.920331490648071,-19.601657453240357
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wG02,1.0,0.9166666666666666,Hue,210.077452,-3.5296911039496544,-17.64845551974827
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wG04,1.0,0.81,Hue,211.172988,-3.5999969135264966,-17.999984567632485
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wG07,1.0,0.8766666666666667,Hue,212.922328,-3.6280491694902492,-18.140245847451247
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wG08,1.0,0.4372666666666667,Hue,211.960389,-3.605607433007827,-18.028037165039134
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wH09,1.0,0.9166666666666666,Hue,211.658293,-3.4386803676092206,-17.193401838046103
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wH10,1.0,0.9266666666666666,Hue,211.383105,-3.5389474105487158,-17.69473705274358
glucose,HSV_primary,ExtraTrees,3,glucose_06_c1_wH12,1.0,0.43466666666666676,Hue,214.277451,-4.024825577131445,-20.124127885657224
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wA07,2.5,2.5,Hue,201.854815,-2.655679572826017,-13.278397864130085
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wA08,2.5,2.5,Hue,202.287927,-2.849987880605207,-14.249939403026037
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wA10,2.5,2.5,Hue,202.609245,-2.3317669091390867,-11.658834545695433
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wB01,2.5,2.5,Hue,200.288961,-2.9544382383677856,-14.772191191838928
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wB11,2.5,2.5,Hue,201.214355,-3.1071997126554365,-15.535998563277184
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wC02,2.5,2.5,Hue,201.048804,-3.0583721575165868,-15.291860787582934
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wC05,2.5,2.5,Hue,197.995241,-2.8641702314518698,-14.32085115725935
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wC10,2.5,2.5,Hue,200.440425,-2.745454348605762,-13.727271743028812
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wD05,2.5,2.5,Hue,201.280876,-2.240280650223465,-11.201403251117325
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wD09,2.5,2.5,Hue,201.704086,-1.8434498511017776,-9.217249255508888
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wD10,2.5,2.5,Hue,202.035167,-2.038568013979962,-10.192840069899809
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wF04,2.5,2.5,Hue,201.670926,-2.021470120640102,-10.107350603200508
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wG02,2.5,2.5,Hue,201.969544,-2.3775740016740894,-11.887870008370447
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wG04,2.5,2.5,Hue,201.014742,-1.9859465734831123,-9.929732867415563
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wG07,2.5,2.5,Hue,201.816796,-2.0802132640524564,-10.401066320262283
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wG08,2.5,2.5,Hue,201.871708,-2.1174680689978365,-10.587340344989183
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wH09,2.5,2.5,Hue,203.841679,-1.9519556026072062,-9.75977801303603
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wH10,2.5,2.41,Hue,204.856547,-2.161199829007632,-10.805999145038161
glucose,HSV_primary,ExtraTrees,3,glucose_07_c2.5_wH12,2.5,2.46,Hue,203.512655,-1.8902143235584417,-9.451071617792207
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wA07,5.0,5.0,Hue,183.228438,0.38476464229465834,1.9238232114732916
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wA08,5.0,5.0,Hue,185.513488,0.1381286513956056,0.690643256978028
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wA10,5.0,5.0,Hue,187.346076,0.09637299299437752,0.4818649649718876
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wB01,5.0,5.0,Hue,184.054928,0.04489301866618267,0.22446509333091336
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wB11,5.0,5.0,Hue,184.807584,-0.09344082445786195,-0.4672041222893098
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wC02,5.0,5.0,Hue,191.402402,0.3101376460792238,1.550688230396119
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wC05,5.0,5.0,Hue,183.073558,0.43003011381700396,2.15015056908502
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wC10,5.0,5.0,Hue,184.851619,0.019451703644691065,0.09725851822345533
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wD05,5.0,5.1,Hue,178.332372,0.7638253849284459,3.8191269246422292
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wD09,5.0,5.0,Hue,187.960557,0.7097724013444351,3.5488620067221754
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wD10,5.0,5.0,Hue,180.38376,0.513357212471918,2.56678606235959
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wF04,5.0,5.0,Hue,184.030174,0.8521809256793087,4.260904628396544
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wG02,5.0,5.0,Hue,187.129912,0.7479823782481199,3.7399118912405998
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wG04,5.0,5.0,Hue,182.297098,0.7184857344020483,3.5924286720102416
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wG07,5.0,5.0,Hue,182.570181,0.8821081179826737,4.410540589913369
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wG08,5.0,5.0,Hue,181.85977,0.8232314353789361,4.11615717689468
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wH09,5.0,5.0,Hue,189.201408,0.8055465193593756,4.027732596796878
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wH10,5.0,5.0,Hue,187.196788,0.5848671302786963,2.9243356513934815
glucose,HSV_primary,ExtraTrees,3,glucose_08_c5_wH12,5.0,4.066666666666666,Hue,196.566475,-0.644098464704751,-3.220492323523755
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wA07,10.0,15.166666666666666,Hue,152.083689,9.45366524642605,47.26832623213025
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wA08,10.0,12.066666666666666,Hue,147.860422,6.417856383147126,32.08928191573563
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wA10,10.0,10.0,Hue,140.669029,4.229818286512033,21.149091432560162
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wB01,10.0,10.066666666666666,Hue,142.013303,4.0330842111444305,20.165421055722152
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wB11,10.0,10.0,Hue,142.447887,4.275422559954155,21.377112799770774
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wC02,10.0,10.0,Hue,144.872836,4.302030711387921,21.510153556939606
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wC05,10.0,10.0,Hue,143.619282,4.2871345435013435,21.435672717506716
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wC10,10.0,10.0,Hue,143.115545,4.174956306956871,20.874781534784354
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wD05,10.0,12.433333333333334,Hue,150.036963,7.751922122281032,38.759610611405165
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wD09,10.0,10.0,Hue,145.63936,4.4155936411617205,22.077968205808602
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wD10,10.0,15.766666666666667,Hue,148.547475,9.670819218383967,48.35409609191983
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wF04,10.0,10.233333333333333,Hue,148.147131,6.463537597745132,32.317687988725666
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wG02,10.0,10.0,Hue,144.052994,4.5288801903721545,22.64440095186077
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wG04,10.0,10.0,Hue,143.966065,4.532576728675022,22.66288364337511
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wG07,10.0,14.433333333333334,Hue,149.351174,8.5967264881328,42.983632440664
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wG08,10.0,10.0,Hue,146.128076,4.527498842733071,22.637494213665356
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wH09,10.0,10.0,Hue,142.365809,4.27003522127818,21.350176106390897
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wH10,10.0,10.0,Hue,144.137789,4.259784338866554,21.29892169433277
glucose,HSV_primary,ExtraTrees,3,glucose_09_c10_wH12,10.0,11.766666666666667,Hue,150.404596,7.443817358481632,37.21908679240816
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wA07,15.0,17.366666666666667,Hue,154.178748,10.986529706571527,54.93264853285764
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wA08,15.0,15.4,Hue,152.60445,9.476852312244162,47.38426156122081
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wA10,15.0,14.866666666666667,Hue,149.478781,8.874519420232977,44.372597101164885
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wB01,15.0,18.0,Hue,149.975219,10.35326275564627,51.76631377823135
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wB11,15.0,15.1,Hue,151.922084,9.171931542806774,45.85965771403387
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wC02,15.0,14.766666666666667,Hue,150.277913,8.852662917201767,44.26331458600883
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wC05,15.0,15.0,Hue,151.639079,9.490312510566218,47.45156255283109
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wC10,15.0,15.066666666666666,Hue,153.869946,9.966332155638044,49.831660778190226
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wD05,15.0,13.033333333333333,Hue,150.21832,8.01266474239777,40.06332371198885
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wD09,15.0,15.033333333333333,Hue,154.230599,10.510415897252841,52.55207948626421
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wD10,15.0,14.633333333333333,Hue,154.976138,10.7824930185391,53.91246509269549
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wF04,15.0,15.033333333333333,Hue,152.952858,9.82530457112323,49.12652285561615
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wG02,15.0,18.466666666666665,Hue,153.994731,11.44799758818841,57.23998794094206
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wG04,15.0,15.133333333333333,Hue,151.505111,9.223660687170998,46.11830343585499
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wG07,15.0,16.3,Hue,156.411435,11.819412908143008,59.09706454071504
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wG08,15.0,16.066666666666666,Hue,154.336862,10.388868311458477,51.94434155729239
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wH09,15.0,17.5,Hue,153.769824,11.125728756141356,55.62864378070678
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wH10,15.0,15.1,Hue,153.369091,8.803685688333765,44.018428441668824
glucose,HSV_primary,ExtraTrees,3,glucose_10_c15_wH12,15.0,19.733333333333334,Hue,158.90516,12.971779333185605,64.85889666592803
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wA07,20.0,17.866666666666667,Hue,157.707014,12.314179625363108,61.57089812681554
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wA08,20.0,18.466666666666665,Hue,156.381206,12.81441477902082,64.0720738951041
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wA10,20.0,15.366666666666667,Hue,150.827288,9.007058721274221,45.035293606371106
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wB01,20.0,19.533333333333335,Hue,151.751031,10.926313271822337,54.63156635911169
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wB11,20.0,15.933333333333334,Hue,154.129687,10.644771317475334,53.223856587376666
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wC02,20.0,19.466666666666665,Hue,156.256918,12.237455496222,61.187277481109994
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wC05,20.0,19.8,Hue,157.807395,12.998985889073436,64.99492944536718
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wC10,20.0,19.6,Hue,158.796181,14.07470114527062,70.3735057263531
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wD05,20.0,19.933333333333334,Hue,157.208231,13.151233820848686,65.75616910424343
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wD09,20.0,19.933333333333334,Hue,155.953208,13.383291839901613,66.91645919950807
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wD10,20.0,18.633333333333333,Hue,153.917378,11.486538885112267,57.43269442556134
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wF04,20.0,19.933333333333334,Hue,158.590671,13.548607121549226,67.74303560774612
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wG02,20.0,18.8,Hue,153.88545,11.543900978445734,57.71950489222867
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wG04,20.0,20.0,Hue,159.482134,13.90329792812047,69.51648964060234
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wG07,20.0,19.9,Hue,159.291588,14.224494073834567,71.12247036917283
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wG08,20.0,18.433333333333334,Hue,162.147456,12.894681381014179,64.4734069050709
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wH09,20.0,19.966666666666665,Hue,156.61282,12.97681946366798,64.8840973183399
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wH10,20.0,19.9,Hue,155.744137,13.686183312836825,68.43091656418412
glucose,HSV_primary,ExtraTrees,3,glucose_11_c20_wH12,20.0,19.8,Hue,154.012157,11.70477541637603,58.52387708188015
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wA07,0.0,0.0853333333333332,Saturation,0.262745,-0.4344336526574276,-2.172168263287138
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wA08,0.0,0.38666666666666666,Saturation,0.262745,-0.5046316770626391,-2.5231583853131956
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wA10,0.0,0.5766666666666667,Saturation,0.243137,-0.48235000427096136,-2.411750021354807
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wB01,0.0,0.3296666666666667,Saturation,0.239216,-0.3757492814610418,-1.878746407305209
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wB11,0.0,0.6666666666666666,Saturation,0.235294,-0.4188466394452757,-2.094233197226379
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wC02,0.0,0.3346666666666667,Saturation,0.266667,-0.4913146451514542,-2.4565732257572708
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wC05,0.0,0.21466666666666678,Saturation,0.278431,-0.45566153754201827,-2.2783076877100914
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wC10,0.0,0.39666666666666667,Saturation,0.247059,-0.44705663211558266,-2.2352831605779135
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wD05,0.0,0.5666666666666667,Saturation,0.286275,-0.4193507271522338,-2.096753635761169
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wD09,0.0,0.3002666666666667,Saturation,0.270588,-0.4489521381682525,-2.2447606908412627
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wD10,0.0,0.29,Saturation,0.27451,-0.43766762928517466,-2.188338146425873
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wF04,0.0,0.049999999999999954,Saturation,0.298039,-0.4821720000513529,-2.4108600002567644
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wG02,0.0,0.45666666666666667,Saturation,0.290196,-0.477439545623568,-2.38719772811784
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wG04,0.0,0.38133333333333336,Saturation,0.305882,-0.43318624581299114,-2.1659312290649555
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wG07,0.0,0.22866666666666716,Saturation,0.309804,-0.4836050397998445,-2.4180251989992225
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wG08,0.0,0.7613333333333333,Saturation,0.305882,-0.3376266697242378,-1.688133348621189
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wH09,0.0,0.23686666666666673,Saturation,0.305882,-0.4374330123821579,-2.1871650619107896
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wH10,0.0,0.3767333333333333,Saturation,0.286275,-0.47829483023246505,-2.391474151162325
glucose,HSV_primary,ExtraTrees,3,glucose_01_c0_wH12,0.0,0.052733333333333236,Saturation,0.278431,-0.4748931672910698,-2.3744658364553493
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wA07,0.01,0.04679999999999987,Saturation,0.309804,-0.49651203950167155,-2.482560197508358
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wA08,0.01,0.026066666666666613,Saturation,0.298039,-0.5053748734636208,-2.5268743673181038
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wA10,0.01,0.030933333333333247,Saturation,0.294118,-0.5245403120963501,-2.6227015604817505
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wB01,0.01,0.030799999999999907,Saturation,0.290196,-0.49662545206682296,-2.483127260334115
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wB11,0.01,0.018266666666666622,Saturation,0.290196,-0.5041678825593836,-2.520839412796918
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wC02,0.01,0.033199999999999896,Saturation,0.278431,-0.4719636462205621,-2.3598182311028104
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wC05,0.01,0.013333333333333343,Saturation,0.290196,-0.5069386416684195,-2.534693208342097
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wC10,0.01,0.03366666666666656,Saturation,0.27451,-0.4860756135170302,-2.430378067585151
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wD05,0.01,0.2332000000000006,Saturation,0.294118,-0.4921922054997833,-2.4609610274989167
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wD09,0.01,0.025533333333333238,Saturation,0.301961,-0.5074402392974945,-2.537201196487472
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wD10,0.01,0.11353333333333322,Saturation,0.294118,-0.5150433112817417,-2.5752165564087086
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wF04,0.01,0.047533333333333205,Saturation,0.305882,-0.49948632570527374,-2.4974316285263685
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wG02,0.01,0.0923333333333331,Saturation,0.309804,-0.5003953569318484,-2.5019767846592424
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wG04,0.01,0.04439999999999987,Saturation,0.309804,-0.5034100756002897,-2.5170503780014486
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wG07,0.01,0.02319999999999994,Saturation,0.305882,-0.5055995275462557,-2.5279976377312785
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wG08,0.01,0.01240000000000001,Saturation,0.290196,-0.5086464088982681,-2.5432320444913405
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wH09,0.01,0.01539999999999998,Saturation,0.298039,-0.5132016109581469,-2.5660080547907347
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wH10,0.01,0.2960000000000006,Saturation,0.294118,-0.46995180282369203,-2.3497590141184603
glucose,HSV_primary,ExtraTrees,3,glucose_02_c0.01_wH12,0.01,0.05146666666666652,Saturation,0.298039,-0.49990817598612064,-2.499540879930603
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wA07,0.05,0.041799999999999886,Saturation,0.286275,-0.4906957017091019,-2.4534785085455093
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wA08,0.05,0.049733333333333206,Saturation,0.278431,-0.47343423634903303,-2.367171181745165
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wA10,0.05,0.03713333333333323,Saturation,0.270588,-0.45676449125335544,-2.283822456266777
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wB01,0.05,0.050199999999999884,Saturation,0.270588,-0.48698870235117026,-2.4349435117558516
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wB11,0.05,0.03626666666666655,Saturation,0.27451,-0.4734499844988675,-2.3672499224943375
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wC02,0.05,0.04679999999999988,Saturation,0.278431,-0.4728505716187337,-2.3642528580936686
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wC05,0.05,0.04219999999999989,Saturation,0.282353,-0.49189624286117856,-2.459481214305893
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wC10,0.05,0.03133333333333323,Saturation,0.278431,-0.47258300420521865,-2.362915021026093
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wD05,0.05,0.03439999999999988,Saturation,0.270588,-0.4708130433866311,-2.3540652169331553
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wD09,0.05,0.027599999999999892,Saturation,0.278431,-0.47793964762880725,-2.389698238144036
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wD10,0.05,0.03813333333333322,Saturation,0.282353,-0.4871753685287966,-2.435876842643983
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wF04,0.05,0.028733333333333236,Saturation,0.282353,-0.4924131878816396,-2.4620659394081983
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wG02,0.05,0.03346666666666658,Saturation,0.282353,-0.49169151273479306,-2.4584575636739654
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wG04,0.05,0.04279999999999989,Saturation,0.278431,-0.4721797769871652,-2.3608988849358257
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wG07,0.05,0.04573333333333321,Saturation,0.282353,-0.4911265547704808,-2.455632773852404
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wG08,0.05,0.021999999999999922,Saturation,0.282353,-0.4997146252857994,-2.498573126428997
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wH09,0.05,0.0329999999999999,Saturation,0.298039,-0.5093684673044735,-2.5468423365223676
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wH10,0.05,0.03899999999999988,Saturation,0.294118,-0.5145873133067458,-2.572936566533729
glucose,HSV_primary,ExtraTrees,3,glucose_03_c0.05_wH12,0.05,0.037199999999999886,Saturation,0.258824,-0.43217575183860024,-2.160878759193001
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wA07,0.1,0.05433333333333322,Saturation,0.278431,-0.4773275445137047,-2.3866377225685236
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wA08,0.1,0.09133333333333318,Saturation,0.262745,-0.48854713800498434,-2.4427356900249215
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wA10,0.1,0.04999999999999988,Saturation,0.27451,-0.4840575921964648,-2.420287960982324
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wB01,0.1,0.12006666666666677,Saturation,0.282353,-0.48561405226148163,-2.428070261307408
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wB11,0.1,0.08533333333333325,Saturation,0.27451,-0.4610045345763583,-2.3050226728817913
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wC02,0.1,0.06486666666666654,Saturation,0.290196,-0.4912986014820382,-2.4564930074101907
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wC05,0.1,0.04253333333333322,Saturation,0.282353,-0.49056648660177277,-2.4528324330088638
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wC10,0.1,0.13333333333333344,Saturation,0.309804,-0.4630494109287664,-2.315247054643832
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wD05,0.1,0.29840000000000005,Saturation,0.294118,-0.4801518702562143,-2.4007593512810717
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wD09,0.1,0.010266666666666674,Saturation,0.305882,-0.5173532702574176,-2.586766351287088
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wD10,0.1,0.5221333333333334,Saturation,0.309804,-0.47764111198622716,-2.388205559931136
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wF04,0.1,0.09,Saturation,0.301961,-0.504682668602247,-2.5234133430112347
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wG02,0.1,0.18346666666666717,Saturation,0.298039,-0.46590238476902185,-2.3295119238451094
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wG04,0.1,0.1008666666666665,Saturation,0.32549,-0.5333031646418095,-2.666515823209047
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wG07,0.1,0.32326666666666715,Saturation,0.321569,-0.5575523500451093,-2.7877617502255463
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wG08,0.1,0.1693333333333336,Saturation,0.305882,-0.4508116802234941,-2.2540584011174705
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wH09,0.1,0.08426666666666648,Saturation,0.321569,-0.5391154260855242,-2.6955771304276213
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wH10,0.1,0.058599999999999854,Saturation,0.317647,-0.5342962641463127,-2.6714813207315635
glucose,HSV_primary,ExtraTrees,3,glucose_04_c0.1_wH12,0.1,0.026133333333333238,Saturation,0.309804,-0.5097967767423489,-2.5489838837117444
glucose,HSV_primary,ExtraTrees,3,glucose_05_c0.5_wA07,0.5,0.4376666666666667,Saturation,0.254902,-0.34535901010597997,-1.7267950505299
glucose,HSV_primary,ExtraTrees,3,glucose_05_c0.5_wA08,0.5,0.33133333333333337,Saturation,0.258824,-0.4358138019195984,-2.179069009597992
glucose,HSV_primary,ExtraTrees,3,glucose_05_c0.5_wA10,0.5,0.44666666666666666,Saturation,0.258824,-0.509904630958016,-2.5495231547900796
glucose,HSV_primary,ExtraTrees,3,glucose_05_c0.5_wB01,0.5,0.6133333333333333,Saturation,0.227451,-0.30684964453867863,-1.5342482226933931
