analyte,outer_fold,input_mode,target_transform,selected_target,epoch,training_loss,validation_mae,learning_rate
glucose,1,roi_masked,raw,1,77,0.032646657063653974,0.5361813793273549,0.00025
glucose,1,roi_masked,raw,1,78,0.02952777508533362,0.4661404808368454,0.00025
glucose,1,roi_masked,raw,1,79,0.03190682808106596,0.48934016275179104,0.00025
glucose,1,roi_masked,raw,1,80,0.027328019724650817,0.4916538309713404,0.00025
glucose,1,roi_masked,raw,1,81,0.027960006412908887,0.6131442807009878,0.00025
glucose,1,roi_masked,raw,1,82,0.036500879896409585,0.600161381214907,0.00025
glucose,1,roi_masked,raw,1,83,0.03237921378829262,0.49049360209797843,0.00025
glucose,1,roi_masked,raw,1,84,0.027761109466805604,0.5754429921976306,0.00025
glucose,1,roi_masked,raw,1,85,0.03395386882352106,0.44481180561802847,0.00025
glucose,1,roi_masked,raw,1,86,0.03719772698752808,0.490968327827161,0.00025
glucose,1,roi_masked,raw,1,87,0.038929499888961966,0.5226200383617278,0.00025
glucose,1,roi_masked,raw,1,88,0.031624177290183124,0.4927215930857775,0.00025
glucose,1,roi_masked,raw,1,89,0.03347852725648519,0.5939416721178428,0.00025
glucose,1,roi_masked,raw,1,90,0.03148839874475291,0.47414285580113374,0.00025
glucose,1,roi_masked,raw,1,91,0.03228598660366102,0.6780243878612319,0.00025
glucose,1,roi_masked,raw,1,92,0.035286473573157284,0.5076148317079003,0.00025
glucose,1,roi_masked,raw,1,93,0.0325687639189489,0.5707459033297999,0.000125
glucose,1,roi_masked,raw,1,94,0.032143960012630986,0.4557992160486622,0.000125
glucose,1,roi_masked,raw,1,95,0.033371487440484945,0.5234171435012311,0.000125
glucose,1,roi_masked,raw,1,96,0.030677630774902574,0.5059225238524859,0.000125
glucose,1,roi_masked,raw,1,97,0.026903528900760594,0.4805923839400547,0.000125
glucose,1,roi_masked,raw,1,98,0.02963317329572006,0.5328216289417672,0.000125
glucose,1,roi_masked,raw,1,99,0.03243515883205515,0.46855656315859767,0.000125
glucose,1,roi_masked,raw,1,100,0.02932328764687885,0.5200471983497041,6.25e-05
glucose,1,roi_masked,raw,1,101,0.025019439879917737,0.5111018696578489,6.25e-05
glucose,1,roi_masked,raw,1,102,0.02693114610332431,0.4957180661257554,6.25e-05
glucose,1,roi_masked,raw,1,103,0.03142023937720241,0.47503086533325756,6.25e-05
glucose,1,roi_masked,log1p,0,1,0.31044564816084774,4.6956699915982645,0.001
glucose,1,roi_masked,log1p,0,2,0.10234788656234742,4.363205502539914,0.001
glucose,1,roi_masked,log1p,0,3,0.104256583795403,3.726655472644045,0.001
glucose,1,roi_masked,log1p,0,4,0.06916453526778654,2.7594239154101063,0.001
glucose,1,roi_masked,log1p,0,5,0.08164562537814632,1.7044823571101835,0.001
glucose,1,roi_masked,log1p,0,6,0.07791058141173739,1.3215308262222618,0.001
glucose,1,roi_masked,log1p,0,7,0.08326743452837973,1.159830953234743,0.001
glucose,1,roi_masked,log1p,0,8,0.051260286524440306,1.1041911520594014,0.001
glucose,1,roi_masked,log1p,0,9,0.05098754104339715,1.2121588118497837,0.001
glucose,1,roi_masked,log1p,0,10,0.050008596141229975,0.9164567705879724,0.001
glucose,1,roi_masked,log1p,0,11,0.04498626693631663,1.4658089576322662,0.001
glucose,1,roi_masked,log1p,0,12,0.042483597790653055,0.7895666024382794,0.001
glucose,1,roi_masked,log1p,0,13,0.04332000875111782,0.8007254627075898,0.001
glucose,1,roi_masked,log1p,0,14,0.038765529069033536,1.2933044616325489,0.001
glucose,1,roi_masked,log1p,0,15,0.04087642830881205,2.200891100477923,0.001
glucose,1,roi_masked,log1p,0,16,0.04098536790997693,1.1238820886265708,0.001
glucose,1,roi_masked,log1p,0,17,0.0411467791055188,0.6951809454378318,0.001
glucose,1,roi_masked,log1p,0,18,0.04605611178911093,0.7887193288696455,0.001
glucose,1,roi_masked,log1p,0,19,0.04780688678676432,0.9317372747998545,0.001
glucose,1,roi_masked,log1p,0,20,0.040013832768256014,1.4815811057945738,0.001
glucose,1,roi_masked,log1p,0,21,0.04258634847673503,1.2410510734325586,0.001
glucose,1,roi_masked,log1p,0,22,0.03932626748626882,0.7096442996464927,0.001
glucose,1,roi_masked,log1p,0,23,0.03635463714599609,1.3047348812844513,0.001
glucose,1,roi_masked,log1p,0,24,0.036071176262515964,0.6878532604597356,0.001
glucose,1,roi_masked,log1p,0,25,0.03696584988272551,1.0348872033796093,0.001
glucose,1,roi_masked,log1p,0,26,0.034800969177123275,0.9012519775189145,0.001
glucose,1,roi_masked,log1p,0,27,0.03839932038928523,0.5662301433507967,0.001
glucose,1,roi_masked,log1p,0,28,0.037929169901392674,0.9349302858900521,0.001
glucose,1,roi_masked,log1p,0,29,0.037016199845256226,0.7847224202065743,0.001
glucose,1,roi_masked,log1p,0,30,0.040401519044782175,0.7268759381217474,0.001
glucose,1,roi_masked,log1p,0,31,0.03456485003910281,0.703035726150139,0.001
glucose,1,roi_masked,log1p,0,32,0.04103399966702317,0.761311421118236,0.001
glucose,1,roi_masked,log1p,0,33,0.0344610372050242,1.1346070673825561,0.001
glucose,1,roi_masked,log1p,0,34,0.03390528651123697,0.5509390333322669,0.001
glucose,1,roi_masked,log1p,0,35,0.041016657673048254,1.0162213885987632,0.001
glucose,1,roi_masked,log1p,0,36,0.037008547760320434,0.7137854154739434,0.001
glucose,1,roi_masked,log1p,0,37,0.0332422754981301,0.5537827788414101,0.001
glucose,1,roi_masked,log1p,0,38,0.032287390710729544,0.7175621976505261,0.001
glucose,1,roi_masked,log1p,0,39,0.02985977985416398,0.6707868535612836,0.001
glucose,1,roi_masked,log1p,0,40,0.03165725485393495,0.7204044059409361,0.001
glucose,1,roi_masked,log1p,0,41,0.04163609359300498,0.6351799855243137,0.001
glucose,1,roi_masked,log1p,0,42,0.03828093070875515,0.6285700992948899,0.0005
glucose,1,roi_masked,log1p,0,43,0.03223090898810011,0.7385581987331439,0.0005
glucose,1,roi_masked,log1p,0,44,0.030835050028381925,0.8025196743792122,0.0005
glucose,1,roi_masked,log1p,0,45,0.034366753449042636,0.8729206866955631,0.0005
glucose,1,roi_masked,log1p,0,46,0.03288657954244903,0.5635511158011768,0.0005
glucose,1,roi_masked,log1p,0,47,0.03190387263894081,0.6354855611844635,0.0005
glucose,1,roi_masked,log1p,0,48,0.028626074675809254,0.7427209609188228,0.0005
glucose,1,roi_masked,log1p,0,49,0.030911594584132687,0.5504059580899603,0.00025
glucose,1,roi_masked,log1p,0,50,0.0284473368107821,0.5371513600696888,0.00025
glucose,1,roi_masked,log1p,0,51,0.026453921323021254,0.5400393965851472,0.00025
glucose,1,roi_masked,log1p,0,52,0.027705588852140035,0.6364270854980822,0.00025
glucose,1,roi_masked,log1p,0,53,0.028012205434568,0.7305455879191816,0.00025
glucose,1,roi_masked,log1p,0,54,0.028705829201322614,0.6860614433922367,0.00025
glucose,1,roi_masked,log1p,0,55,0.028531054746020922,0.6170293438523088,0.00025
glucose,1,roi_masked,log1p,0,56,0.029624212375192933,0.56779463007632,0.00025
glucose,1,roi_masked,log1p,0,57,0.029078703012430308,0.8913964671772149,0.00025
glucose,1,roi_masked,log1p,0,58,0.028964444532087356,0.5699891130779592,0.000125
glucose,1,roi_masked,log1p,0,59,0.02664821276610548,0.49705595366424243,0.000125
glucose,1,roi_masked,log1p,0,60,0.02722790226566069,0.6391449659569749,0.000125
glucose,1,roi_masked,log1p,0,61,0.02839645594358444,0.529156609501131,0.000125
glucose,1,roi_masked,log1p,0,62,0.026318633285435763,0.7345436409813927,0.000125
glucose,1,roi_masked,log1p,0,63,0.028504734283143825,0.5809433489249137,0.000125
glucose,1,roi_masked,log1p,0,64,0.025690697968909236,0.5580714341003777,0.000125
glucose,1,roi_masked,log1p,0,65,0.02867231077768586,0.8445598043405389,0.000125
glucose,1,roi_masked,log1p,0,66,0.027531744731646594,0.5329767603506455,0.000125
glucose,1,roi_masked,log1p,0,67,0.027819255129857497,0.5632140736893437,6.25e-05
glucose,1,roi_masked,log1p,0,68,0.025243047737714016,0.7207057718233495,6.25e-05
glucose,1,roi_masked,log1p,0,69,0.028063853254372422,0.6643639408200898,6.25e-05
glucose,1,roi_masked,log1p,0,70,0.0267994966470834,0.5546703109528279,6.25e-05
glucose,1,roi_masked,log1p,0,71,0.027381105517799206,0.6569843323957912,6.25e-05
glucose,1,roi_masked,log1p,0,72,0.02675449187782678,0.5180041625652138,6.25e-05
glucose,1,roi_masked,log1p,0,73,0.02519334489197442,0.5958019361952499,6.25e-05
glucose,1,roi_masked,log1p,0,74,0.02547878810402119,0.5407166457381121,3.125e-05
glucose,1,roi_masked,log1p,0,75,0.026216389729895376,0.5963684064749184,3.125e-05
glucose,1,roi_masked,log1p,0,76,0.02598965009956649,0.5835575636416855,3.125e-05
glucose,1,roi_masked,log1p,0,77,0.026849534791527373,0.526915669037215,3.125e-05
glucose,1,full_patch,raw,1,1,0.26688337335080814,5.13823692229715,0.001
glucose,1,full_patch,raw,1,2,0.13158767620722453,3.5526206382378134,0.001
glucose,1,full_patch,raw,1,3,0.14486069588950187,2.1924696274224122,0.001
glucose,1,full_patch,raw,1,4,0.12607108011390222,1.9171004816463535,0.001
glucose,1,full_patch,raw,1,5,0.09231555730555997,2.1112472280547125,0.001
glucose,1,full_patch,raw,1,6,0.09534904089840976,1.252161442477386,0.001
glucose,1,full_patch,raw,1,7,0.06587290675802664,0.9338805128425107,0.001
glucose,1,full_patch,raw,1,8,0.053029812466014514,0.8332542035219184,0.001
glucose,1,full_patch,raw,1,9,0.06444723606109619,0.7401171834349392,0.001
glucose,1,full_patch,raw,1,10,0.05651575315630797,0.8000714958003915,0.001
glucose,1,full_patch,raw,1,11,0.047005508862661596,0.6870856888637681,0.001
glucose,1,full_patch,raw,1,12,0.04098828346891837,0.7868447192944246,0.001
glucose,1,full_patch,raw,1,13,0.05960694596622929,0.9548378189158933,0.001
glucose,1,full_patch,raw,1,14,0.043978761791279825,0.8017941053281196,0.001
glucose,1,full_patch,raw,1,15,0.04939113805691401,0.6969594894565126,0.001
glucose,1,full_patch,raw,1,16,0.0464445877933141,0.6171050762206385,0.001
glucose,1,full_patch,raw,1,17,0.05438363389535384,0.6795341032076642,0.001
glucose,1,full_patch,raw,1,18,0.06440894517934684,0.7667862875693433,0.001
glucose,1,full_patch,raw,1,19,0.0606736896841815,0.937219786974729,0.001
glucose,1,full_patch,raw,1,20,0.04268017291571155,0.738510475746854,0.001
glucose,1,full_patch,raw,1,21,0.04013321569020098,0.6767023114237389,0.001
glucose,1,full_patch,raw,1,22,0.03447584698371815,0.6174164691835764,0.001
glucose,1,full_patch,raw,1,23,0.03991557691584934,0.5908378283272457,0.001
glucose,1,full_patch,raw,1,24,0.03338725862629486,0.5409994196769389,0.001
glucose,1,full_patch,raw,1,25,0.03221060701391914,0.6054145562667052,0.001
glucose,1,full_patch,raw,1,26,0.035779418367328064,0.652409067807098,0.001
glucose,1,full_patch,raw,1,27,0.03535197526216507,0.6525722576262067,0.001
glucose,1,full_patch,raw,1,28,0.026171530066340258,0.5266570135611623,0.001
glucose,1,full_patch,raw,1,29,0.03559800388686585,0.9644559302354841,0.001
glucose,1,full_patch,raw,1,30,0.04136919537276933,0.6240330097280566,0.001
glucose,1,full_patch,raw,1,31,0.033091005299127466,0.6741810618247576,0.001
glucose,1,full_patch,raw,1,32,0.03301079526092067,0.721028659298225,0.001
glucose,1,full_patch,raw,1,33,0.039444735059232426,0.5062134287879279,0.001
glucose,1,full_patch,raw,1,34,0.04152414947748184,0.6105761006171082,0.001
glucose,1,full_patch,raw,1,35,0.030055464115558247,0.8104861794250081,0.001
glucose,1,full_patch,raw,1,36,0.03004142553968863,0.8023920556546738,0.001
glucose,1,full_patch,raw,1,37,0.02720383567114671,0.6188770457761176,0.001
glucose,1,full_patch,raw,1,38,0.027996986528689212,0.934856748808084,0.001
glucose,1,full_patch,raw,1,39,0.034672181579199705,0.6861009940461372,0.001
glucose,1,full_patch,raw,1,40,0.030977985736998646,0.8839598266493721,0.001
glucose,1,full_patch,raw,1,41,0.02570021023804491,0.48184529053173114,0.0005
glucose,1,full_patch,raw,1,42,0.027134912664240056,0.5466094469326129,0.0005
glucose,1,full_patch,raw,1,43,0.025747165343526637,0.599171247509564,0.0005
glucose,1,full_patch,raw,1,44,0.026345720429989426,0.4685421539885921,0.0005
glucose,1,full_patch,raw,1,45,0.027582482022769524,0.6606057492421088,0.0005
glucose,1,full_patch,raw,1,46,0.028820762489781236,0.7170764016450005,0.0005
glucose,1,full_patch,raw,1,47,0.029389219211809564,0.6483241259616919,0.0005
glucose,1,full_patch,raw,1,48,0.03626074998667746,0.47739606254687444,0.0005
glucose,1,full_patch,raw,1,49,0.032878629626198246,0.6092514787703838,0.0005
glucose,1,full_patch,raw,1,50,0.025367824270418195,0.5012904749733859,0.0005
glucose,1,full_patch,raw,1,51,0.025881574980237267,0.42607411272435786,0.0005
glucose,1,full_patch,raw,1,52,0.026068782569332555,0.5642861939352393,0.0005
glucose,1,full_patch,raw,1,53,0.0229458536952734,0.5179778567286589,0.0005
glucose,1,full_patch,raw,1,54,0.021890187060291118,0.540907466828967,0.0005
glucose,1,full_patch,raw,1,55,0.023332749916748566,0.7395189065454992,0.0005
glucose,1,full_patch,raw,1,56,0.023600827665491538,0.5077399150805745,0.0005
glucose,1,full_patch,raw,1,57,0.020825791799209334,0.6255887340762502,0.0005
glucose,1,full_patch,raw,1,58,0.023965754529291932,0.6402945604198569,0.0005
glucose,1,full_patch,raw,1,59,0.02459306044673378,0.4023239947267582,0.00025
glucose,1,full_patch,raw,1,60,0.02146910979892268,0.6011920334725562,0.00025
glucose,1,full_patch,raw,1,61,0.023739324803605223,0.5471177274309568,0.00025
glucose,1,full_patch,raw,1,62,0.022271054616254386,0.4651434254755399,0.00025
glucose,1,full_patch,raw,1,63,0.024277717484669253,0.4209238584532953,0.00025
glucose,1,full_patch,raw,1,64,0.025262012456854183,0.5347311765773948,0.00025
glucose,1,full_patch,raw,1,65,0.020081944142778713,0.4178383957795291,0.00025
glucose,1,full_patch,raw,1,66,0.022309924780645154,0.5312482903568319,0.00025
glucose,1,full_patch,raw,1,67,0.017044303458974217,0.43588195579103794,0.000125
glucose,1,full_patch,raw,1,68,0.020131339719801238,0.4023888566957922,0.000125
glucose,1,full_patch,raw,1,69,0.02064420431852341,0.4610790005598327,0.000125
glucose,1,full_patch,raw,1,70,0.024191730621863496,0.46573611296287676,0.000125
glucose,1,full_patch,raw,1,71,0.02678862719260382,0.4407001466340626,0.000125
glucose,1,full_patch,raw,1,72,0.020911809147307368,0.41843338661835966,0.000125
glucose,1,full_patch,raw,1,73,0.021606700128000794,0.483060787712901,0.000125
glucose,1,full_patch,raw,1,74,0.01907254023985429,0.4396392348928184,6.25e-05
glucose,1,full_patch,raw,1,75,0.021207596745454905,0.4540451361664226,6.25e-05
glucose,1,full_patch,raw,1,76,0.0233836137435653,0.4363453330177378,6.25e-05
glucose,1,full_patch,raw,1,77,0.021981256568070612,0.41011351417987013,6.25e-05
glucose,1,full_patch,log1p,0,1,0.24457600116729736,4.697813601239274,0.001
glucose,1,full_patch,log1p,0,2,0.13270036614302433,3.7458255512932754,0.001
glucose,1,full_patch,log1p,0,3,0.09274459314165694,2.515080853139841,0.001
glucose,1,full_patch,log1p,0,4,0.09088314507495274,2.1031018931344785,0.001
glucose,1,full_patch,log1p,0,5,0.09124744791876185,1.3476010834004513,0.001
glucose,1,full_patch,log1p,0,6,0.08555112264373085,1.9447607702549805,0.001
glucose,1,full_patch,log1p,0,7,0.08764168699130867,1.114570712926584,0.001
glucose,1,full_patch,log1p,0,8,0.06547447578473524,1.1730509526772686,0.001
glucose,1,full_patch,log1p,0,9,0.06672309849298362,1.4691743659751126,0.001
glucose,1,full_patch,log1p,0,10,0.06512763035116774,1.2680724697679724,0.001
glucose,1,full_patch,log1p,0,11,0.07162618673208988,1.6225514271913755,0.001
glucose,1,full_patch,log1p,0,12,0.09429149808305683,1.1004552398631822,0.001
glucose,1,full_patch,log1p,0,13,0.0728006406715422,1.2079392230098984,0.001
glucose,1,full_patch,log1p,0,14,0.05856184679450411,1.0127758735081587,0.001
glucose,1,full_patch,log1p,0,15,0.07274103584614668,0.9410215986409516,0.001
glucose,1,full_patch,log1p,0,16,0.0701598070787661,1.0948634673943283,0.001
glucose,1,full_patch,log1p,0,17,0.0670941389871366,0.9932908867853038,0.001
glucose,1,full_patch,log1p,0,18,0.06132861536109086,0.9466048936077638,0.001
glucose,1,full_patch,log1p,0,19,0.05997320147174778,1.011841854099415,0.001
glucose,1,full_patch,log1p,0,20,0.06441341816927447,0.8827749954396257,0.001
glucose,1,full_patch,log1p,0,21,0.04535300434764587,1.8447931526577035,0.001
glucose,1,full_patch,log1p,0,22,0.05877318445480231,0.7901465101505274,0.001
glucose,1,full_patch,log1p,0,23,0.05713784044439142,1.4644981409722468,0.001
glucose,1,full_patch,log1p,0,24,0.05221400026119116,0.8291637660912579,0.001
glucose,1,full_patch,log1p,0,25,0.05948253412815657,1.2685202397993351,0.001
glucose,1,full_patch,log1p,0,26,0.0550379371101206,1.5769065389944088,0.001
glucose,1,full_patch,log1p,0,27,0.047041395622672455,2.447413569395018,0.001
glucose,1,full_patch,log1p,0,28,0.05497805049473589,0.7561096278087807,0.001
glucose,1,full_patch,log1p,0,29,0.05939825556494973,1.53821098605594,0.001
glucose,1,full_patch,log1p,0,30,0.06508603198736003,0.6718446092049472,0.001
glucose,1,full_patch,log1p,0,31,0.047346970642154866,1.1926263762444527,0.001
glucose,1,full_patch,log1p,0,32,0.045070479877970436,0.7778906048255319,0.001
glucose,1,full_patch,log1p,0,33,0.04214245607004021,1.2993520607333837,0.001
glucose,1,full_patch,log1p,0,34,0.04382662070971547,1.1442241842013081,0.001
glucose,1,full_patch,log1p,0,35,0.03450379925921108,0.6330924845042165,0.001
glucose,1,full_patch,log1p,0,36,0.03169145353815772,1.2840772969869063,0.001
glucose,1,full_patch,log1p,0,37,0.051996412015322485,1.5837116231366146,0.001
glucose,1,full_patch,log1p,0,38,0.060214967054851125,0.9106906723156428,0.001
glucose,1,full_patch,log1p,0,39,0.038165091542583525,0.6895107819810654,0.001
glucose,1,full_patch,log1p,0,40,0.04258550800608866,0.7382504186533314,0.001
glucose,1,full_patch,log1p,0,41,0.04216747317801822,0.8104631243965709,0.001
glucose,1,full_patch,log1p,0,42,0.036122595992955295,0.7629926019443235,0.001
glucose,1,full_patch,log1p,0,43,0.03542208915407007,0.8203137079594218,0.0005
glucose,1,full_patch,log1p,0,44,0.03253230665895072,0.8971910577727243,0.0005
glucose,1,full_patch,log1p,0,45,0.03377729347257903,0.6209884374399149,0.0005
glucose,1,full_patch,log1p,0,46,0.031249471855434505,0.5220809722056099,0.0005
glucose,1,full_patch,log1p,0,47,0.026815145711104073,0.5509480570818607,0.0005
glucose,1,full_patch,log1p,0,48,0.03362273108778578,0.7239623675308173,0.0005
glucose,1,full_patch,log1p,0,49,0.030064771979144124,1.0049009528353319,0.0005
glucose,1,full_patch,log1p,0,50,0.028991004835927127,1.0778249227860592,0.0005
glucose,1,full_patch,log1p,0,51,0.03568211134636041,0.753731702344378,0.0005
glucose,1,full_patch,log1p,0,52,0.04137705234867154,1.1339871013768688,0.0005
glucose,1,full_patch,log1p,0,53,0.04016983392789508,0.6083568434462835,0.0005
glucose,1,full_patch,log1p,0,54,0.0325904971045075,0.5486558526993647,0.00025
glucose,1,full_patch,log1p,0,55,0.027624345886887926,0.8981003339165501,0.00025
glucose,1,full_patch,log1p,0,56,0.02840955645749063,0.574357584389831,0.00025
glucose,1,full_patch,log1p,0,57,0.025105076283216475,0.5761404510530327,0.00025
glucose,1,full_patch,log1p,0,58,0.02584606165235693,0.5001976098983462,0.00025
glucose,1,full_patch,log1p,0,59,0.027407289973714135,0.5780385986202026,0.00025
glucose,1,full_patch,log1p,0,60,0.030606622497240703,0.6470876476395877,0.00025
glucose,1,full_patch,log1p,0,61,0.03090052501947591,0.544530225860396,0.00025
glucose,1,full_patch,log1p,0,62,0.026607878269119697,0.6486965639926571,0.00025
glucose,1,full_patch,log1p,0,63,0.02368146400108482,0.4876756930096862,0.00025
glucose,1,full_patch,log1p,0,64,0.027328009124506603,0.6970889840558547,0.00025
glucose,1,full_patch,log1p,0,65,0.026200860264626417,0.5084003309144403,0.00025
glucose,1,full_patch,log1p,0,66,0.02561173002150926,0.5217414639288859,0.00025
glucose,1,full_patch,log1p,0,67,0.025906021667249274,0.49098966214812295,0.00025
glucose,1,full_patch,log1p,0,68,0.030121474916284734,0.5178950396158717,0.00025
glucose,1,full_patch,log1p,0,69,0.023213762067484132,0.5739631042643317,0.00025
glucose,1,full_patch,log1p,0,70,0.02565504919850465,0.5912330542909792,0.00025
glucose,1,full_patch,log1p,0,71,0.025807948613708668,0.4999847582628696,0.000125
glucose,1,full_patch,log1p,0,72,0.023216160025560494,0.472884570397281,0.000125
glucose,1,full_patch,log1p,0,73,0.02453999990089373,0.51025054565643,0.000125
glucose,1,full_patch,log1p,0,74,0.027113187832362724,0.5091112716952502,0.000125
glucose,1,full_patch,log1p,0,75,0.022387028575846644,0.4837833179907322,0.000125
glucose,1,full_patch,log1p,0,76,0.022804026712070814,0.48233788375288983,0.000125
