analyte,outer_fold,input_mode,target_transform,selected_target,epoch,training_loss,validation_mae,learning_rate
glucose,2,full_patch,log1p,1,6,0.06020078245111798,1.0971134777281417,0.001
glucose,2,full_patch,log1p,1,7,0.06570120864782354,1.2416007122166597,0.001
glucose,2,full_patch,log1p,1,8,0.05973743985999714,0.9829701315626971,0.001
glucose,2,full_patch,log1p,1,9,0.06391879643040158,1.3766509189580214,0.001
glucose,2,full_patch,log1p,1,10,0.06237443547068516,0.9220791977151876,0.001
glucose,2,full_patch,log1p,1,11,0.044382204630602315,1.2973265005174404,0.001
glucose,2,full_patch,log1p,1,12,0.049558223920545354,0.8764590027581679,0.001
glucose,2,full_patch,log1p,1,13,0.05242672020738775,0.9581824113645098,0.001
glucose,2,full_patch,log1p,1,14,0.05219726513199586,1.0295744457935079,0.001
glucose,2,full_patch,log1p,1,15,0.052971028452170055,1.1213224041609506,0.001
glucose,2,full_patch,log1p,1,16,0.042690933033846176,0.7229466333835242,0.001
glucose,2,full_patch,log1p,1,17,0.04402490761325363,0.8934584441787393,0.001
glucose,2,full_patch,log1p,1,18,0.06225298496654421,0.8508703125824003,0.001
glucose,2,full_patch,log1p,1,19,0.07095801921342063,1.0933845699178,0.001
glucose,2,full_patch,log1p,1,20,0.054716748281225185,0.7516874138810276,0.001
glucose,2,full_patch,log1p,1,21,0.043011647217453146,1.1128223043576966,0.001
glucose,2,full_patch,log1p,1,22,0.0616048281587627,1.223621024612181,0.001
glucose,2,full_patch,log1p,1,23,0.055298059395946085,1.0250560909859785,0.001
glucose,2,full_patch,log1p,1,24,0.048977870810582635,0.8820159179575401,0.0005
glucose,2,full_patch,log1p,1,25,0.045188796669022695,0.8449077984372199,0.0005
glucose,2,full_patch,log1p,1,26,0.04870750613499505,0.9031756615184139,0.0005
glucose,2,full_patch,log1p,1,27,0.04108507811312526,0.7375784694007895,0.0005
glucose,2,full_patch,log1p,1,28,0.03771503704382126,0.6420674823624327,0.0005
glucose,2,full_patch,log1p,1,29,0.037996826002210514,0.6666625996346794,0.0005
glucose,2,full_patch,log1p,1,30,0.03486586480377861,0.6025256222325986,0.0005
glucose,2,full_patch,log1p,1,31,0.030959355982156517,0.5817212037193964,0.0005
glucose,2,full_patch,log1p,1,32,0.03336585364158747,0.6930262948306105,0.0005
glucose,2,full_patch,log1p,1,33,0.037265102480345265,0.9952909992418594,0.0005
glucose,2,full_patch,log1p,1,34,0.03886494428563402,0.62026751788434,0.0005
glucose,2,full_patch,log1p,1,35,0.03831641978394079,0.844668820226076,0.0005
glucose,2,full_patch,log1p,1,36,0.031687684260008946,0.590722843956798,0.0005
glucose,2,full_patch,log1p,1,37,0.027758350323791297,0.5527868552303103,0.0005
glucose,2,full_patch,log1p,1,38,0.03900717419257107,0.7015717564479357,0.0005
glucose,2,full_patch,log1p,1,39,0.027794685819909397,0.6521038244276801,0.0005
glucose,2,full_patch,log1p,1,40,0.033792193657017675,0.5962785883300465,0.0005
glucose,2,full_patch,log1p,1,41,0.031573456435862665,0.6041431657307403,0.0005
glucose,2,full_patch,log1p,1,42,0.03271875178355352,0.5633660815325339,0.0005
glucose,2,full_patch,log1p,1,43,0.03190513529805064,0.5269701649255318,0.0005
glucose,2,full_patch,log1p,1,44,0.034369265735593534,0.6109241594335886,0.0005
glucose,2,full_patch,log1p,1,45,0.029729847825408516,0.7237891906390023,0.0005
glucose,2,full_patch,log1p,1,46,0.032685972805705406,0.4669975245185144,0.0005
glucose,2,full_patch,log1p,1,47,0.03154338112353568,0.5393220303376821,0.0005
glucose,2,full_patch,log1p,1,48,0.03555705097966152,0.5934575927649729,0.0005
glucose,2,full_patch,log1p,1,49,0.025449568222536415,0.5064008438281792,0.0005
glucose,2,full_patch,log1p,1,50,0.027408670534098022,0.7532857230808813,0.0005
glucose,2,full_patch,log1p,1,51,0.029641431085931917,0.5072320823569534,0.0005
glucose,2,full_patch,log1p,1,52,0.032414709230338054,0.637342444856221,0.0005
glucose,2,full_patch,log1p,1,53,0.03177849733549685,0.5252294012457099,0.0005
glucose,2,full_patch,log1p,1,54,0.02399943178539038,0.576402177770557,0.00025
glucose,2,full_patch,log1p,1,55,0.027436653904383657,0.47996669460566393,0.00025
glucose,2,full_patch,log1p,1,56,0.024911582053551554,0.4590378717909794,0.00025
glucose,2,full_patch,log1p,1,57,0.025245171434477794,0.5109534050788599,0.00025
glucose,2,full_patch,log1p,1,58,0.02441617209414345,0.6135963248653996,0.00025
glucose,2,full_patch,log1p,1,59,0.02558982166587951,0.4895284923546228,0.00025
glucose,2,full_patch,log1p,1,60,0.028300422980781816,0.5893895956657422,0.00025
glucose,2,full_patch,log1p,1,61,0.02977282223298635,0.5582622760271315,0.00025
glucose,2,full_patch,log1p,1,62,0.028277840590223827,0.446032968905206,0.00025
glucose,2,full_patch,log1p,1,63,0.02547298164707893,0.4647560044948625,0.00025
glucose,2,full_patch,log1p,1,64,0.022182523921109882,0.4773438266625631,0.00025
glucose,2,full_patch,log1p,1,65,0.0231657436259102,0.489074899107192,0.00025
glucose,2,full_patch,log1p,1,66,0.023183688687940646,0.4753943160690373,0.00025
glucose,2,full_patch,log1p,1,67,0.02400771567900561,0.4258916923243474,0.00025
glucose,2,full_patch,log1p,1,68,0.024900950991094736,0.49843769978134245,0.00025
glucose,2,full_patch,log1p,1,69,0.025815228508277374,0.6062203594149904,0.00025
glucose,2,full_patch,log1p,1,70,0.02685652174133302,0.4856498535484208,0.00025
glucose,2,full_patch,log1p,1,71,0.02513515501770284,0.43939689729159287,0.00025
glucose,2,full_patch,log1p,1,72,0.021088756487639578,0.4458714862394669,0.00025
glucose,2,full_patch,log1p,1,73,0.024621054255327242,0.49595859648239976,0.00025
glucose,2,full_patch,log1p,1,74,0.02518448357965836,0.5981402515422357,0.00025
glucose,2,full_patch,log1p,1,75,0.023141113616492816,0.43974821665352953,0.000125
glucose,2,full_patch,log1p,1,76,0.023189044556123844,0.5296536410663409,0.000125
glucose,2,full_patch,log1p,1,77,0.02475640297091487,0.4508255912569181,0.000125
glucose,2,full_patch,log1p,1,78,0.026030386510775626,0.5383357488443422,0.000125
glucose,2,full_patch,log1p,1,79,0.027979263044816016,0.4634577226678449,0.000125
glucose,2,full_patch,log1p,1,80,0.023829643782533584,0.4933283041181269,0.000125
glucose,2,full_patch,log1p,1,81,0.021972311166532883,0.45367268526347215,0.000125
glucose,2,full_patch,log1p,1,82,0.02059246158857459,0.46030625437581657,6.25e-05
glucose,2,full_patch,log1p,1,83,0.021520189724407324,0.45316971674897355,6.25e-05
glucose,2,full_patch,log1p,1,84,0.02215658975612433,0.4547000797587175,6.25e-05
glucose,2,full_patch,log1p,1,85,0.022035783467656098,0.4480964369658572,6.25e-05
glucose,3,roi_masked,raw,1,1,0.41501504529250893,5.24571956943326,0.001
glucose,3,roi_masked,raw,1,2,0.1306534959822227,4.25055189712512,0.001
glucose,3,roi_masked,raw,1,3,0.12004207046882939,3.2323852899677803,0.001
glucose,3,roi_masked,raw,1,4,0.13308194666079368,2.2735663281643927,0.001
glucose,3,roi_masked,raw,1,5,0.07846299163586337,1.659655248820355,0.001
glucose,3,roi_masked,raw,1,6,0.06259176216120159,0.8110812205443014,0.001
glucose,3,roi_masked,raw,1,7,0.05103727883691226,1.018624607460157,0.001
glucose,3,roi_masked,raw,1,8,0.06327808598381218,1.255368386525219,0.001
glucose,3,roi_masked,raw,1,9,0.06331572588949552,1.0091600346167007,0.001
glucose,3,roi_masked,raw,1,10,0.058685728716601555,0.7055593187134195,0.001
glucose,3,roi_masked,raw,1,11,0.04891682075317144,0.8194516356974982,0.001
glucose,3,roi_masked,raw,1,12,0.05368810383555786,0.7571643441257904,0.001
glucose,3,roi_masked,raw,1,13,0.04954863507328375,0.6841645458342903,0.001
glucose,3,roi_masked,raw,1,14,0.050744372113273324,1.2484501620300916,0.001
glucose,3,roi_masked,raw,1,15,0.04405386612130171,0.9627851095739444,0.001
glucose,3,roi_masked,raw,1,16,0.05248867764225127,0.6544494593931008,0.001
glucose,3,roi_masked,raw,1,17,0.04805980971979668,0.9682550057613836,0.001
glucose,3,roi_masked,raw,1,18,0.049607138297952234,0.5944601067544251,0.001
glucose,3,roi_masked,raw,1,19,0.042223814763850495,0.6836217625642891,0.001
glucose,3,roi_masked,raw,1,20,0.04837490685406278,0.8072103510139894,0.001
glucose,3,roi_masked,raw,1,21,0.05580377538762043,0.5655052177200427,0.001
glucose,3,roi_masked,raw,1,22,0.046440149478381154,1.0398891301528514,0.001
glucose,3,roi_masked,raw,1,23,0.05577892096138569,0.807788088888141,0.001
glucose,3,roi_masked,raw,1,24,0.042977662534965134,0.7693091512492064,0.001
glucose,3,roi_masked,raw,1,25,0.03641130882363916,0.652454430097543,0.001
glucose,3,roi_masked,raw,1,26,0.03888698110992614,0.8098089227160827,0.001
glucose,3,roi_masked,raw,1,27,0.04526906959079595,0.858755519810498,0.001
glucose,3,roi_masked,raw,1,28,0.04416400565031566,0.6805591037489098,0.001
glucose,3,roi_masked,raw,1,29,0.04029687958174064,0.6769483572177625,0.0005
glucose,3,roi_masked,raw,1,30,0.03646355708602999,0.7707899724834898,0.0005
glucose,3,roi_masked,raw,1,31,0.035709270455176356,0.5519676267686088,0.0005
glucose,3,roi_masked,raw,1,32,0.03841280238772291,0.6348920631249407,0.0005
glucose,3,roi_masked,raw,1,33,0.03635415395141625,0.6068547655090112,0.0005
glucose,3,roi_masked,raw,1,34,0.037585814584785,0.6049370105589694,0.0005
glucose,3,roi_masked,raw,1,35,0.040048969840150654,1.101608044867991,0.0005
glucose,3,roi_masked,raw,1,36,0.03748529398572338,0.5178482345182073,0.0005
glucose,3,roi_masked,raw,1,37,0.03474240692612755,0.6088695624959609,0.0005
glucose,3,roi_masked,raw,1,38,0.03176283860237694,0.7483881304212333,0.0005
glucose,3,roi_masked,raw,1,39,0.02914161314485503,0.6282767858552232,0.0005
glucose,3,roi_masked,raw,1,40,0.03325678371503705,0.5791959869263714,0.0005
glucose,3,roi_masked,raw,1,41,0.0327275464902514,0.5969611388805123,0.0005
glucose,3,roi_masked,raw,1,42,0.030067946981144556,0.5109900887022183,0.0005
glucose,3,roi_masked,raw,1,43,0.03195057369646479,0.5449189655812794,0.0005
glucose,3,roi_masked,raw,1,44,0.03378583488072617,0.6777634160728807,0.0005
glucose,3,roi_masked,raw,1,45,0.027242941862380275,0.6397232449857579,0.0005
glucose,3,roi_masked,raw,1,46,0.03285011819573522,0.5071209400239062,0.0005
glucose,3,roi_masked,raw,1,47,0.03573668566594891,0.6741638839346049,0.0005
glucose,3,roi_masked,raw,1,48,0.0322105143824384,0.6140935578818403,0.0005
glucose,3,roi_masked,raw,1,49,0.03154556332475293,0.7379679649229984,0.0005
glucose,3,roi_masked,raw,1,50,0.02980867216999236,0.5620775027563968,0.0005
glucose,3,roi_masked,raw,1,51,0.03879049402035651,0.8071309420539314,0.0005
glucose,3,roi_masked,raw,1,52,0.04773537052903552,0.620349514160634,0.0005
glucose,3,roi_masked,raw,1,53,0.04032704010938923,0.8687512489107565,0.0005
glucose,3,roi_masked,raw,1,54,0.035119264870993074,0.5589278262627975,0.00025
glucose,3,roi_masked,raw,1,55,0.027137267363053677,0.7161322945023048,0.00025
glucose,3,roi_masked,raw,1,56,0.027812438275826048,0.5112610063715954,0.00025
glucose,3,roi_masked,raw,1,57,0.027365438329214134,0.5602271311319509,0.00025
glucose,3,roi_masked,raw,1,58,0.028085142485075664,0.4634375172536834,0.00025
glucose,3,roi_masked,raw,1,59,0.029605299212182867,0.586635997487157,0.00025
glucose,3,roi_masked,raw,1,60,0.033675303069205645,0.5507856483591633,0.00025
glucose,3,roi_masked,raw,1,61,0.030662028504821477,0.5359723878172531,0.00025
glucose,3,roi_masked,raw,1,62,0.029257528406141767,0.4962179350702302,0.00025
glucose,3,roi_masked,raw,1,63,0.027584253498054653,0.5835289800828931,0.00025
glucose,3,roi_masked,raw,1,64,0.02843155532009378,0.5287140461408071,0.00025
glucose,3,roi_masked,raw,1,65,0.030466427202107477,0.5270164218457388,0.00025
glucose,3,roi_masked,raw,1,66,0.026944128449467718,0.5337094151441075,0.000125
glucose,3,roi_masked,raw,1,67,0.025364561114687857,0.5394302402552509,0.000125
glucose,3,roi_masked,raw,1,68,0.030132427603428304,0.5826704988379156,0.000125
glucose,3,roi_masked,raw,1,69,0.029158568878598433,0.5330982553112359,0.000125
glucose,3,roi_masked,raw,1,70,0.02706057201354763,0.5514634654409435,0.000125
glucose,3,roi_masked,raw,1,71,0.02678100321436337,0.5090722798152679,0.000125
glucose,3,roi_masked,raw,1,72,0.02566157988981856,0.4821246861647006,0.000125
glucose,3,roi_masked,raw,1,73,0.02841047705574469,0.5169142479491998,6.25e-05
glucose,3,roi_masked,raw,1,74,0.028002114092095597,0.5394745413582966,6.25e-05
glucose,3,roi_masked,raw,1,75,0.027305184084861003,0.4797380365223693,6.25e-05
glucose,3,roi_masked,raw,1,76,0.024255616124025402,0.543501362928417,6.25e-05
glucose,3,roi_masked,log1p,0,1,0.3501244812715249,4.770655277634376,0.001
glucose,3,roi_masked,log1p,0,2,0.09721399838140932,4.466914512490682,0.001
glucose,3,roi_masked,log1p,0,3,0.08170084198367755,3.7717915252948697,0.001
glucose,3,roi_masked,log1p,0,4,0.09287516831596633,3.2624603810488737,0.001
glucose,3,roi_masked,log1p,0,5,0.0660125760114495,1.3419685721691317,0.001
glucose,3,roi_masked,log1p,0,6,0.06834085875269909,1.6465172656282008,0.001
glucose,3,roi_masked,log1p,0,7,0.059468546418692425,1.161246371080079,0.001
glucose,3,roi_masked,log1p,0,8,0.073262759985405,1.3128948364432917,0.001
glucose,3,roi_masked,log1p,0,9,0.05985950514252246,0.9279600719133043,0.001
glucose,3,roi_masked,log1p,0,10,0.06861877752309763,0.9176394505015343,0.001
glucose,3,roi_masked,log1p,0,11,0.05273520916522704,1.2587940816311363,0.001
glucose,3,roi_masked,log1p,0,12,0.06498228579804012,0.927870965668864,0.001
glucose,3,roi_masked,log1p,0,13,0.061295441400409635,1.0744418929139752,0.001
glucose,3,roi_masked,log1p,0,14,0.06966326460686419,1.3051308948092748,0.001
glucose,3,roi_masked,log1p,0,15,0.0654318602491953,1.2362415779809686,0.001
glucose,3,roi_masked,log1p,0,16,0.048782889649338586,0.684558713412978,0.001
glucose,3,roi_masked,log1p,0,17,0.05127015455047171,0.783376794678288,0.001
glucose,3,roi_masked,log1p,0,18,0.04597976496207199,1.5094441363428073,0.001
glucose,3,roi_masked,log1p,0,19,0.04316713825290143,0.7046251353079078,0.001
glucose,3,roi_masked,log1p,0,20,0.04306717362426965,0.9164887085631107,0.001
glucose,3,roi_masked,log1p,0,21,0.05200978424039221,0.7980085858669933,0.001
glucose,3,roi_masked,log1p,0,22,0.044277906440054075,1.5719894668871577,0.001
glucose,3,roi_masked,log1p,0,23,0.04456400088188634,0.9844992503357077,0.001
glucose,3,roi_masked,log1p,0,24,0.037401839596637135,0.6038171117124654,0.0005
glucose,3,roi_masked,log1p,0,25,0.034857508827739254,0.6281806540338807,0.0005
glucose,3,roi_masked,log1p,0,26,0.03444293846449802,1.2859409712180057,0.0005
glucose,3,roi_masked,log1p,0,27,0.038884257611814445,0.8301901097185964,0.0005
glucose,3,roi_masked,log1p,0,28,0.037329749572028344,0.7267599555079127,0.0005
glucose,3,roi_masked,log1p,0,29,0.03640176283664746,0.9307483117464472,0.0005
glucose,3,roi_masked,log1p,0,30,0.036974117881583744,1.063855111370606,0.0005
glucose,3,roi_masked,log1p,0,31,0.03291551546428225,0.7957104690040647,0.0005
glucose,3,roi_masked,log1p,0,32,0.02944703727138913,0.6951340124365356,0.00025
glucose,3,roi_masked,log1p,0,33,0.03321159952465894,0.7357406965867568,0.00025
glucose,3,roi_masked,log1p,0,34,0.03137671622696115,0.6139208277174718,0.00025
glucose,3,roi_masked,log1p,0,35,0.028562219208314595,0.7637971328715953,0.00025
glucose,3,roi_masked,log1p,0,36,0.030220258231489917,0.7966704412716681,0.00025
glucose,3,roi_masked,log1p,0,37,0.035780648349738514,0.7690331273496561,0.00025
glucose,3,roi_masked,log1p,0,38,0.03144018177148482,0.6086575156247055,0.00025
glucose,3,roi_masked,log1p,0,39,0.03274349584598122,0.6570454573698769,0.000125
glucose,3,roi_masked,log1p,0,40,0.030766706797120822,0.7308015059203347,0.000125
glucose,3,roi_masked,log1p,0,41,0.030629029472520917,0.682197081693251,0.000125
glucose,3,roi_masked,log1p,0,42,0.03225061647738323,0.605732548892509,0.000125
glucose,3,full_patch,raw,0,1,0.43114848911273673,4.918287624218013,0.001
glucose,3,full_patch,raw,0,2,0.15827919676033822,3.461086784201311,0.001
glucose,3,full_patch,raw,0,3,0.1416243155404992,2.200005011704047,0.001
glucose,3,full_patch,raw,0,4,0.1195702606870414,1.5565922126225382,0.001
glucose,3,full_patch,raw,0,5,0.11150324498976397,1.4365691519271657,0.001
glucose,3,full_patch,raw,0,6,0.11591913635480244,2.7250952794201377,0.001
glucose,3,full_patch,raw,0,7,0.12044897724370487,1.4030710647547304,0.001
glucose,3,full_patch,raw,0,8,0.12010538023958973,1.3616999279703823,0.001
glucose,3,full_patch,raw,0,9,0.08100047351129008,1.0917584330650807,0.001
glucose,3,full_patch,raw,0,10,0.07727885115253233,0.8769875214851328,0.001
glucose,3,full_patch,raw,0,11,0.0708920388814234,0.9792568829824131,0.001
glucose,3,full_patch,raw,0,12,0.09126930359623293,0.9921513981437635,0.001
glucose,3,full_patch,raw,0,13,0.07659387526320274,0.8098024715047297,0.001
glucose,3,full_patch,raw,0,14,0.07073114294941842,0.7875589204391673,0.001
glucose,3,full_patch,raw,0,15,0.057484609226178485,0.9347141597691514,0.001
glucose,3,full_patch,raw,0,16,0.0788137491364948,0.9693004022574087,0.001
glucose,3,full_patch,raw,0,17,0.06524535295194023,0.970728097439817,0.001
glucose,3,full_patch,raw,0,18,0.05789184341576344,0.7450795411221733,0.001
glucose,3,full_patch,raw,0,19,0.07622418986791647,0.8268827151957953,0.001
glucose,3,full_patch,raw,0,20,0.07486705448694983,1.1842384094839438,0.001
glucose,3,full_patch,raw,0,21,0.07028976619110378,0.7533551713375896,0.001
glucose,3,full_patch,raw,0,22,0.05956144466574252,0.7799121259758579,0.001
glucose,3,full_patch,raw,0,23,0.06764603650472203,0.8031383161649721,0.001
glucose,3,full_patch,raw,0,24,0.05647967955105884,0.6790276950141547,0.001
glucose,3,full_patch,raw,0,25,0.059357928625695215,0.6894631322268201,0.001
glucose,3,full_patch,raw,0,26,0.048430295547278915,0.7342237986450726,0.001
glucose,3,full_patch,raw,0,27,0.04352513624663325,0.7855782552060702,0.001
glucose,3,full_patch,raw,0,28,0.04333395845133217,0.811044121900414,0.001
glucose,3,full_patch,raw,0,29,0.044261504902924936,0.6455906808831056,0.001
glucose,3,full_patch,raw,0,30,0.05553266186206067,0.6199053782604852,0.001
glucose,3,full_patch,raw,0,31,0.06338737573024945,0.8345885168508723,0.001
glucose,3,full_patch,raw,0,32,0.04811625235926376,1.249489244646052,0.001
glucose,3,full_patch,raw,0,33,0.04510984490396547,0.5936402788245857,0.001
glucose,3,full_patch,raw,0,34,0.05009946680104502,0.7444110533398457,0.001
glucose,3,full_patch,raw,0,35,0.046806257501266754,0.9411738854807571,0.001
glucose,3,full_patch,raw,0,36,0.04897745274806787,0.7130666838479818,0.001
glucose,3,full_patch,raw,0,37,0.04817898326099541,0.7853341411989739,0.001
glucose,3,full_patch,raw,0,38,0.035831311317896346,0.8443185723036554,0.001
glucose,3,full_patch,raw,0,39,0.0460996852463164,0.8662203043581396,0.001
glucose,3,full_patch,raw,0,40,0.042345236548279507,0.9087210425020267,0.001
glucose,3,full_patch,raw,0,41,0.049352992564750675,0.7565283399052258,0.0005
glucose,3,full_patch,raw,0,42,0.04061385478419092,0.6475118336655251,0.0005
glucose,3,full_patch,raw,0,43,0.038651621443859335,0.5382924529745534,0.0005
glucose,3,full_patch,raw,0,44,0.045235396736202936,0.6902918031752272,0.0005
glucose,3,full_patch,raw,0,45,0.037434432666676586,0.5789320665536928,0.0005
glucose,3,full_patch,raw,0,46,0.038061117006662884,0.5505868851712112,0.0005
glucose,3,full_patch,raw,0,47,0.04281938021888765,0.6649459637054275,0.0005
glucose,3,full_patch,raw,0,48,0.03659817586956898,0.6996191927566676,0.0005
glucose,3,full_patch,raw,0,49,0.039729684863333906,0.47334653694201945,0.0005
glucose,3,full_patch,raw,0,50,0.03284191306341778,0.6129211960700951,0.0005
glucose,3,full_patch,raw,0,51,0.03920972649835261,0.5982997156222595,0.0005
glucose,3,full_patch,raw,0,52,0.03375034620527361,0.560400648623428,0.0005
glucose,3,full_patch,raw,0,53,0.037807048083284396,0.7056854304589473,0.0005
glucose,3,full_patch,raw,0,54,0.04056604405318216,0.5687581265810707,0.0005
glucose,3,full_patch,raw,0,55,0.04022438129085364,0.666529106021248,0.0005
glucose,3,full_patch,raw,0,56,0.04106019228008394,0.6608931141634603,0.0005
glucose,3,full_patch,raw,0,57,0.02909502429102066,0.4541843530314601,0.00025
glucose,3,full_patch,raw,0,58,0.03470633594505211,0.45742418325709766,0.00025
glucose,3,full_patch,raw,0,59,0.037316671693378343,0.5518025018191639,0.00025
glucose,3,full_patch,raw,0,60,0.028208683337877474,0.5063344761753739,0.00025
glucose,3,full_patch,raw,0,61,0.03206783760722099,0.4772144998509262,0.00025
glucose,3,full_patch,raw,0,62,0.03144589338268413,0.48539950165408585,0.00025
glucose,3,full_patch,raw,0,63,0.03482756552587634,0.5230520237460361,0.00025
glucose,3,full_patch,raw,0,64,0.028953163483459086,0.6252808619044302,0.00025
glucose,3,full_patch,raw,0,65,0.032892779265315274,0.5002077961446777,0.000125
glucose,3,full_patch,raw,0,66,0.02768638458563745,0.47269225612206434,0.000125
glucose,3,full_patch,raw,0,67,0.03714477507072749,0.5196014158112857,0.000125
glucose,3,full_patch,raw,0,68,0.036571584586414956,0.4765880104660612,0.000125
glucose,3,full_patch,raw,0,69,0.037475738296876546,0.5095771137754042,0.000125
glucose,3,full_patch,raw,0,70,0.03218495603178901,0.45389236825558077,0.000125
glucose,3,full_patch,raw,0,71,0.025753802798921588,0.4712020874205809,0.000125
glucose,3,full_patch,raw,0,72,0.03288171732390158,0.483610643614768,0.000125
glucose,3,full_patch,raw,0,73,0.02934608811681921,0.5066838432199847,0.000125
glucose,3,full_patch,raw,0,74,0.03406746966428444,0.44501648065618565,0.000125
glucose,3,full_patch,raw,0,75,0.03173853615756895,0.4548223639163302,0.000125
glucose,3,full_patch,raw,0,76,0.033744375347735805,0.42690335293971043,0.000125
glucose,3,full_patch,raw,0,77,0.03601043036793277,0.4178855190955871,0.000125
glucose,3,full_patch,raw,0,78,0.0335757991523883,0.5400714116744519,0.000125
glucose,3,full_patch,raw,0,79,0.032063094474341934,0.44185631325650676,0.000125
glucose,3,full_patch,raw,0,80,0.03596952198359188,0.43855818959071446,0.000125
glucose,3,full_patch,raw,0,81,0.029658462513576855,0.4544587090922454,0.000125
glucose,3,full_patch,raw,0,82,0.03261528496704052,0.4681585337070503,0.000125
glucose,3,full_patch,raw,0,83,0.034470459818284845,0.4378992289472663,0.000125
glucose,3,full_patch,raw,0,84,0.02925983824157857,0.4676424675220874,0.000125
glucose,3,full_patch,raw,0,85,0.032863811685546855,0.4602481878724893,6.25e-05
glucose,3,full_patch,raw,0,86,0.026956939436883934,0.4314527086905267,6.25e-05
glucose,3,full_patch,raw,0,87,0.033388307726152255,0.4288369361806554,6.25e-05
glucose,3,full_patch,raw,0,88,0.02666481274517389,0.43132533910738496,6.25e-05
glucose,3,full_patch,raw,0,89,0.03338249310873304,0.4735219922834404,6.25e-05
glucose,3,full_patch,raw,0,90,0.02660121784813358,0.4542675278672233,6.25e-05
glucose,3,full_patch,raw,0,91,0.02783401838424664,0.41476004197906474,6.25e-05
glucose,3,full_patch,raw,0,92,0.028683560360472888,0.4212616391507984,6.25e-05
glucose,3,full_patch,raw,0,93,0.029030060626000123,0.4302621882913648,6.25e-05
glucose,3,full_patch,raw,0,94,0.02525687137765785,0.42859803103479827,6.25e-05
glucose,3,full_patch,raw,0,95,0.031061571888103746,0.4377810696479006,6.25e-05
glucose,3,full_patch,raw,0,96,0.027526266023450034,0.4290889410375993,6.25e-05
glucose,3,full_patch,raw,0,97,0.031098299994287478,0.43826361819823295,6.25e-05
glucose,3,full_patch,raw,0,98,0.028769116765429474,0.4321038140857993,6.25e-05
glucose,3,full_patch,raw,0,99,0.0278142952206149,0.4114582362807098,3.125e-05
glucose,3,full_patch,raw,0,100,0.026245492559076242,0.41458120415589833,3.125e-05
glucose,3,full_patch,raw,0,101,0.02434929950654107,0.41163757245893523,3.125e-05
glucose,3,full_patch,raw,0,102,0.0246735019539934,0.4102257492548494,3.125e-05
glucose,3,full_patch,raw,0,103,0.023701414799015143,0.45559480943339214,3.125e-05
glucose,3,full_patch,raw,0,104,0.02778375625121789,0.44628459911519797,3.125e-05
glucose,3,full_patch,raw,0,105,0.03073977094404566,0.4250831314570249,3.125e-05
glucose,3,full_patch,raw,0,106,0.025728394675738942,0.44561079657017866,3.125e-05
glucose,3,full_patch,raw,0,107,0.024344933989572985,0.43448880020729147,3.125e-05
glucose,3,full_patch,raw,0,108,0.03006175910185151,0.41691873900770365,3.125e-05
glucose,3,full_patch,raw,0,109,0.030971453965109967,0.4211863034946362,3.125e-05
glucose,3,full_patch,raw,0,110,0.02649202437629998,0.42117347867077887,1.5625e-05
glucose,3,full_patch,raw,0,111,0.02440879180827546,0.41772093401135996,1.5625e-05
glucose,3,full_patch,raw,0,112,0.02635453840726001,0.4159461691700853,1.5625e-05
glucose,3,full_patch,raw,0,113,0.02393167270500152,0.4113891083580956,1.5625e-05
glucose,3,full_patch,raw,0,114,0.02707721290474233,0.4086415303726279,1.5625e-05
glucose,3,full_patch,raw,0,115,0.025605814953385986,0.4188403370354514,1.5625e-05
glucose,3,full_patch,raw,0,116,0.02942552918293437,0.4110390221082914,1.5625e-05
glucose,3,full_patch,raw,0,117,0.028816520151766865,0.4257786966832185,1.5625e-05
glucose,3,full_patch,raw,0,118,0.03276841841560362,0.42072862954867174,1.5625e-05
glucose,3,full_patch,raw,0,119,0.026970419855080488,0.4040504396708177,1.5625e-05
glucose,3,full_patch,raw,0,120,0.024858145634525756,0.40470987474943904,1.5625e-05
glucose,3,full_patch,log1p,1,1,0.28623530306421696,4.4824252373748985,0.001
glucose,3,full_patch,log1p,1,2,0.10257751449120915,3.3625314507679067,0.001
glucose,3,full_patch,log1p,1,3,0.07849055465349675,2.0340203241572428,0.001
glucose,3,full_patch,log1p,1,4,0.08130173603886108,1.4860007066033247,0.001
glucose,3,full_patch,log1p,1,5,0.06727651772595909,1.4669152034545327,0.001
glucose,3,full_patch,log1p,1,6,0.06436686570882443,1.3168016943625154,0.001
glucose,3,full_patch,log1p,1,7,0.06620183964599974,1.2811390983332869,0.001
glucose,3,full_patch,log1p,1,8,0.06973708989501178,1.4690529240472285,0.001
glucose,3,full_patch,log1p,1,9,0.06486704260466174,1.1874596244134656,0.001
glucose,3,full_patch,log1p,1,10,0.06487015702507713,1.0937468340419374,0.001
glucose,3,full_patch,log1p,1,11,0.06144213030217479,1.4893358822977953,0.001
glucose,3,full_patch,log1p,1,12,0.046761206505284404,1.0543404957530296,0.001
glucose,3,full_patch,log1p,1,13,0.05285858159715479,1.9514227583424713,0.001
glucose,3,full_patch,log1p,1,14,0.07160746416107552,1.311096277960759,0.001
glucose,3,full_patch,log1p,1,15,0.05772218932071493,0.8624474830867821,0.001
glucose,3,full_patch,log1p,1,16,0.0621137437362074,0.9924189328498237,0.001
glucose,3,full_patch,log1p,1,17,0.05091097838232841,0.8392723654383439,0.001
