mae,rmse,r2,spearman_rho,normalized_mae,normalized_rmse,mean_absolute_log1p_error,unclipped_mae,clipped_fraction,analyte,feature_set,model,outer_fold,evaluation_unit,n_observations,fit_seconds,predict_seconds,inner_best_mae
1.3382123764469864,2.4734211362998626,0.8628987568988831,0.885640863832781,0.06691061882234932,0.12367105681499313,0.18521893589073202,1.351076151151276,0.08133971291866028,glucose,RGB_primary,Ridge,3,patch,209,0.20860080000420567,0.0014035000058356673,1.4082967082947384
1.3257374181299018,2.3936211820480735,0.8716026394480475,0.9,0.06628687090649509,0.11968105910240368,0.1673972596592523,1.3257374181299018,0.0,glucose,RGB_primary,Ridge,3,concentration_median,11,0.20860080000420567,0.0014035000058356673,1.4082967082947384
1.3658720272663782,2.5199738196914394,0.8576893786170325,0.8817337672312981,0.06829360136331891,0.12599869098457198,0.1876259365487728,1.3742551061659711,0.06698564593301436,glucose,RGB_primary,ElasticNet,3,patch,209,0.3309937000012724,0.0013160000089555979,1.426018221593338
1.3887629540736999,2.4771471096916104,0.862485385848683,0.9,0.06943814770368499,0.12385735548458052,0.17350598309267012,1.3887629540736999,0.0,glucose,RGB_primary,ElasticNet,3,concentration_median,11,0.3309937000012724,0.0013160000089555979,1.426018221593338
0.72633251961898,1.3165113265931152,0.9611586374022859,0.8909638222097314,0.036316625980949,0.06582556632965576,0.13618000347809178,0.7484080205008942,0.10526315789473684,glucose,RGB_primary,SVR,3,patch,209,2.025517800007947,0.008468700005323626,0.6735960963449033
0.4835265576230292,0.8038983329281592,0.9855173674059656,0.8909090909090911,0.024176327881151462,0.04019491664640796,0.10432935621066486,0.4835265576230292,0.0,glucose,RGB_primary,SVR,3,concentration_median,11,2.025517800007947,0.008468700005323626,0.6735960963449033
0.6453664926665733,1.3245891076634781,0.9606805335397857,0.8849937761829908,0.03226832463332867,0.0662294553831739,0.12761236482370406,0.6453664926665733,0.0,glucose,RGB_primary,RandomForest,3,patch,209,5.716542000009213,0.008609299999079667,0.6464536982171085
0.27155310422657286,0.41817606288043496,0.9960811052832808,0.9454545454545454,0.013577655211328643,0.02090880314402175,0.06910603759857191,0.27155310422657286,0.0,glucose,RGB_primary,RandomForest,3,concentration_median,11,5.716542000009213,0.008609299999079667,0.6464536982171085
0.544434309944903,1.1680056772162395,0.9694272035632673,0.887723625365516,0.027221715497245152,0.058400283860811975,0.1131855228288033,0.544434309944903,0.0,glucose,RGB_primary,ExtraTrees,3,patch,209,3.6022506000008434,0.009184000009554438,0.5531304755764783
0.19347581483811768,0.3184901803683671,0.9977268015523547,0.9454545454545454,0.009673790741905884,0.015924509018418357,0.0663738482604639,0.19347581483811768,0.0,glucose,RGB_primary,ExtraTrees,3,concentration_median,11,3.6022506000008434,0.009184000009554438,0.5531304755764783
1.1244417728544451,1.9596002252369857,0.9139441856665239,0.9037507785838791,0.056222088642722254,0.09798001126184928,0.16695069904938037,1.1333937018960492,0.09569377990430622,glucose,HSV_primary,Ridge,3,patch,209,0.13000279999687336,0.001207100009196438,1.0915830568393474
1.0783918808617907,1.888500302028889,0.920075601878538,0.9363636363636365,0.05391959404308953,0.09442501510144445,0.1505841428589746,1.0795278921114226,0.09090909090909091,glucose,HSV_primary,Ridge,3,concentration_median,11,0.13000279999687336,0.001207100009196438,1.0915830568393474
1.131601696823323,1.9771540816685587,0.9123955255618248,0.9032740770821691,0.056580084841166146,0.09885770408342794,0.16727499880359595,1.1403763606275767,0.09569377990430622,glucose,HSV_primary,ElasticNet,3,patch,209,0.2632021000026725,0.0012181000056443736,1.098199661133781
1.0906012114749573,1.9113223573847036,0.9181321967705135,0.9363636363636365,0.05453006057374786,0.09556611786923518,0.1509050479355601,1.091733260109458,0.09090909090909091,glucose,HSV_primary,ElasticNet,3,concentration_median,11,0.2632021000026725,0.0012181000056443736,1.098199661133781
0.4706527558447085,1.005726766697442,0.9773324138667767,0.9075691710023814,0.023532637792235425,0.0502863383348721,0.10063952980230152,0.4840878829131983,0.04784688995215311,glucose,HSV_primary,SVR,3,patch,209,3.1354794000071706,0.009667599995736964,0.4183516353842395
