analyte,feature_set,model,evaluation_unit,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_rho_mean,spearman_rho_std,normalized_mae_mean,normalized_mae_std,normalized_rmse_mean,normalized_rmse_std,mean_absolute_log1p_error_mean,mean_absolute_log1p_error_std,unclipped_mae_mean,unclipped_mae_std,clipped_fraction_mean,clipped_fraction_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,inner_best_mae_mean,inner_best_mae_std
ketone,HSV_primary,Ridge,patch,0.3895344967952787,0.028872163553707184,0.6448153365128053,0.031569290893499885,0.9636044529191308,0.0035283002479036974,0.9067406141096175,0.014958064057255445,0.03895344967952787,0.0028872163553707152,0.06448153365128054,0.0031569290893499894,0.12011261138363694,0.00391393743686565,0.4625379468117421,0.06521799025564376,0.06401315789473684,0.03100806625912351,0.12185182000102941,0.003780275495062258,0.0012450200010789558,0.00010207074566983602,0.45627179271905033,0.017607524150908844
ketone,HSV_primary,SVR,concentration_median,0.015903884827947627,0.009019720393248278,0.023479614238270545,0.013723151645503664,0.9999386728072898,7.045570251848567e-05,1.0,0.0,0.0015903884827947624,0.0009019720393248277,0.0023479614238270546,0.0013723151645503662,0.007179526065138117,0.0026372046302374727,0.018222654229082782,0.007464149618090898,0.075,0.06846531968814576,2.020523800002411,0.10495692328415952,0.003939399996306747,0.00030969266068848117,0.11783042691045964,0.00829132695888897
ketone,HSV_primary,SVR,patch,0.10103133992665088,0.026712856362076317,0.28407845419240474,0.09839140248999849,0.9922728361244817,0.005168621007149422,0.9658105502901565,0.005344725110796366,0.010103133992665086,0.0026712856362076315,0.02840784541924047,0.009839140248999848,0.033936290470413064,0.00675146554003951,0.10934132534607277,0.02466544291438907,0.11960526315789473,0.016852895392261032,2.020523800002411,0.10495692328415952,0.003939399996306747,0.00030969266068848117,0.11783042691045964,0.00829132695888897
ketone,RGB_HSV_combined,ElasticNet,concentration_median,0.25186501218140744,0.037564140689503304,0.37702319670176615,0.03873843745688625,0.9874762546513827,0.0024871800834678492,0.9702345309061725,0.01785120309470101,0.025186501218140745,0.00375641406895033,0.037702319670176614,0.0038738437456886233,0.08737939789446418,0.005694765351127231,0.25461748174984555,0.03272059082261147,0.075,0.11180339887498948,0.28403971999650823,0.01211200641052129,0.0012648999982047826,0.00010737951254979403,0.3648272534413351,0.005916810720886386
ketone,RGB_HSV_combined,ElasticNet,patch,0.3163141889120199,0.030611740629954688,0.5533844515170002,0.0783263849658498,0.972816542062171,0.007614583465042134,0.9138601027172812,0.010941699682338879,0.03163141889120199,0.0030611740629954707,0.055338445151700014,0.00783263849658498,0.10674739463266505,0.0033333391941260623,0.36394251623519686,0.022740980633501173,0.14217105263157898,0.03135232554651274,0.28403971999650823,0.01211200641052129,0.0012648999982047826,0.00010737951254979403,0.3648272534413351,0.005916810720886386
ketone,RGB_HSV_combined,ExtraTrees,concentration_median,0.0028059993706385828,0.0005034755269779964,0.00514556293804347,0.0010805762386710065,0.9999976051992789,1.0697017751067851e-06,1.0,0.0,0.0002805999370638583,5.034755269779964e-05,0.0005145562938043471,0.00010805762386710068,0.0026453599858029253,0.00047419529123650123,0.0028059993706420466,0.0005034755269802762,0.075,0.06846531968814576,3.356520020001335,0.10110914654631847,0.0079859600024065,0.0006528293750579137,0.044611385452371685,0.005447081095608338
ketone,RGB_HSV_combined,ExtraTrees,patch,0.04597976648986144,0.018825011386715444,0.2556312381058281,0.13268547618060178,0.9930603225364333,0.005161931301713066,0.9733996630648392,0.005039861042007312,0.0045979766489861445,0.0018825011386715443,0.02556312381058281,0.013268547618060176,0.017119545691065347,0.0038934154249794153,0.04597976648986431,0.01882501138671703,0.06210526315789473,0.05673479148720785,3.356520020001335,0.10110914654631847,0.0079859600024065,0.0006528293750579137,0.044611385452371685,0.005447081095608338
ketone,RGB_HSV_combined,RandomForest,concentration_median,0.0020325000000000126,0.000639840474910224,0.0036892496590837385,0.0007804185643826284,0.999998768322343,5.285220883354745e-07,1.0,0.0,0.00020325000000000125,6.39840474910224e-05,0.00036892496590837387,7.804185643826286e-05,0.0019245595193660835,0.0005998301390150165,0.0020325000000000126,0.000639840474910224,0.0,0.0,5.734605459999875,0.17606438402830613,0.006875220002257265,0.000565592358901472,0.03522120694444446,0.00762784436940236
ketone,RGB_HSV_combined,RandomForest,patch,0.04053973684210528,0.019255701578559752,0.28358259401279157,0.1546858017498823,0.9913016702477945,0.006406211205385341,0.9739686972809583,0.003813714645211412,0.004053973684210528,0.001925570157855975,0.028358259401279156,0.015468580174988233,0.015287543568081902,0.004114212226627173,0.04053973684210528,0.019255701578559752,0.0,0.0,5.734605459999875,0.17606438402830613,0.006875220002257265,0.000565592358901472,0.03522120694444446,0.00762784436940236
ketone,RGB_HSV_combined,Ridge,concentration_median,0.2612853588114965,0.041519681464232405,0.39112488041802224,0.04576539750134342,0.9864883805673674,0.0030202700724813814,0.961904761904762,0.01304101327393257,0.02612853588114965,0.00415196814642324,0.03911248804180223,0.004576539750134341,0.08938745530267991,0.006294775553659091,0.26543041614159124,0.033280178203948504,0.05,0.06846531968814576,0.12312709999969229,0.005030561633651989,0.0012232999986736103,6.61486181228574e-05,0.36114349052236394,0.00543519862681931
ketone,RGB_HSV_combined,Ridge,patch,0.3183419190299433,0.03731943271556083,0.5477871663747019,0.07759846734051917,0.9733629654108593,0.007497865637680072,0.9133360248163905,0.00993699842755222,0.03183419190299433,0.003731943271556084,0.05477871663747019,0.007759846734051919,0.10815752977396613,0.005206659764611415,0.3590658669165336,0.023608538056985564,0.14072368421052633,0.007602883892991179,0.12312709999969229,0.005030561633651989,0.0012232999986736103,6.61486181228574e-05,0.36114349052236394,0.00543519862681931
ketone,RGB_HSV_combined,SVR,concentration_median,0.023079898638839975,0.01469246755692893,0.035646163265567514,0.0242847158221902,0.9998477682999072,0.00019439958196776295,1.0,0.0,0.0023079898638839976,0.0014692467556928933,0.0035646163265567513,0.00242847158221902,0.009184628813581234,0.004850058065454469,0.02477677831756444,0.013607392868359238,0.075,0.06846531968814576,2.0778318199969363,0.04597332731761077,0.004511459998320788,0.00029078872700156636,0.12850341861396092,0.007978685146915075
ketone,RGB_HSV_combined,SVR,patch,0.11894089205479438,0.02427831635469029,0.3163934831453452,0.10098444257488438,0.990541416657161,0.005747439503043109,0.9616610533258951,0.006797487062510892,0.011894089205479439,0.002427831635469029,0.03163934831453452,0.010098444257488438,0.039473987770071016,0.003973601384960605,0.12607583040029074,0.023287953475075604,0.12888157894736843,0.013627317206193859,2.0778318199969363,0.04597332731761077,0.004511459998320788,0.00029078872700156636,0.12850341861396092,0.007978685146915075
ketone,RGB_primary,ElasticNet,concentration_median,0.6155257312765606,0.017430021333906066,1.1345119730879454,0.030710669398328564,0.8874829788958876,0.006080034484386183,0.9796582822450457,0.013119338382209569,0.061552573127656066,0.0017430021333906056,0.11345119730879454,0.0030710669398328495,0.13312755003721458,0.003906707664160408,0.6437614335530553,0.016536519826287493,0.25,0.0,0.24570278000319376,0.007376510778386065,0.0012520599964773282,0.00010944283279579438,0.7196401669682646,0.004181585804143812
ketone,RGB_primary,ElasticNet,patch,0.6855545563967513,0.017621351870022544,1.2370750689581267,0.050391526301358736,0.8661205957769257,0.010933894233450118,0.9346320723304808,0.010235867555632215,0.06855545563967513,0.0017621351870022565,0.12370750689581267,0.005039152630135878,0.16426114640704712,0.004229409763907686,0.7179838995036484,0.015987442817739127,0.2825657894736842,0.023271718626084206,0.24570278000319376,0.007376510778386065,0.0012520599964773282,0.00010944283279579438,0.7196401669682646,0.004181585804143812
ketone,RGB_primary,ExtraTrees,concentration_median,0.008706776498109331,0.004098553782518899,0.013938974610137992,0.0058053833880888864,0.9999806695236971,1.647585111027402e-05,0.9952380952380953,0.010647942749998961,0.0008706776498109331,0.0004098553782518898,0.001393897461013799,0.0005805383388088886,0.007240504147365023,0.0027539452475155318,0.008706776498112795,0.004098553782516494,0.075,0.06846531968814576,2.8894588400027716,0.0707632862675366,0.0076692200032994155,0.0003391374056275451,0.0921537098114323,0.006853704774380816
ketone,RGB_primary,ExtraTrees,patch,0.08651581278148597,0.030728460425641348,0.3217008255454729,0.1528444316387781,0.9893254973583698,0.00907775006151403,0.953094354743814,0.007795493356221625,0.008651581278148596,0.0030728460425641355,0.03217008255454729,0.015284443163877809,0.028620931132724382,0.007984001499461676,0.08651581278148847,0.030728460425640942,0.054276315789473686,0.050076767590915554,2.8894588400027716,0.0707632862675366,0.0076692200032994155,0.0003391374056275451,0.0921537098114323,0.006853704774380816
ketone,RGB_primary,RandomForest,concentration_median,0.010468156579792436,0.0038934783713976133,0.015868154445767592,0.005830203093467309,0.9999756254688992,1.787093079932227e-05,0.9904761904761905,0.01304101327393248,0.0010468156579792436,0.0003893478371397613,0.0015868154445767592,0.0005830203093467309,0.008461296121465458,0.002625097984241314,0.010468156579794479,0.0038934783713964836,0.05,0.06846531968814576,4.703144059999613,0.1530112073428268,0.0073720000014873225,0.0007171309081504078,0.14185198015893377,0.009753177521235746
ketone,RGB_primary,RandomForest,patch,0.13752558435365417,0.03496665957263383,0.5286825060852962,0.18765147103359744,0.973119417447618,0.017487772461892395,0.9448766030699947,0.006563104073202973,0.013752558435365417,0.0034966659572633835,0.05286825060852962,0.018765147103359744,0.04024353180886969,0.00592377031046676,0.13752558435365597,0.03496665957263547,0.042368421052631576,0.058166229457542455,4.703144059999613,0.1530112073428268,0.0073720000014873225,0.0007171309081504078,0.14185198015893377,0.009753177521235746
ketone,RGB_primary,Ridge,concentration_median,0.6119114620543438,0.017349265394226564,1.131832776649036,0.031728728262604484,0.8880090246178571,0.006259239117872887,0.9796582822450457,0.013119338382209569,0.06119114620543438,0.001734926539422655,0.11318327766490359,0.003172872826260449,0.1323024311022493,0.003630532584043205,0.6396839349341269,0.016448240154852942,0.25,0.0,0.12123699999647215,0.006685472328815234,0.0012161400023614987,9.187438451173705e-05,0.7177295362789677,0.004233488937256781
ketone,RGB_primary,Ridge,patch,0.6837539984022307,0.01756336440697185,1.2376809660260195,0.050399219984413976,0.865989539920758,0.010937397213580035,0.9346532768218513,0.010178616416296797,0.06837539984022308,0.0017563364406971817,0.12376809660260195,0.005039921998441398,0.16362169832076368,0.0042643174984271,0.7159748437926978,0.015893012267060167,0.2825657894736842,0.023271718626084206,0.12123699999647215,0.006685472328815234,0.0012161400023614987,9.187438451173705e-05,0.7177295362789677,0.004233488937256781
ketone,RGB_primary,SVR,concentration_median,0.04085453120758045,0.009532218615332017,0.07912183426912338,0.024352896193482673,0.9994116106527853,0.00032589286601018895,0.9857142857142858,0.021295885499997967,0.004085453120758045,0.0009532218615332016,0.007912183426912339,0.0024352896193482673,0.013289255320314206,0.004222073686966772,0.04113832169962977,0.00978548342133158,0.025,0.05590169943749475,1.9292646999965655,0.0535206618539084,0.004443200002424419,0.0003693542828942442,0.15768670583695601,0.005190729602508002
ketone,RGB_primary,SVR,patch,0.15307174975567567,0.02132436312982807,0.36034410483102886,0.07431723240881426,0.9882696055593303,0.004605651709976514,0.9475765457928051,0.006441442954207289,0.015307174975567567,0.0021324363129828065,0.03603441048310288,0.007431723240881426,0.046934053938034584,0.004532848819703019,0.1579624901326771,0.019733706159889387,0.11861842105263158,0.02216870985591856,1.9292646999965655,0.0535206618539084,0.004443200002424419,0.0003693542828942442,0.15768670583695601,0.005190729602508002
