analyte,feature_set,model,evaluation_unit,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_rho_mean,spearman_rho_std,normalized_mae_mean,normalized_mae_std,normalized_rmse_mean,normalized_rmse_std,mean_absolute_log1p_error_mean,mean_absolute_log1p_error_std,unclipped_mae_mean,unclipped_mae_std,clipped_fraction_mean,clipped_fraction_std,fit_seconds_mean,fit_seconds_std,predict_seconds_mean,predict_seconds_std,inner_best_mae_mean,inner_best_mae_std
glucose,HSV_primary,ExtraTrees,concentration_median,0.11805139346064504,0.016335826289282495,0.21074575348471977,0.029726337264654516,0.9989888372689102,0.00028396204607065756,0.9454545454545455,0.0,0.005902569673032252,0.0008167913144641242,0.01053728767423599,0.001486316863232725,0.04968883618514493,0.005661416929285123,0.11805139346064504,0.016335826289282495,0.0,0.0,3.7578399799967883,0.079926615090559,0.008910880004987121,0.00038503707398844994,0.36773652169736243,0.01659205489226182
glucose,HSV_primary,ExtraTrees,patch,0.35221277780639504,0.05005775258870385,0.9174549342097752,0.1179999657063765,0.9808871961167094,0.004803493691236805,0.9150146252775281,0.008345292365695405,0.017610638890319753,0.002502887629435191,0.04587274671048876,0.005899998285318827,0.08129713831426677,0.0052657748336265115,0.35221277780639504,0.05005775258870385,0.0,0.0,3.7578399799967883,0.079926615090559,0.008910880004987121,0.00038503707398844994,0.36773652169736243,0.01659205489226182
glucose,HSV_primary,RandomForest,concentration_median,0.12184072900977486,0.0369243620681118,0.2206409661584114,0.07282204525623588,0.9988139442378763,0.0008194565370025313,0.9454545454545455,0.0,0.006092036450488743,0.00184621810340559,0.01103204830792057,0.0036411022628117934,0.05207885993370798,0.00585973262659403,0.12184072900977486,0.0369243620681118,0.0,0.0,6.0784686800005145,0.12023279543413531,0.00996434000262525,0.003062450841304121,0.3708987739461454,0.014532710806000129
glucose,HSV_primary,RandomForest,patch,0.3432931770427415,0.04057429117200364,0.934311035283218,0.09754310589764517,0.9802667460525807,0.00410751576766733,0.9182246611524445,0.006273953177747094,0.017164658852137075,0.002028714558600182,0.04671555176416091,0.004877155294882261,0.07973575996993518,0.005954458358478587,0.3432931770427415,0.04057429117200364,0.0,0.0,6.0784686800005145,0.12023279543413531,0.00996434000262525,0.003062450841304121,0.3708987739461454,0.014532710806000129
glucose,HSV_primary,Ridge,concentration_median,1.0229637784583114,0.07057982535463517,1.804999947383792,0.0625595523191597,0.9269169269717065,0.005096253283057517,0.9381818181818182,0.00406557814090863,0.051148188922915575,0.003528991267731761,0.09024999736918961,0.0031279776159579857,0.14709572789670872,0.010381423831523956,1.025593386758107,0.07180490050929192,0.09090909090909091,0.0,0.1273185600002762,0.009099709097764086,0.0014010600018082187,0.00042262236644443664,1.081680876893678,0.010532629133673765
glucose,HSV_primary,Ridge,patch,1.0709963600165364,0.03542479887025746,1.865798587968106,0.058308583479165094,0.9219246454489196,0.0049341705157973995,0.9062412151751573,0.005801483138909949,0.053549818000826824,0.001771239943512868,0.0932899293984053,0.0029154291739582564,0.16586078934051804,0.0038444393363192475,1.080205994361269,0.03501758011541243,0.08899521531100478,0.004279555937798636,0.1273185600002762,0.009099709097764086,0.0014010600018082187,0.00042262236644443664,1.081680876893678,0.010532629133673765
glucose,HSV_primary,SVR,concentration_median,0.201302156051615,0.04862490202522366,0.35611959967080054,0.1334261068944587,0.9968387491568809,0.0022339812624273124,0.9400000000000001,0.008131156281817327,0.010065107802580752,0.002431245101261183,0.017805979983540027,0.006671305344722936,0.0651597600383814,0.00520900876537054,0.201302156051615,0.04862490202522366,0.0,0.0,2.9599114000069675,0.10115992971904458,0.00798087999864947,0.0010015712769278235,0.4358094397494591,0.012479022294801929
glucose,HSV_primary,SVR,patch,0.42146074430031416,0.035407879586547515,0.927367960236635,0.07033177370323712,0.9806383125051081,0.002958463542511074,0.9137478346388608,0.00840052772009751,0.02107303721501571,0.001770393979327375,0.04636839801183175,0.0035165886851618554,0.09314775997550033,0.005250444265946386,0.43786278589601135,0.035520692905339164,0.04526315789473684,0.016476290360524764,2.9599114000069675,0.10115992971904458,0.00798087999864947,0.0010015712769278235,0.4358094397494591,0.012479022294801929
glucose,RGB_HSV_combined,ElasticNet,concentration_median,0.9251594581671391,0.040765366949502606,1.6117851801898824,0.05782035191044214,0.9417217555190154,0.004138361256880922,0.9358795485979734,0.0010824531510988437,0.04625797290835696,0.002038268347475131,0.0805892590094941,0.002891017595522106,0.1364755598864814,0.004913025058081639,0.9279582641711075,0.04246153219526542,0.09090909090909091,0.0642824346533225,0.37915420000208544,0.03132394946529406,0.0015814799960935488,0.0004238475140136634,0.9969417041162,0.01065676954494601
glucose,RGB_HSV_combined,ElasticNet,patch,0.9857001454479601,0.03750762563115426,1.7207333985748428,0.05115123301197634,0.9335982783181361,0.003927975169562935,0.9011822329048366,0.008409393970172326,0.049285007272398006,0.0018753812815577129,0.08603666992874212,0.0025575616505988147,0.1548672545041761,0.003822544572805204,0.995112568602249,0.03738481563720733,0.09478468899521532,0.010323735743404156,0.37915420000208544,0.03132394946529406,0.0015814799960935488,0.0004238475140136634,0.9969417041162,0.01065676954494601
