analyte,feature_set,model,folds,mae_mean,mae_std,rmse_mean,r2_mean,rgb_mae_reference,mae_change_vs_rgb,normalized_mae_percent
glucose,HSV_primary,ExtraTrees,5,0.35221277780639504,0.05005775258870381,0.9174549342097752,0.9808871961167096,0.5289809298126166,-0.17676815200622154,1.7610638890319752
glucose,RGB_primary,ExtraTrees,5,0.5289809298126166,0.03386998339471472,1.1724214371931925,0.9689489875745917,0.5289809298126166,0.0,2.6449046490630828
glucose,Chromaticity_secondary,ExtraTrees,5,0.5725219640532294,0.05882091988333059,1.3344811264391794,0.9600076923089563,0.5289809298126166,0.04354103424061284,2.862609820266147
glucose,Background_adjusted_secondary,ExtraTrees,5,1.015019980662694,0.05680213642463851,2.077912286652807,0.9024509640960355,0.5289809298126166,0.4860390508500775,5.07509990331347
ketone,HSV_primary,ExtraTrees,5,0.04481531141051666,0.016951116755166796,0.2606684213399944,0.992834522611569,0.08651581278148592,-0.041700501370969256,0.44815311410516656
ketone,Chromaticity_secondary,ExtraTrees,5,0.06249471246483078,0.028750999490631098,0.2639290456014043,0.992195661718853,0.08651581278148592,-0.024021100316655136,0.6249471246483078
ketone,RGB_primary,ExtraTrees,5,0.08651581278148592,0.030728460425641358,0.32170082554547286,0.9893254973583698,0.08651581278148592,0.0,0.8651581278148592
ketone,Background_adjusted_secondary,ExtraTrees,5,0.14596249189736712,0.046948873325132305,0.5058462600338751,0.9760710143342358,0.08651581278148592,0.05944667911588121,1.4596249189736712
