analyte,outer_fold,architecture,representation,target_transform,selected_target,epoch,training_loss,validation_mae,learning_rate
glucose,2,tiny,rgb,raw,1,46,0.02993725101156757,0.6593737345806785,0.0005
glucose,2,tiny,rgb,raw,1,47,0.03388541286752938,0.6646767372951102,0.0005
glucose,2,tiny,rgb,raw,1,48,0.031116819256242094,0.856367593895143,0.0005
glucose,2,tiny,rgb,raw,1,49,0.03570629352073556,0.4654999848608799,0.0005
glucose,2,tiny,rgb,raw,1,50,0.03284052167026723,0.7947573974049956,0.0005
glucose,2,tiny,rgb,raw,1,51,0.03671756172177955,0.5369634779050017,0.0005
glucose,2,tiny,rgb,raw,1,52,0.03465988980009375,0.6650794986478228,0.0005
glucose,2,tiny,rgb,raw,1,53,0.0335886279057195,0.4977938457788324,0.0005
glucose,2,tiny,rgb,raw,1,54,0.03497419438578866,1.042436476039299,0.0005
glucose,2,tiny,rgb,raw,1,55,0.033133434117861904,0.47682504843455825,0.0005
glucose,2,tiny,rgb,raw,1,56,0.03225163518605218,0.5057920741326106,0.0005
glucose,2,tiny,rgb,raw,1,57,0.030578328893365873,0.6643003281999761,0.00025
glucose,2,tiny,rgb,raw,1,58,0.03144233950293011,0.9702038499651434,0.00025
glucose,2,tiny,rgb,raw,1,59,0.02925270461600868,0.5936319565841172,0.00025
glucose,2,tiny,rgb,raw,1,60,0.02953448386976687,0.5331037424087651,0.00025
glucose,2,tiny,rgb,raw,1,61,0.03203023690313945,0.6248519424261263,0.00025
glucose,2,tiny,rgb,raw,1,62,0.03318605226660272,0.4435771183938313,0.00025
glucose,2,tiny,rgb,raw,1,63,0.031743291815418066,0.4877490169948721,0.00025
glucose,2,tiny,rgb,raw,1,64,0.03155596938744831,0.5180692538420666,0.00025
glucose,2,tiny,rgb,raw,1,65,0.02916833712273845,0.5897736892496738,0.00025
glucose,2,tiny,rgb,raw,1,66,0.02839985691932559,0.7097020846018846,0.00025
glucose,2,tiny,rgb,raw,1,67,0.03192054959438775,0.8263766820359286,0.00025
glucose,2,tiny,rgb,raw,1,68,0.029217591423169334,0.6367718204506758,0.00025
glucose,2,tiny,rgb,raw,1,69,0.030160775011191604,0.9771751444666689,0.00025
glucose,2,tiny,rgb,raw,1,70,0.03170887560440691,0.7224211104311286,0.000125
glucose,2,tiny,rgb,raw,1,71,0.028203577147422,0.47373462239212755,0.000125
glucose,2,tiny,rgb,raw,1,72,0.022571183457948413,0.4782529547903485,0.000125
glucose,2,tiny,rgb,raw,1,73,0.026533719135556598,0.4631996631317443,0.000125
glucose,2,tiny,rgb,raw,1,74,0.028904205485179066,0.6176012133228178,0.000125
glucose,2,tiny,rgb,raw,1,75,0.026627687998282572,0.4997406267459492,0.000125
glucose,2,tiny,rgb,raw,1,76,0.028212723215339613,0.45807844932019,0.000125
glucose,2,tiny,rgb,raw,1,77,0.02843912569292434,0.47520640556628524,6.25e-05
glucose,2,tiny,g,raw,1,1,0.7499890360764704,5.673733050936917,0.001
glucose,2,tiny,g,raw,1,2,0.33180095732833875,4.96029084340156,0.001
glucose,2,tiny,g,raw,1,3,0.26440413342858216,4.37230689138711,0.001
glucose,2,tiny,g,raw,1,4,0.2372961113154444,3.4413325563844834,0.001
glucose,2,tiny,g,raw,1,5,0.24717470228494368,3.0986484643723573,0.001
glucose,2,tiny,g,raw,1,6,0.2476078313615745,2.9427297759038655,0.001
glucose,2,tiny,g,raw,1,7,0.23873237343907533,2.619546671137149,0.001
glucose,2,tiny,g,raw,1,8,0.2324784303919569,2.5264408561884584,0.001
glucose,2,tiny,g,raw,1,9,0.239942297939039,2.54214569560683,0.001
glucose,2,tiny,g,raw,1,10,0.2344132318493151,2.4257153149569963,0.001
glucose,2,tiny,g,raw,1,11,0.232518584491066,2.543898692379865,0.001
glucose,2,tiny,g,raw,1,12,0.2339523317383938,2.3215753397409298,0.001
glucose,2,tiny,g,raw,1,13,0.22605535301384022,2.3662132299319123,0.001
glucose,2,tiny,g,raw,1,14,0.22828220852529948,2.322898608671589,0.001
glucose,2,tiny,g,raw,1,15,0.22994546461211943,2.5244880368978704,0.001
glucose,2,tiny,g,raw,1,16,0.22359320252645212,2.35258921238535,0.001
glucose,2,tiny,g,raw,1,17,0.23349325005770086,2.505242206744406,0.001
glucose,2,tiny,g,raw,1,18,0.24393312739633058,2.3896015203198275,0.001
glucose,2,tiny,g,raw,1,19,0.23183580673398274,2.5786507447753295,0.001
glucose,2,tiny,g,raw,1,20,0.220177215919587,2.3525695243070093,0.0005
glucose,2,tiny,g,raw,1,21,0.22323024970230865,2.404926247980336,0.0005
glucose,2,tiny,g,raw,1,22,0.22248734014133761,2.2747909359763305,0.0005
glucose,2,tiny,g,raw,1,23,0.22669680603126122,2.2712409406350655,0.0005
glucose,2,tiny,g,raw,1,24,0.2212182128393881,2.3454360349841776,0.0005
glucose,2,tiny,g,raw,1,25,0.22403848572077587,2.3058517074188543,0.0005
glucose,2,tiny,g,raw,1,26,0.21664422808212247,2.304254074737522,0.0005
glucose,2,tiny,g,raw,1,27,0.21759849455868258,2.312547657562154,0.0005
glucose,2,tiny,g,raw,1,28,0.21922899807085755,2.324959158727415,0.0005
glucose,2,tiny,g,raw,1,29,0.2184953286510999,2.229571056490468,0.0005
glucose,2,tiny,g,raw,1,30,0.21053894577012155,2.252312185661402,0.0005
glucose,2,tiny,g,raw,1,31,0.20889858055399002,2.3143944956590725,0.0005
glucose,2,tiny,g,raw,1,32,0.21563088694023838,2.3327997315417304,0.0005
glucose,2,tiny,g,raw,1,33,0.21763682940588977,2.320519777960429,0.0005
glucose,2,tiny,g,raw,1,34,0.2143704498133965,2.2065693364213996,0.0005
glucose,2,tiny,g,raw,1,35,0.20783913122204128,2.3919318320340577,0.0005
glucose,2,tiny,g,raw,1,36,0.21036941443754556,2.2049089402218054,0.0005
glucose,2,tiny,g,raw,1,37,0.21521361471999065,2.22061607770693,0.0005
glucose,2,tiny,g,raw,1,38,0.20691942702284868,2.3254441374436796,0.0005
glucose,2,tiny,g,raw,1,39,0.20984716153802174,2.5791264293222578,0.0005
glucose,2,tiny,g,raw,1,40,0.20886398349984392,2.250216014565567,0.0005
glucose,2,tiny,g,raw,1,41,0.206584932063269,2.5888246723563513,0.0005
glucose,2,tiny,g,raw,1,42,0.2044402360249916,2.289117251101732,0.0005
glucose,2,tiny,g,raw,1,43,0.20908012559801206,2.306173611564019,0.0005
glucose,2,tiny,g,raw,1,44,0.20267983520439592,2.280525094453151,0.00025
glucose,2,tiny,g,raw,1,45,0.1957065016697487,2.2112032632494762,0.00025
glucose,2,tiny,g,raw,1,46,0.19325776158342062,2.1204635926860065,0.00025
glucose,2,tiny,g,raw,1,47,0.19281822107676777,2.2601257935231756,0.00025
glucose,2,tiny,g,raw,1,48,0.19111044810399214,2.2721606413965314,0.00025
glucose,2,tiny,g,raw,1,49,0.19769680793168115,2.0926319781920615,0.00025
glucose,2,tiny,g,raw,1,50,0.19165919974290846,2.301472264833306,0.00025
glucose,2,tiny,g,raw,1,51,0.1895779671061412,2.3328146306679276,0.00025
glucose,2,tiny,g,raw,1,52,0.19185587208601473,2.2801831315896046,0.00025
glucose,2,tiny,g,raw,1,53,0.19499705483145935,2.1739659057610723,0.00025
glucose,2,tiny,g,raw,1,54,0.19411817119746913,2.2188487821160687,0.00025
glucose,2,tiny,g,raw,1,55,0.18965161663942295,2.2237507703771255,0.00025
glucose,2,tiny,g,raw,1,56,0.1848626733048307,2.1130395123921937,0.00025
glucose,2,tiny,g,raw,1,57,0.19624363416708707,2.2033837481549696,0.000125
glucose,2,tiny,g,raw,1,58,0.1794301241458617,2.313524122552208,0.000125
glucose,2,tiny,g,raw,1,59,0.18874053677041555,2.1011078303024586,0.000125
glucose,2,tiny,g,raw,1,60,0.18757812203575708,2.118578693312155,0.000125
glucose,2,tiny,g,raw,1,61,0.1936436646830307,2.317749941939838,0.000125
glucose,2,tiny,g,raw,1,62,0.19115854420001036,2.4708910212697437,0.000125
glucose,2,tiny,g,raw,1,63,0.18775937507475898,2.134638076782274,0.000125
glucose,2,tiny,g,raw,1,64,0.18662867332002267,2.0956807305630814,6.25e-05
glucose,2,tiny,hue_circular,raw,1,1,0.7316372411439387,5.771709912815175,0.001
glucose,2,tiny,hue_circular,raw,1,2,0.18303952562649098,5.652534151257343,0.001
glucose,2,tiny,hue_circular,raw,1,3,0.13811964271853827,5.52809746726783,0.001
glucose,2,tiny,hue_circular,raw,1,4,0.13517338541598684,5.269804360919,0.001
glucose,2,tiny,hue_circular,raw,1,5,0.1333815362165653,4.810851953158614,0.001
glucose,2,tiny,hue_circular,raw,1,6,0.09806059802786604,4.473711473405974,0.001
glucose,2,tiny,hue_circular,raw,1,7,0.07624479332153204,3.5800057089165302,0.001
glucose,2,tiny,hue_circular,raw,1,8,0.07132263291743758,2.957131431625463,0.001
glucose,2,tiny,hue_circular,raw,1,9,0.058697681213366826,2.088600174667118,0.001
glucose,2,tiny,hue_circular,raw,1,10,0.052852857458209494,1.6855474693658126,0.001
glucose,2,tiny,hue_circular,raw,1,11,0.05052023882881895,1.0161707579339667,0.001
glucose,2,tiny,hue_circular,raw,1,12,0.0656706506577938,1.446345073680566,0.001
glucose,2,tiny,hue_circular,raw,1,13,0.05489122988614524,1.2824974581842263,0.001
glucose,2,tiny,hue_circular,raw,1,14,0.052464165654027874,0.7061240959269917,0.001
glucose,2,tiny,hue_circular,raw,1,15,0.046730415465312994,1.0750968888377794,0.001
glucose,2,tiny,hue_circular,raw,1,16,0.04942974966746684,1.091638856631419,0.001
glucose,2,tiny,hue_circular,raw,1,17,0.049296002324265266,1.8452715826142445,0.001
glucose,2,tiny,hue_circular,raw,1,18,0.04747624070440515,2.0068261866128805,0.001
glucose,2,tiny,hue_circular,raw,1,19,0.05025955527776577,0.9111621643390535,0.001
glucose,2,tiny,hue_circular,raw,1,20,0.04730913105758043,1.0300744211836883,0.001
glucose,2,tiny,hue_circular,raw,1,21,0.04757657170784278,1.7482586260711783,0.001
glucose,2,tiny,hue_circular,raw,1,22,0.052267335310867045,0.7838436211044674,0.0005
glucose,2,tiny,hue_circular,raw,1,23,0.04288715260705721,1.2451958912343877,0.0005
glucose,2,tiny,hue_circular,raw,1,24,0.05189491979411391,0.7595256975918828,0.0005
glucose,2,tiny,hue_circular,raw,1,25,0.0436745631590419,0.6549014320059411,0.0005
glucose,2,tiny,hue_circular,raw,1,26,0.04679757614804629,0.6321797263947502,0.0005
glucose,2,tiny,hue_circular,raw,1,27,0.04542831918877035,0.680102189499619,0.0005
glucose,2,tiny,hue_circular,raw,1,28,0.039919858845575376,0.6544490664284389,0.0005
glucose,2,tiny,hue_circular,raw,1,29,0.03949325335185681,0.7125779095868917,0.0005
glucose,2,tiny,hue_circular,raw,1,30,0.03779833276940707,0.6706581725031449,0.0005
glucose,2,tiny,hue_circular,raw,1,31,0.04177467933621385,0.8380099528988616,0.0005
glucose,2,tiny,hue_circular,raw,1,32,0.0510705781853501,0.6713207624187284,0.0005
glucose,2,tiny,hue_circular,raw,1,33,0.04802494459464902,0.6245721697338993,0.0005
glucose,2,tiny,hue_circular,raw,1,34,0.043082173042077065,0.591253462789813,0.0005
glucose,2,tiny,hue_circular,raw,1,35,0.03794676968175501,0.8191712065111209,0.0005
glucose,2,tiny,hue_circular,raw,1,36,0.03701861020616199,0.7272981383345215,0.0005
glucose,2,tiny,hue_circular,raw,1,37,0.044418308523035265,0.7709061952911186,0.0005
glucose,2,tiny,hue_circular,raw,1,38,0.04971191224304823,0.7028328606660206,0.0005
glucose,2,tiny,hue_circular,raw,1,39,0.0426332353712816,0.7583264807846923,0.0005
glucose,2,tiny,hue_circular,raw,1,40,0.0373770107449922,0.6997142586617692,0.0005
glucose,2,tiny,hue_circular,raw,1,41,0.047261305086747724,0.6024356522632194,0.0005
glucose,2,tiny,hue_circular,raw,1,42,0.04121063417587124,0.6434568610725304,0.00025
glucose,2,tiny,hue_circular,raw,1,43,0.03600931652001315,0.6129570458451263,0.00025
glucose,2,tiny,hue_circular,raw,1,44,0.04165781685185859,0.8504617019667855,0.00025
glucose,2,tiny,hue_circular,raw,1,45,0.03685394941583476,0.8721252810580231,0.00025
glucose,2,tiny,hue_circular,raw,1,46,0.03888064598728488,0.6685001910141102,0.00025
glucose,2,tiny,hue_circular,raw,1,47,0.04151499262509865,0.6023382913121579,0.00025
glucose,2,tiny,hue_circular,raw,1,48,0.03705794505230894,0.7373238437403085,0.00025
glucose,2,tiny,hue_circular,raw,1,49,0.03900553762424187,0.6466474477045504,0.000125
glucose,2,lite,rgb,raw,1,1,0.4782379720187933,5.533580780079713,0.001
glucose,2,lite,rgb,raw,1,2,0.34674326113901266,5.851872378612574,0.001
glucose,2,lite,rgb,raw,1,3,0.25458523448995257,6.419526140647616,0.001
glucose,2,lite,rgb,raw,1,4,0.1812603839308068,7.086159837838289,0.001
glucose,2,lite,rgb,raw,1,5,0.14206692505344726,7.334458697335123,0.001
glucose,2,lite,rgb,raw,1,6,0.12540750336540438,6.726147346179349,0.001
glucose,2,lite,rgb,raw,1,7,0.1147898755379121,5.183411451703927,0.001
glucose,2,lite,rgb,raw,1,8,0.10703334671996212,3.517623933502571,0.001
glucose,2,lite,rgb,raw,1,9,0.10039718650092666,2.273072538981052,0.001
glucose,2,lite,rgb,raw,1,10,0.09220540384732842,1.697296468860705,0.001
glucose,2,lite,rgb,raw,1,11,0.08185881306313189,1.2297584431047552,0.001
glucose,2,lite,rgb,raw,1,12,0.06826680040350615,0.9405029361655476,0.001
glucose,2,lite,rgb,raw,1,13,0.0645716919517908,0.7285469379159593,0.001
glucose,2,lite,rgb,raw,1,14,0.07059683503052872,0.747079673133907,0.001
glucose,2,lite,rgb,raw,1,15,0.06670512295648699,0.8116335881182106,0.001
glucose,2,lite,rgb,raw,1,16,0.0528827281238514,0.757830832958269,0.001
glucose,2,lite,rgb,raw,1,17,0.06507643797447359,0.7596814533924611,0.001
glucose,2,lite,rgb,raw,1,18,0.04663205336662767,0.5639923450294999,0.001
glucose,2,lite,rgb,raw,1,19,0.05084709893640036,0.5421904940025383,0.001
glucose,2,lite,rgb,raw,1,20,0.05215121801781583,0.5989762526446474,0.001
glucose,2,lite,rgb,raw,1,21,0.048709782587167225,0.6214814381624462,0.001
glucose,2,lite,rgb,raw,1,22,0.05017231048352672,0.5430962814064941,0.001
glucose,2,lite,rgb,raw,1,23,0.05137966683164972,0.5810224067870687,0.001
glucose,2,lite,rgb,raw,1,24,0.05775703349873845,0.7140357106693064,0.001
glucose,2,lite,rgb,raw,1,25,0.04573966251289258,0.693951608065797,0.001
glucose,2,lite,rgb,raw,1,26,0.0442717076791381,0.6600794071314813,0.001
glucose,2,lite,rgb,raw,1,27,0.046061333518714026,0.5661780323122971,0.0005
glucose,2,lite,rgb,raw,1,28,0.04650573172619019,0.5572232640873422,0.0005
glucose,2,lite,rgb,raw,1,29,0.04514662898943694,0.6177410094333522,0.0005
glucose,2,lite,rgb,raw,1,30,0.04625882463732348,0.6979157185510705,0.0005
glucose,2,lite,rgb,raw,1,31,0.04608373108546176,0.6856035828478254,0.0005
glucose,2,lite,rgb,raw,1,32,0.04213208513092888,0.6389474951805695,0.0005
glucose,2,lite,rgb,raw,1,33,0.05285835894582524,0.6551871840798651,0.0005
glucose,2,lite,rgb,raw,1,34,0.04170945261212291,0.6622211690438357,0.00025
glucose,3,tiny,rgb,raw,1,1,0.8237047668452057,5.869809552715837,0.001
glucose,3,tiny,rgb,raw,1,2,0.3029198211502567,5.215585332726589,0.001
glucose,3,tiny,rgb,raw,1,3,0.14570706991698099,4.700506082707804,0.001
glucose,3,tiny,rgb,raw,1,4,0.13669189183393995,3.8624774153239145,0.001
glucose,3,tiny,rgb,raw,1,5,0.12345783270329193,3.0505680717320605,0.001
glucose,3,tiny,rgb,raw,1,6,0.11352695214899393,2.612803696270728,0.001
glucose,3,tiny,rgb,raw,1,7,0.09964694707875102,2.040504192189197,0.001
glucose,3,tiny,rgb,raw,1,8,0.0864161514800636,2.265171355196249,0.001
glucose,3,tiny,rgb,raw,1,9,0.05789044489403951,1.4532684876296778,0.001
glucose,3,tiny,rgb,raw,1,10,0.05765307817924573,1.0951138642328084,0.001
glucose,3,tiny,rgb,raw,1,11,0.04391712896892282,1.3066731759720998,0.001
glucose,3,tiny,rgb,raw,1,12,0.05720331537608063,1.086265844066241,0.001
glucose,3,tiny,rgb,raw,1,13,0.049690862348644636,0.7650992492120223,0.001
glucose,3,tiny,rgb,raw,1,14,0.045289873499451024,0.7040309362236641,0.001
glucose,3,tiny,rgb,raw,1,15,0.04495196363121138,1.2178543310140186,0.001
glucose,3,tiny,rgb,raw,1,16,0.05187254813229096,0.6391498265170727,0.001
glucose,3,tiny,rgb,raw,1,17,0.044254231415189325,1.0782592109112072,0.001
glucose,3,tiny,rgb,raw,1,18,0.055219627977883226,0.9439490263144819,0.001
glucose,3,tiny,rgb,raw,1,19,0.04413764514639729,0.9557176360208403,0.001
glucose,3,tiny,rgb,raw,1,20,0.049971250858818546,1.0755645670307585,0.001
glucose,3,tiny,rgb,raw,1,21,0.07059374074111574,0.8163745570034664,0.001
glucose,3,tiny,rgb,raw,1,22,0.0489898803470387,0.5992498568173191,0.001
glucose,3,tiny,rgb,raw,1,23,0.04003000604169202,0.9994995030943804,0.001
glucose,3,tiny,rgb,raw,1,24,0.04838066834862026,0.8801500953624505,0.001
glucose,3,tiny,rgb,raw,1,25,0.051447247875363034,0.5860321215392447,0.001
glucose,3,tiny,rgb,raw,1,26,0.03447477757131289,0.8008153616457754,0.001
glucose,3,tiny,rgb,raw,1,27,0.039552756819746356,0.6183972033838429,0.001
glucose,3,tiny,rgb,raw,1,28,0.032388063083817815,0.6136726386078446,0.001
glucose,3,tiny,rgb,raw,1,29,0.04379626863737398,0.7546168795524696,0.001
glucose,3,tiny,rgb,raw,1,30,0.03328621860499176,0.6600939472014034,0.001
glucose,3,tiny,rgb,raw,1,31,0.034243602183510045,1.2072808782310933,0.001
glucose,3,tiny,rgb,raw,1,32,0.04202395767506473,0.5587042602416263,0.001
glucose,3,tiny,rgb,raw,1,33,0.03947264443799831,0.8189994091491196,0.001
glucose,3,tiny,rgb,raw,1,34,0.03361390261243246,0.5471778905760112,0.001
glucose,3,tiny,rgb,raw,1,35,0.04149883990516073,1.0761436796684998,0.001
glucose,3,tiny,rgb,raw,1,36,0.04158763412314005,0.727169587499075,0.001
glucose,3,tiny,rgb,raw,1,37,0.03849649011267102,0.837190351835324,0.001
glucose,3,tiny,rgb,raw,1,38,0.04370576902757636,0.5764702488725192,0.001
glucose,3,tiny,rgb,raw,1,39,0.04295095217854184,0.8247371163783748,0.001
glucose,3,tiny,rgb,raw,1,40,0.045606328193903325,1.1112508510020487,0.001
glucose,3,tiny,rgb,raw,1,41,0.041280913431802554,0.7590306617005282,0.001
glucose,3,tiny,rgb,raw,1,42,0.04291850174659233,0.5322406325674751,0.0005
glucose,3,tiny,rgb,raw,1,43,0.03158515912165585,0.5978555221251596,0.0005
glucose,3,tiny,rgb,raw,1,44,0.031406920220031116,0.6785420350937652,0.0005
glucose,3,tiny,rgb,raw,1,45,0.03334939160874188,0.6470493317469371,0.0005
glucose,3,tiny,rgb,raw,1,46,0.028306753506492574,0.6151547411794139,0.0005
glucose,3,tiny,rgb,raw,1,47,0.024892828037237802,0.500391214018583,0.0005
glucose,3,tiny,rgb,raw,1,48,0.026525539386290195,0.6670358419853641,0.0005
glucose,3,tiny,rgb,raw,1,49,0.02735302699993513,0.5113291169237325,0.0005
glucose,3,tiny,rgb,raw,1,50,0.028200017457658596,0.5230756651156986,0.0005
glucose,3,tiny,rgb,raw,1,51,0.02784041396374141,0.5377810842799682,0.0005
glucose,3,tiny,rgb,raw,1,52,0.027207805289319216,0.5744769713957006,0.0005
glucose,3,tiny,rgb,raw,1,53,0.030644467136588076,0.7235227386459343,0.0005
glucose,3,tiny,rgb,raw,1,54,0.026965466384871704,0.49436377427648925,0.0005
glucose,3,tiny,rgb,raw,1,55,0.02787133336244859,0.5481451132723566,0.0005
glucose,3,tiny,rgb,raw,1,56,0.02629916674433895,0.6907165928727801,0.0005
glucose,3,tiny,rgb,raw,1,57,0.029561907186238138,0.5063148256433532,0.0005
glucose,3,tiny,rgb,raw,1,58,0.02714663413915389,0.49482100614733854,0.0005
glucose,3,tiny,rgb,raw,1,59,0.03298378474566247,0.5679871925162723,0.0005
glucose,3,tiny,rgb,raw,1,60,0.028218208738615188,0.608051131295547,0.0005
glucose,3,tiny,rgb,raw,1,61,0.022783322218144882,0.49705051858225296,0.0005
glucose,3,tiny,rgb,raw,1,62,0.024910877723851966,0.5473910042239482,0.00025
glucose,3,tiny,rgb,raw,1,63,0.028374266934243827,0.5101699537341388,0.00025
glucose,3,tiny,rgb,raw,1,64,0.027563168044061847,0.5106582490842962,0.00025
glucose,3,tiny,rgb,raw,1,65,0.02879715095733566,0.4835915927653156,0.00025
glucose,3,tiny,rgb,raw,1,66,0.023600717172326435,0.502965770481834,0.00025
glucose,3,tiny,rgb,raw,1,67,0.023805905344456035,0.5226059607381793,0.00025
glucose,3,tiny,rgb,raw,1,68,0.024929361470632155,0.4916052300639669,0.00025
glucose,3,tiny,rgb,raw,1,69,0.02565982755989769,0.47500257973651805,0.00025
glucose,3,tiny,rgb,raw,1,70,0.026584494442591547,0.48690053245354714,0.00025
glucose,3,tiny,rgb,raw,1,71,0.02682498531574286,0.5371366151373119,0.00025
glucose,3,tiny,rgb,raw,1,72,0.024774945484010723,0.4910969041366809,0.00025
glucose,3,tiny,rgb,raw,1,73,0.02627399253996225,0.5864760708291237,0.00025
glucose,3,tiny,rgb,raw,1,74,0.026047207059785613,0.520379740535196,0.00025
glucose,3,tiny,rgb,raw,1,75,0.030095186278823592,0.47139500424734737,0.00025
glucose,3,tiny,rgb,raw,1,76,0.025475845024011883,0.5600288414761395,0.00025
glucose,3,tiny,rgb,raw,1,77,0.02675147006501917,0.5091834733063415,0.00025
glucose,3,tiny,rgb,raw,1,78,0.026382550543060334,0.5863559438960716,0.00025
glucose,3,tiny,rgb,raw,1,79,0.0249082492678336,0.5212968882230491,0.00025
glucose,3,tiny,rgb,raw,1,80,0.026522296246268888,0.5258656699448472,0.00025
glucose,3,tiny,rgb,raw,1,81,0.02666997033533614,0.6127448938984825,0.00025
glucose,3,tiny,rgb,raw,1,82,0.025290529272795258,0.5431379888180291,0.00025
glucose,3,tiny,rgb,raw,1,83,0.02558338653224058,0.5013765597959655,0.000125
glucose,3,tiny,rgb,raw,1,84,0.025846566297058376,0.5260109683961312,0.000125
glucose,3,tiny,rgb,raw,1,85,0.025329552510345212,0.5176873212618922,0.000125
glucose,3,tiny,rgb,raw,1,86,0.02564924907899738,0.5439295581679914,0.000125
glucose,3,tiny,rgb,raw,1,87,0.023394950884831556,0.5151498548271471,0.000125
glucose,3,tiny,rgb,raw,1,88,0.026156582301912826,0.537718427911022,0.000125
glucose,3,tiny,rgb,raw,1,89,0.023092792598439046,0.4834312936698279,0.000125
glucose,3,tiny,rgb,raw,1,90,0.022066613736988535,0.49389249209444747,6.25e-05
glucose,3,tiny,g,raw,1,1,0.6994772697791968,5.430460228386793,0.001
glucose,3,tiny,g,raw,1,2,0.30942726432832984,4.974587612031512,0.001
glucose,3,tiny,g,raw,1,3,0.26172401537305373,4.348359210692416,0.001
glucose,3,tiny,g,raw,1,4,0.24851400119803524,3.9265714236770677,0.001
glucose,3,tiny,g,raw,1,5,0.24161605188281632,3.4983486561262507,0.001
glucose,3,tiny,g,raw,1,6,0.24544265604232357,3.3642885509144453,0.001
glucose,3,tiny,g,raw,1,7,0.23115754038672867,3.2202565651733934,0.001
glucose,3,tiny,g,raw,1,8,0.2320729163426756,3.011778488086439,0.001
glucose,3,tiny,g,raw,1,9,0.2338781620413287,2.959676201278875,0.001
glucose,3,tiny,g,raw,1,10,0.22890101162225407,2.7957023320906718,0.001
glucose,3,tiny,g,raw,1,11,0.22996006464105426,2.6912237521411053,0.001
glucose,3,tiny,g,raw,1,12,0.23366448423102076,2.615285758746289,0.001
glucose,3,tiny,g,raw,1,13,0.2256728201527176,2.5664385616637158,0.001
glucose,3,tiny,g,raw,1,14,0.23393699311375085,2.6237514988520627,0.001
glucose,3,tiny,g,raw,1,15,0.22445200208224766,2.505519911259656,0.001
glucose,3,tiny,g,raw,1,16,0.23057144791465226,2.5335823607586785,0.001
glucose,3,tiny,g,raw,1,17,0.2230606098644069,2.636146551269985,0.001
glucose,3,tiny,g,raw,1,18,0.23528075853332145,2.671191035456806,0.001
glucose,3,tiny,g,raw,1,19,0.23093403247358546,2.489623853631603,0.001
glucose,3,tiny,g,raw,1,20,0.23952215625703246,2.478163973470712,0.001
glucose,3,tiny,g,raw,1,21,0.2509193815035543,2.487158514843438,0.001
glucose,3,tiny,g,raw,1,22,0.2331943439788861,2.547590848711089,0.001
glucose,3,tiny,g,raw,1,23,0.22870554230918472,2.5237823700775155,0.001
glucose,3,tiny,g,raw,1,24,0.22185131769777233,2.791254634659085,0.001
glucose,3,tiny,g,raw,1,25,0.21881697681106504,2.663425036125808,0.001
glucose,3,tiny,g,raw,1,26,0.21843950581444002,2.5524422704738385,0.001
glucose,3,tiny,g,raw,1,27,0.21669577175387683,2.780780581188211,0.001
glucose,3,tiny,g,raw,1,28,0.21084784519832286,2.750976328142497,0.0005
glucose,3,tiny,g,raw,1,29,0.2087831563814564,2.398571890737267,0.0005
glucose,3,tiny,g,raw,1,30,0.21046529534854405,2.6069560803255167,0.0005
glucose,3,tiny,g,raw,1,31,0.21013859651660777,2.4592780720849534,0.0005
glucose,3,tiny,g,raw,1,32,0.21139172585639443,2.488405596527319,0.0005
glucose,3,tiny,g,raw,1,33,0.20326783804531068,2.4553728243377684,0.0005
glucose,3,tiny,g,raw,1,34,0.18980639218040443,3.20555234875323,0.0005
glucose,3,tiny,g,raw,1,35,0.20384548180327153,2.4657251700554306,0.0005
glucose,3,tiny,g,raw,1,36,0.21145582534428325,2.8596747146905237,0.0005
glucose,3,tiny,g,raw,1,37,0.19753044135257847,2.3982077159831867,0.00025
glucose,3,tiny,g,raw,1,38,0.201172462429979,2.3174315873944233,0.00025
glucose,3,tiny,g,raw,1,39,0.19598331401227306,2.649803304449283,0.00025
glucose,3,tiny,g,raw,1,40,0.19918309816127386,2.3240215493837044,0.00025
glucose,3,tiny,g,raw,1,41,0.1924745175104738,2.346523802562676,0.00025
glucose,3,tiny,g,raw,1,42,0.18940158878992994,2.5120053011997636,0.00025
glucose,3,tiny,g,raw,1,43,0.19279617779567593,2.3059518652042414,0.00025
glucose,3,tiny,g,raw,1,44,0.18559296469130565,2.556306411387507,0.00025
glucose,3,tiny,g,raw,1,45,0.19052609964516765,2.2510699269027334,0.00025
glucose,3,tiny,g,raw,1,46,0.18072634357986792,2.385289273358667,0.00025
glucose,3,tiny,g,raw,1,47,0.17521499457107037,2.4496916627599563,0.00025
glucose,3,tiny,g,raw,1,48,0.18856608518989182,2.2520396328634193,0.00025
glucose,3,tiny,g,raw,1,49,0.18057640267733135,2.3859905535120616,0.00025
glucose,3,tiny,g,raw,1,50,0.18310998402391568,2.2469200935958593,0.00025
glucose,3,tiny,g,raw,1,51,0.1894971643936794,2.4459137709580236,0.00025
glucose,3,tiny,g,raw,1,52,0.1840220990017523,2.200200805205826,0.00025
glucose,3,tiny,g,raw,1,53,0.18145626836668716,2.456504104973581,0.00025
glucose,3,tiny,g,raw,1,54,0.17277894780905875,2.267842510797522,0.00025
glucose,3,tiny,g,raw,1,55,0.1757904376873494,2.281853565121675,0.00025
glucose,3,tiny,g,raw,1,56,0.17093173033611964,2.4605773562833004,0.00025
glucose,3,tiny,g,raw,1,57,0.18422653336194517,2.5897421081260634,0.00025
