analyte,outer_fold,architecture,representation,target_transform,selected_target,epoch,training_loss,validation_mae,learning_rate
glucose,3,tiny,g,raw,1,58,0.18530209713383688,2.399353197732263,0.00025
glucose,3,tiny,g,raw,1,59,0.1753322662211033,2.2207211576389914,0.00025
glucose,3,tiny,g,raw,1,60,0.17524973868257776,2.266449070754442,0.000125
glucose,3,tiny,g,raw,1,61,0.17589782189505643,2.2398236037405295,0.000125
glucose,3,tiny,g,raw,1,62,0.1715418251589407,2.234169348176251,0.000125
glucose,3,tiny,g,raw,1,63,0.16590600108780557,2.2898247987852263,0.000125
glucose,3,tiny,g,raw,1,64,0.17107691472582243,2.252524184338782,0.000125
glucose,3,tiny,g,raw,1,65,0.1759281415608885,2.223758998920047,0.000125
glucose,3,tiny,g,raw,1,66,0.16302551597845358,2.266639931606513,0.000125
glucose,3,tiny,g,raw,1,67,0.16605111610161033,2.2403938266171624,6.25e-05
glucose,3,tiny,hue_circular,raw,1,1,0.7496240789240057,5.877393991307349,0.001
glucose,3,tiny,hue_circular,raw,1,2,0.19928796256263637,5.533866876037579,0.001
glucose,3,tiny,hue_circular,raw,1,3,0.15465968714030418,5.371882558930081,0.001
glucose,3,tiny,hue_circular,raw,1,4,0.14867958614128002,5.190100792458876,0.001
glucose,3,tiny,hue_circular,raw,1,5,0.124767370311052,4.981830203812493,0.001
glucose,3,tiny,hue_circular,raw,1,6,0.11816763180556489,4.736304308302896,0.001
glucose,3,tiny,hue_circular,raw,1,7,0.109088758187127,4.313899449488545,0.001
glucose,3,tiny,hue_circular,raw,1,8,0.08496915074911984,3.4383020890370046,0.001
glucose,3,tiny,hue_circular,raw,1,9,0.06637847523486738,3.0287680107788613,0.001
glucose,3,tiny,hue_circular,raw,1,10,0.05869578462421628,2.6551420571938453,0.001
glucose,3,tiny,hue_circular,raw,1,11,0.05209756023826524,2.4949660714287827,0.001
glucose,3,tiny,hue_circular,raw,1,12,0.052823554296962554,1.3667933586597225,0.001
glucose,3,tiny,hue_circular,raw,1,13,0.06599798987323943,0.8000315866653214,0.001
glucose,3,tiny,hue_circular,raw,1,14,0.04659020158999368,0.8921179379209132,0.001
glucose,3,tiny,hue_circular,raw,1,15,0.04214018081965816,1.526043997561527,0.001
glucose,3,tiny,hue_circular,raw,1,16,0.05595527084102929,1.0305648656207778,0.001
glucose,3,tiny,hue_circular,raw,1,17,0.04640562523672726,0.7557514753575165,0.001
glucose,3,tiny,hue_circular,raw,1,18,0.05530056107828141,1.2261359290346077,0.001
glucose,3,tiny,hue_circular,raw,1,19,0.0460759713557367,0.8406995399696302,0.001
glucose,3,tiny,hue_circular,raw,1,20,0.05597510953307507,0.7617434803740649,0.001
glucose,3,tiny,hue_circular,raw,1,21,0.04869047268925321,0.7633357094659586,0.001
glucose,3,tiny,hue_circular,raw,1,22,0.03994162244397464,0.9225208495811491,0.001
glucose,3,tiny,hue_circular,raw,1,23,0.035687825929834306,0.6955414873726575,0.001
glucose,3,tiny,hue_circular,raw,1,24,0.043114792355704055,0.6850749340041085,0.001
glucose,3,tiny,hue_circular,raw,1,25,0.038883923712545995,0.6220742963380519,0.001
glucose,3,tiny,hue_circular,raw,1,26,0.04330307824867493,0.9098130737740951,0.001
glucose,3,tiny,hue_circular,raw,1,27,0.04538029920859415,0.6328255048395739,0.001
glucose,3,tiny,hue_circular,raw,1,28,0.041262140591946696,0.7795571702315823,0.001
glucose,3,tiny,hue_circular,raw,1,29,0.04229990200274215,0.9860761056978172,0.001
glucose,3,tiny,hue_circular,raw,1,30,0.04185957519334759,0.6717604923810773,0.001
glucose,3,tiny,hue_circular,raw,1,31,0.0430836445484005,0.7672327195904244,0.001
glucose,3,tiny,hue_circular,raw,1,32,0.057179768199181594,0.9488417016815611,0.001
glucose,3,tiny,hue_circular,raw,1,33,0.045598092182204904,0.7330382789949271,0.0005
glucose,3,tiny,hue_circular,raw,1,34,0.037660832898538624,0.6307660166457177,0.0005
glucose,3,tiny,hue_circular,raw,1,35,0.04126607389057447,0.8067436742450783,0.0005
glucose,3,tiny,hue_circular,raw,1,36,0.04278261753579188,0.8379127836968646,0.0005
glucose,3,tiny,hue_circular,raw,1,37,0.03617344723373163,0.632226062733919,0.0005
glucose,3,tiny,hue_circular,raw,1,38,0.04208731822303084,0.705486899200789,0.0005
glucose,3,tiny,hue_circular,raw,1,39,0.04442926106527559,0.636357122809084,0.0005
glucose,3,tiny,hue_circular,raw,1,40,0.048994986282109146,0.6233274222341895,0.00025
glucose,3,lite,rgb,raw,1,1,0.6117588135950967,5.542141072292691,0.001
glucose,3,lite,rgb,raw,1,2,0.471671931834228,5.163728159993353,0.001
glucose,3,lite,rgb,raw,1,3,0.3562884198393445,4.750356155872655,0.001
glucose,3,lite,rgb,raw,1,4,0.2516225424946332,4.708263356038266,0.001
glucose,3,lite,rgb,raw,1,5,0.16389152252194422,4.643717534140841,0.001
glucose,3,lite,rgb,raw,1,6,0.11633764349490448,3.9454518048175866,0.001
glucose,3,lite,rgb,raw,1,7,0.09195335962200307,2.9801432666444727,0.001
glucose,3,lite,rgb,raw,1,8,0.09473951610607469,2.006889363769173,0.001
glucose,3,lite,rgb,raw,1,9,0.0898596361923502,1.459399518281451,0.001
glucose,3,lite,rgb,raw,1,10,0.06409310437350266,1.2136796177057145,0.001
glucose,3,lite,rgb,raw,1,11,0.06180446292932982,1.0227063870070814,0.001
glucose,3,lite,rgb,raw,1,12,0.052457956611088596,0.8816634178220977,0.001
glucose,3,lite,rgb,raw,1,13,0.059786590351966026,0.7889808810005126,0.001
glucose,3,lite,rgb,raw,1,14,0.05265602891384756,0.7297830397807882,0.001
glucose,3,lite,rgb,raw,1,15,0.05086606163559301,0.7759105209938603,0.001
glucose,3,lite,rgb,raw,1,16,0.05661960410290077,0.7749952190313981,0.001
glucose,3,lite,rgb,raw,1,17,0.055819470185547754,0.6964606372222983,0.001
glucose,3,lite,rgb,raw,1,18,0.05435748835234457,0.7151659719919545,0.001
glucose,3,lite,rgb,raw,1,19,0.04739874804006604,0.7082835814762072,0.001
glucose,3,lite,rgb,raw,1,20,0.0517878581932156,0.7813089564011091,0.001
glucose,3,lite,rgb,raw,1,21,0.05189987967115579,0.7384178316185526,0.001
glucose,3,lite,rgb,raw,1,22,0.04386310744059068,0.7186864032087135,0.001
glucose,3,lite,rgb,raw,1,23,0.05181082006094175,0.7074892669547939,0.001
glucose,3,lite,rgb,raw,1,24,0.038702543322468835,0.6823325097804912,0.001
glucose,3,lite,rgb,raw,1,25,0.039471469097805446,0.6471170731704498,0.001
glucose,3,lite,rgb,raw,1,26,0.03887825324887135,0.6686590689309021,0.001
glucose,3,lite,rgb,raw,1,27,0.053699713372438035,0.6364562779741352,0.001
glucose,3,lite,rgb,raw,1,28,0.04229131936138682,0.7917566726519052,0.001
glucose,3,lite,rgb,raw,1,29,0.04011329660961063,0.6514515236522096,0.001
glucose,3,lite,rgb,raw,1,30,0.03935243886647032,0.6193917374090523,0.001
glucose,3,lite,rgb,raw,1,31,0.04512447899349045,0.6141792418531721,0.001
glucose,3,lite,rgb,raw,1,32,0.0429812401599749,0.6217802464904,0.001
glucose,3,lite,rgb,raw,1,33,0.042937030732609474,0.683592770558806,0.001
glucose,3,lite,rgb,raw,1,34,0.04280672244583263,0.6536805646280253,0.001
glucose,3,lite,rgb,raw,1,35,0.039998014270148936,0.661051257933306,0.001
glucose,3,lite,rgb,raw,1,36,0.052267769448758945,0.6195668020547249,0.001
glucose,3,lite,rgb,raw,1,37,0.04380613647612303,0.6192964210650342,0.001
glucose,3,lite,rgb,raw,1,38,0.04223985568066468,0.6126173502079192,0.001
glucose,3,lite,rgb,raw,1,39,0.03584919557885868,0.6960813268964325,0.001
glucose,3,lite,rgb,raw,1,40,0.04292525765215409,0.6301030749326655,0.001
glucose,3,lite,rgb,raw,1,41,0.04004588834219647,0.6452065921874105,0.001
glucose,3,lite,rgb,raw,1,42,0.0355597652839122,0.6209351610091002,0.001
glucose,3,lite,rgb,raw,1,43,0.042322189731720486,0.6109297398781716,0.001
glucose,3,lite,rgb,raw,1,44,0.04422654516734016,0.5788112498133228,0.001
glucose,3,lite,rgb,raw,1,45,0.04351404505530608,0.6236858608104875,0.001
glucose,3,lite,rgb,raw,1,46,0.034412759388123826,0.6267786945507505,0.001
glucose,3,lite,rgb,raw,1,47,0.03702747656362778,0.7205621915661726,0.001
glucose,3,lite,rgb,raw,1,48,0.03957804966434814,0.6466235688492218,0.001
glucose,3,lite,rgb,raw,1,49,0.03530275441939358,0.6750114992809357,0.001
glucose,3,lite,rgb,raw,1,50,0.03712474117291489,0.7252308545909151,0.001
glucose,3,lite,rgb,raw,1,51,0.04206319169409229,0.6573781243974637,0.001
glucose,3,lite,rgb,raw,1,52,0.040594883363044384,0.6524158160995275,0.0005
glucose,3,lite,rgb,raw,1,53,0.03675512127833643,0.6752564058262326,0.0005
glucose,3,lite,rgb,raw,1,54,0.03774910433503803,0.670034440808261,0.0005
glucose,3,lite,rgb,raw,1,55,0.03585819677961921,0.6135848859824322,0.0005
glucose,3,lite,rgb,raw,1,56,0.03200428186736768,0.5982309490612733,0.0005
glucose,3,lite,rgb,raw,1,57,0.0373658629331388,0.5660998174895829,0.0005
glucose,3,lite,rgb,raw,1,58,0.02611112468577533,0.562940366100162,0.0005
glucose,3,lite,rgb,raw,1,59,0.04041064835407517,0.581364007933294,0.0005
glucose,3,lite,rgb,raw,1,60,0.029724697619898665,0.5997653707784507,0.0005
glucose,3,lite,rgb,raw,1,61,0.03345500232010591,0.6114920206620607,0.0005
glucose,3,lite,rgb,raw,1,62,0.03148437494581396,0.6072030989964161,0.0005
glucose,3,lite,rgb,raw,1,63,0.030101995237848976,0.5791635026981085,0.0005
glucose,3,lite,rgb,raw,1,64,0.038602338895623624,0.5736992394884254,0.0005
glucose,3,lite,rgb,raw,1,65,0.039017176108459777,0.567630934302359,0.0005
glucose,3,lite,rgb,raw,1,66,0.03429586399241105,0.5896763215041478,0.00025
glucose,3,lite,rgb,raw,1,67,0.034679282373358704,0.5885825234237934,0.00025
glucose,3,lite,rgb,raw,1,68,0.02886954039590636,0.623927038750871,0.00025
glucose,3,lite,rgb,raw,1,69,0.029040528380835286,0.5990651971979054,0.00025
glucose,3,lite,rgb,raw,1,70,0.03554719950776164,0.5894338366372579,0.00025
glucose,3,lite,rgb,raw,1,71,0.036335265805220285,0.602174899861896,0.00025
glucose,3,lite,rgb,raw,1,72,0.02854638721033287,0.6026494308484414,0.00025
glucose,3,lite,rgb,raw,1,73,0.030266181878112645,0.6046225060548144,0.000125
glucose,4,tiny,rgb,raw,1,1,0.8547839509037319,5.485141547207732,0.001
glucose,4,tiny,rgb,raw,1,2,0.24065392147943976,4.975378999999475,0.001
glucose,4,tiny,rgb,raw,1,3,0.13992311351345477,4.498768471641162,0.001
glucose,4,tiny,rgb,raw,1,4,0.11258020397447793,3.7477865354826005,0.001
glucose,4,tiny,rgb,raw,1,5,0.11531619736494499,3.01387948053908,0.001
glucose,4,tiny,rgb,raw,1,6,0.1321580973849389,2.703760154282283,0.001
glucose,4,tiny,rgb,raw,1,7,0.11517810460663055,2.2081794368528564,0.001
glucose,4,tiny,rgb,raw,1,8,0.11272683404330525,1.5168081057408032,0.001
glucose,4,tiny,rgb,raw,1,9,0.11063299501306431,1.681630659395157,0.001
glucose,4,tiny,rgb,raw,1,10,0.10278352866318471,1.351437208306432,0.001
glucose,4,tiny,rgb,raw,1,11,0.0979074926605523,1.3870570506925692,0.001
glucose,4,tiny,rgb,raw,1,12,0.09568157900907599,1.2971932554837022,0.001
glucose,4,tiny,rgb,raw,1,13,0.08883359362045094,1.3880197268356251,0.001
glucose,4,tiny,rgb,raw,1,14,0.07449987806357587,1.3719711704875168,0.001
glucose,4,tiny,rgb,raw,1,15,0.0609097653436412,0.88243331509383,0.001
glucose,4,tiny,rgb,raw,1,16,0.07439681467074129,1.1556837171095908,0.001
glucose,4,tiny,rgb,raw,1,17,0.05806076247939054,0.8014319274658604,0.001
glucose,4,tiny,rgb,raw,1,18,0.06040114906079368,0.6368638787620411,0.001
glucose,4,tiny,rgb,raw,1,19,0.08026280761564542,1.0171300198107327,0.001
glucose,4,tiny,rgb,raw,1,20,0.08572939540718956,1.2604257841864088,0.001
glucose,4,tiny,rgb,raw,1,21,0.07234502745856115,0.9831235565236618,0.001
glucose,4,tiny,rgb,raw,1,22,0.06457371847085022,0.6801353700384728,0.001
glucose,4,tiny,rgb,raw,1,23,0.06260773104278235,0.9766001481224227,0.001
glucose,4,tiny,rgb,raw,1,24,0.05143651911425342,0.7033623161328659,0.001
glucose,4,tiny,rgb,raw,1,25,0.04654172877330005,0.6840200395552519,0.001
glucose,4,tiny,rgb,raw,1,26,0.04503694942828973,0.6367954276840379,0.0005
glucose,4,tiny,rgb,raw,1,27,0.04455906363140275,0.7693103846521506,0.0005
glucose,4,tiny,rgb,raw,1,28,0.049235594493577096,0.6969498365977242,0.0005
glucose,4,tiny,rgb,raw,1,29,0.04628400244762574,0.6408117981512401,0.0005
glucose,4,tiny,rgb,raw,1,30,0.04112289080621145,0.7005520202731795,0.0005
glucose,4,tiny,rgb,raw,1,31,0.039848046071949556,0.6028382769254536,0.0005
glucose,4,tiny,rgb,raw,1,32,0.04045833369658707,0.6244971313917188,0.0005
glucose,4,tiny,rgb,raw,1,33,0.0381795876033482,0.6503268696494565,0.0005
glucose,4,tiny,rgb,raw,1,34,0.036235084060451846,0.6049788598506978,0.0005
glucose,4,tiny,rgb,raw,1,35,0.03957012533342074,0.5840111779764275,0.0005
glucose,4,tiny,rgb,raw,1,36,0.042119801677374835,0.8197958236066413,0.0005
glucose,4,tiny,rgb,raw,1,37,0.038454282190511904,0.526635605421741,0.0005
glucose,4,tiny,rgb,raw,1,38,0.0390442099877468,0.8494093390029399,0.0005
glucose,4,tiny,rgb,raw,1,39,0.036509705551979084,0.6067338773633384,0.0005
glucose,4,tiny,rgb,raw,1,40,0.03453101960584055,0.6528444716129488,0.0005
glucose,4,tiny,rgb,raw,1,41,0.04040879850038473,0.5909798439251233,0.0005
glucose,4,tiny,rgb,raw,1,42,0.03405589422685734,0.6748526823181751,0.0005
glucose,4,tiny,rgb,raw,1,43,0.04411905067910381,0.7128872326636402,0.0005
glucose,4,tiny,rgb,raw,1,44,0.03904012444077945,0.5479514605118054,0.0005
glucose,4,tiny,rgb,raw,1,45,0.036589845648554505,0.5931250729305706,0.00025
glucose,4,tiny,rgb,raw,1,46,0.037107282896955036,0.6615772435006332,0.00025
glucose,4,tiny,rgb,raw,1,47,0.03582572701613345,0.5155786171685722,0.00025
glucose,4,tiny,rgb,raw,1,48,0.028359936350393047,0.5854777688857989,0.00025
glucose,4,tiny,rgb,raw,1,49,0.03880348719445497,0.6713898067593179,0.00025
glucose,4,tiny,rgb,raw,1,50,0.036774457233851074,0.7031745254634765,0.00025
glucose,4,tiny,rgb,raw,1,51,0.03366612031467359,0.5259980733274545,0.00025
glucose,4,tiny,rgb,raw,1,52,0.03258094642361301,0.5855978122349552,0.00025
glucose,4,tiny,rgb,raw,1,53,0.03608649500524944,0.5422986105107882,0.00025
glucose,4,tiny,rgb,raw,1,54,0.03045256902503985,0.5218842413856399,0.00025
glucose,4,tiny,rgb,raw,1,55,0.031081175756392288,0.5138621247031857,0.000125
glucose,4,tiny,rgb,raw,1,56,0.03266328380577788,0.5385300706167712,0.000125
glucose,4,tiny,rgb,raw,1,57,0.03137455544199922,0.5327747107300197,0.000125
glucose,4,tiny,rgb,raw,1,58,0.027411097946580937,0.6465112615382402,0.000125
glucose,4,tiny,rgb,raw,1,59,0.032167921378520134,0.5791100338992501,0.000125
glucose,4,tiny,rgb,raw,1,60,0.03240028043151257,0.5232165187523935,0.000125
glucose,4,tiny,rgb,raw,1,61,0.032962451934614584,0.5063471564728815,0.000125
glucose,4,tiny,rgb,raw,1,62,0.02943916473365576,0.5239234412735354,0.000125
glucose,4,tiny,rgb,raw,1,63,0.031511936586588934,0.5353795646065677,0.000125
glucose,4,tiny,rgb,raw,1,64,0.030036913290697576,0.5522268072824453,0.000125
glucose,4,tiny,rgb,raw,1,65,0.0315506637940286,0.5140619873529563,0.000125
glucose,4,tiny,rgb,raw,1,66,0.03464055079106247,0.5033736850095502,0.000125
glucose,4,tiny,rgb,raw,1,67,0.038005451764772616,0.5182417997094497,0.000125
glucose,4,tiny,rgb,raw,1,68,0.030711939527851638,0.5541235463218581,0.000125
glucose,4,tiny,rgb,raw,1,69,0.0354258995253354,0.570681903023225,0.000125
glucose,4,tiny,rgb,raw,1,70,0.03416031707861029,0.5146285381517811,0.000125
glucose,4,tiny,rgb,raw,1,71,0.0336098418128295,0.5328553933182123,0.000125
glucose,4,tiny,rgb,raw,1,72,0.03196152791536334,0.5714696176021724,0.000125
glucose,4,tiny,rgb,raw,1,73,0.027570037708385956,0.5620486379009287,0.000125
glucose,4,tiny,rgb,raw,1,74,0.02908279775224082,0.503398680183211,6.25e-05
glucose,4,tiny,rgb,raw,1,75,0.03528081140468444,0.4915925120411044,6.25e-05
glucose,4,tiny,rgb,raw,1,76,0.03131408350411719,0.5002381167896243,6.25e-05
glucose,4,tiny,rgb,raw,1,77,0.0267683075610465,0.4922984506979839,6.25e-05
glucose,4,tiny,rgb,raw,1,78,0.02915070962366244,0.515615561626962,6.25e-05
glucose,4,tiny,rgb,raw,1,79,0.030836858671441696,0.5004339482109426,6.25e-05
glucose,4,tiny,rgb,raw,1,80,0.03481690809907927,0.5171560245898502,6.25e-05
glucose,4,tiny,rgb,raw,1,81,0.03192995484757352,0.5464076588712256,6.25e-05
glucose,4,tiny,rgb,raw,1,82,0.03228296210708988,0.5456470816320813,6.25e-05
glucose,4,tiny,rgb,raw,1,83,0.03194986984422417,0.5164696614557202,3.125e-05
glucose,4,tiny,rgb,raw,1,84,0.02677524082873422,0.5204227437537199,3.125e-05
glucose,4,tiny,rgb,raw,1,85,0.030018441656662703,0.5085112982380052,3.125e-05
glucose,4,tiny,rgb,raw,1,86,0.031224888034620157,0.5205027707746391,3.125e-05
glucose,4,tiny,rgb,raw,1,87,0.02852740957944386,0.5081373222313901,3.125e-05
glucose,4,tiny,rgb,raw,1,88,0.029988861472058582,0.4997312014381359,3.125e-05
glucose,4,tiny,rgb,raw,1,89,0.029447974637150764,0.5184101852171797,3.125e-05
glucose,4,tiny,rgb,raw,1,90,0.03224309781169305,0.5148798202858388,1.5625e-05
glucose,4,tiny,g,raw,1,1,0.5163234149823424,5.205019907456689,0.001
glucose,4,tiny,g,raw,1,2,0.25057204327533567,4.551089862575262,0.001
glucose,4,tiny,g,raw,1,3,0.24682423892124222,3.767773594994462,0.001
glucose,4,tiny,g,raw,1,4,0.23809078540070047,3.3522576452610635,0.001
glucose,4,tiny,g,raw,1,5,0.24534896833353,3.2534429781584873,0.001
glucose,4,tiny,g,raw,1,6,0.25178999552605935,2.6407975392558622,0.001
glucose,4,tiny,g,raw,1,7,0.22717063542005736,2.978476097593798,0.001
glucose,4,tiny,g,raw,1,8,0.23788648319670766,2.755019261812559,0.001
glucose,4,tiny,g,raw,1,9,0.22728480021129244,2.4069919490762075,0.001
glucose,4,tiny,g,raw,1,10,0.23778354983926708,2.5113601227934406,0.001
glucose,4,tiny,g,raw,1,11,0.22997673524296586,2.5219772344739657,0.001
glucose,4,tiny,g,raw,1,12,0.22283859917374907,2.410783684284539,0.001
glucose,4,tiny,g,raw,1,13,0.22581228025357522,2.502563258446117,0.001
glucose,4,tiny,g,raw,1,14,0.22549400868341216,2.4705083772755505,0.001
glucose,4,tiny,g,raw,1,15,0.22100702132446756,2.5861178625541683,0.001
glucose,4,tiny,g,raw,1,16,0.22574782198303325,2.5314440296385623,0.001
glucose,4,tiny,g,raw,1,17,0.2253061438370746,2.583055150750325,0.0005
glucose,4,tiny,g,raw,1,18,0.22805963640952076,2.5424348969464057,0.0005
glucose,4,tiny,g,raw,1,19,0.22980343176249066,2.4242540325785567,0.0005
glucose,4,tiny,g,raw,1,20,0.22151112034583767,2.4961260245926415,0.0005
glucose,4,tiny,g,raw,1,21,0.21670270998769298,2.478204655289819,0.0005
glucose,4,tiny,g,raw,1,22,0.21554766215617185,2.424101027669862,0.0005
glucose,4,tiny,g,raw,1,23,0.22074017985744732,2.4456590756404,0.0005
glucose,4,tiny,g,raw,1,24,0.21425990136298623,2.5059520055433215,0.00025
glucose,4,tiny,hue_circular,raw,1,1,0.7879567732132317,5.554925623446298,0.001
glucose,4,tiny,hue_circular,raw,1,2,0.21885845973399287,5.3366291517603175,0.001
glucose,4,tiny,hue_circular,raw,1,3,0.15064667678270183,5.14783466806077,0.001
glucose,4,tiny,hue_circular,raw,1,4,0.12850718708756073,4.88643747124399,0.001
glucose,4,tiny,hue_circular,raw,1,5,0.1193815293415115,4.455285284016927,0.001
glucose,4,tiny,hue_circular,raw,1,6,0.11315302605200808,4.507951341090384,0.001
glucose,4,tiny,hue_circular,raw,1,7,0.10229954626494478,3.749542884692897,0.001
glucose,4,tiny,hue_circular,raw,1,8,0.06996496109466795,3.0862983242338613,0.001
glucose,4,tiny,hue_circular,raw,1,9,0.06451321639753489,2.502682484899024,0.001
glucose,4,tiny,hue_circular,raw,1,10,0.05765078373353279,2.372870660578947,0.001
glucose,4,tiny,hue_circular,raw,1,11,0.05769203018102845,2.469142223282768,0.001
glucose,4,tiny,hue_circular,raw,1,12,0.051255373203718896,1.9833139247487395,0.001
glucose,4,tiny,hue_circular,raw,1,13,0.055590856031982445,1.4495501643984925,0.001
glucose,4,tiny,hue_circular,raw,1,14,0.04934686866495897,1.0642407248407295,0.001
glucose,4,tiny,hue_circular,raw,1,15,0.043558795865619594,1.443063734004686,0.001
glucose,4,tiny,hue_circular,raw,1,16,0.05991291919870277,0.9116617877527158,0.001
glucose,4,tiny,hue_circular,raw,1,17,0.05860043556364212,0.7180908439350638,0.001
glucose,4,tiny,hue_circular,raw,1,18,0.04683004919267447,0.9533717685678558,0.001
glucose,4,tiny,hue_circular,raw,1,19,0.055498641522826096,0.830105815939611,0.001
glucose,4,tiny,hue_circular,raw,1,20,0.04913752340057923,0.9592440004798831,0.001
glucose,4,tiny,hue_circular,raw,1,21,0.05311500738845408,0.9310027625252869,0.001
glucose,4,tiny,hue_circular,raw,1,22,0.04746486918081914,1.144063774445396,0.001
glucose,4,tiny,hue_circular,raw,1,23,0.05619395647514417,0.7561034247698167,0.001
glucose,4,tiny,hue_circular,raw,1,24,0.04803728504347908,0.9814144297253246,0.001
glucose,4,tiny,hue_circular,raw,1,25,0.04437096911619921,0.7058721564197294,0.0005
glucose,4,tiny,hue_circular,raw,1,26,0.041772514881480115,0.9141508697372758,0.0005
glucose,4,tiny,hue_circular,raw,1,27,0.04046189416916111,0.8970495396571152,0.0005
glucose,4,tiny,hue_circular,raw,1,28,0.0456468476268467,0.8421800927400256,0.0005
glucose,4,tiny,hue_circular,raw,1,29,0.039529186452776414,0.7974087656586263,0.0005
glucose,4,tiny,hue_circular,raw,1,30,0.03750684037915641,0.8106191159157903,0.0005
glucose,4,tiny,hue_circular,raw,1,31,0.03466149092819847,0.7971608650728661,0.0005
glucose,4,tiny,hue_circular,raw,1,32,0.03587973872046979,0.6142986868416916,0.0005
glucose,4,tiny,hue_circular,raw,1,33,0.038022744595649166,0.6388572712659721,0.0005
glucose,4,tiny,hue_circular,raw,1,34,0.03516361177045347,0.6313073647625437,0.0005
glucose,4,tiny,hue_circular,raw,1,35,0.03869541207031415,0.6175719860407365,0.0005
glucose,4,tiny,hue_circular,raw,1,36,0.03990567357302956,0.6301419933152665,0.0005
glucose,4,tiny,hue_circular,raw,1,37,0.03777984745145377,0.6376969040746134,0.0005
glucose,4,tiny,hue_circular,raw,1,38,0.03463281703288438,0.6780075224895366,0.0005
glucose,4,tiny,hue_circular,raw,1,39,0.0408966295038046,0.6752973609594967,0.0005
glucose,4,tiny,hue_circular,raw,1,40,0.041451661826712366,0.6218574277988423,0.00025
glucose,4,tiny,hue_circular,raw,1,41,0.03468184392682753,0.6637107365684026,0.00025
glucose,4,tiny,hue_circular,raw,1,42,0.03813176674854382,0.6398074256923065,0.00025
glucose,4,tiny,hue_circular,raw,1,43,0.03670073185121604,0.6794037281131555,0.00025
glucose,4,tiny,hue_circular,raw,1,44,0.03861123125517155,0.5865947031993222,0.00025
glucose,4,tiny,hue_circular,raw,1,45,0.037673093739414,0.610520769266488,0.00025
glucose,4,tiny,hue_circular,raw,1,46,0.03994993845503305,0.5818631682791893,0.00025
glucose,4,tiny,hue_circular,raw,1,47,0.03611846131879153,0.5884657387187662,0.00025
glucose,4,tiny,hue_circular,raw,1,48,0.034679349275908246,0.6365278347869331,0.00025
glucose,4,tiny,hue_circular,raw,1,49,0.039787236095896066,0.6302110520226752,0.00025
glucose,4,tiny,hue_circular,raw,1,50,0.03589948171252821,0.6278643245039178,0.00025
glucose,4,tiny,hue_circular,raw,1,51,0.033250891807559885,0.6069959937616421,0.00025
glucose,4,tiny,hue_circular,raw,1,52,0.03530596855100683,0.6602528750585374,0.00025
glucose,4,tiny,hue_circular,raw,1,53,0.03401209553634268,0.631682212933993,0.00025
glucose,4,tiny,hue_circular,raw,1,54,0.034505724446117964,0.6214327682140465,0.000125
glucose,4,tiny,hue_circular,raw,1,55,0.033032309236185387,0.6178582424540529,0.000125
glucose,4,tiny,hue_circular,raw,1,56,0.03335353884229717,0.5997930515815799,0.000125
glucose,4,tiny,hue_circular,raw,1,57,0.03304517736044975,0.5981038153088208,0.000125
glucose,4,tiny,hue_circular,raw,1,58,0.034474841761784475,0.6317551339008138,0.000125
glucose,4,tiny,hue_circular,raw,1,59,0.03270636470613643,0.580827878398111,0.000125
glucose,4,tiny,hue_circular,raw,1,60,0.034089004201745134,0.5743502242448374,0.000125
glucose,4,tiny,hue_circular,raw,1,61,0.03456772224291959,0.5742217742923816,0.000125
glucose,4,tiny,hue_circular,raw,1,62,0.03261131060971766,0.5914831918058076,0.000125
glucose,4,tiny,hue_circular,raw,1,63,0.03311015334640992,0.6220550976205821,0.000125
glucose,4,tiny,hue_circular,raw,1,64,0.029665651671510695,0.6212313710765568,0.000125
glucose,4,tiny,hue_circular,raw,1,65,0.03059900477639609,0.6102804594823079,0.000125
glucose,4,tiny,hue_circular,raw,1,66,0.033113656396215614,0.583925299617897,0.000125
glucose,4,tiny,hue_circular,raw,1,67,0.033379768233762944,0.5789900530075852,0.000125
glucose,4,tiny,hue_circular,raw,1,68,0.03388510515077814,0.6105815818303649,0.000125
glucose,4,tiny,hue_circular,raw,1,69,0.03838050432625364,0.6282886434366733,6.25e-05
glucose,4,tiny,hue_circular,raw,1,70,0.03528948178814638,0.5931253830902363,6.25e-05
glucose,4,tiny,hue_circular,raw,1,71,0.039795920452666535,0.5939218932480765,6.25e-05
glucose,4,tiny,hue_circular,raw,1,72,0.03663771125403317,0.5886027638081087,6.25e-05
glucose,4,tiny,hue_circular,raw,1,73,0.03074177379835114,0.5941231326165353,6.25e-05
glucose,4,tiny,hue_circular,raw,1,74,0.028187850373623622,0.5807893620186122,6.25e-05
glucose,4,tiny,hue_circular,raw,1,75,0.03743943549836979,0.5768167027395957,6.25e-05
glucose,4,tiny,hue_circular,raw,1,76,0.03420727369660059,0.5779923751559561,3.125e-05
glucose,4,lite,rgb,raw,1,1,0.5490820061432089,5.316742007838972,0.001
glucose,4,lite,rgb,raw,1,2,0.41157656987981894,5.179179658284551,0.001
glucose,4,lite,rgb,raw,1,3,0.2815146856176516,5.027328726802076,0.001
glucose,4,lite,rgb,raw,1,4,0.18530644773992802,4.938604231366855,0.001
glucose,4,lite,rgb,raw,1,5,0.1342836749447085,4.709149771313355,0.001
glucose,4,lite,rgb,raw,1,6,0.12317103855922575,3.903585425614739,0.001
