mae,rmse,r2,spearman_rho,normalized_mae,normalized_rmse,unclipped_mae,clipped_fraction,analyte,architecture,representation,model,outer_fold,target_transform,best_epoch,epochs_run,training_seconds,validation_mae,parameter_count,model_size_bytes,evaluation_unit,n_observations
0.06423752255960448,0.10642390547455732,0.9990104814692482,1.0,0.006423752255960448,0.010642390547455732,0.08554429765769846,0.125,ketone,lite,rgb,ColorLiteCNN,2,raw,35,50,7.139122600026894,0.21097186236437931,7945,54943,concentration_median,8
0.1873983214537093,0.35953311312996966,0.98870663570799,0.8948705085394068,0.01873983214537093,0.03595331131299696,0.21958493596099118,0.16447368421052633,ketone,tiny,rgb,TinyColorCNN,3,raw,50,65,6.010132999974303,0.11775014796621219,169049,687712,patch,152
0.08105410954791586,0.09671219503208707,0.9991828382538754,0.9761904761904763,0.008105410954791586,0.009671219503208707,0.08105410954791586,0.0,ketone,tiny,rgb,TinyColorCNN,3,raw,50,65,6.010132999974303,0.11775014796621219,169049,687712,concentration_median,8
0.6917325539671093,1.4237034945357607,0.8229138284127538,0.8838843644519913,0.06917325539671093,0.14237034945357607,0.8281606549560043,0.23684210526315788,ketone,tiny,g,TinyColorCNN,3,raw,19,34,3.0330396000063047,0.5862109743748875,168617,685918,patch,152
0.2723954914239131,0.42193635008810704,0.9844460954141218,0.9761904761904763,0.027239549142391312,0.0421936350088107,0.39558011752732924,0.25,ketone,tiny,g,TinyColorCNN,3,raw,19,34,3.0330396000063047,0.5862109743748875,168617,685918,concentration_median,8
0.1901037720709411,0.39320028242136257,0.9864925555799706,0.9160562793031692,0.019010377207094108,0.039320028242136255,0.26422253573898363,0.29605263157894735,ketone,tiny,hue_circular,TinyColorCNN,3,raw,25,40,3.5721156000508927,0.12839629771166158,168833,687241,patch,152
0.07211736231835901,0.10590469927024525,0.999020112969191,0.9940297973880048,0.007211736231835901,0.010590469927024525,0.12351844535898075,0.375,ketone,tiny,hue_circular,TinyColorCNN,3,raw,25,40,3.5721156000508927,0.12839629771166158,168833,687241,concentration_median,8
0.19192289793877804,0.3496554094382953,0.9893186523611572,0.9129194598184219,0.019192289793877805,0.03496554094382953,0.2717614108988013,0.40131578947368424,ketone,lite,rgb,ColorLiteCNN,3,raw,35,50,5.819989899988286,0.14730055413748444,7945,54943,patch,152
0.08857752007182816,0.1305266840225498,0.998511516046405,0.9759000729485332,0.008857752007182817,0.01305266840225498,0.13799000796288208,0.5,ketone,lite,rgb,ColorLiteCNN,3,raw,35,50,5.819989899988286,0.14730055413748444,7945,54943,concentration_median,8
0.19507713960925918,0.3980513786073408,0.9861572042234157,0.9337331583645213,0.019507713960925918,0.03980513786073408,0.2780812653703774,0.21710526315789475,ketone,tiny,rgb,TinyColorCNN,4,raw,46,61,5.336469699977897,0.1977062891634927,169049,687712,patch,152
0.12439205908688424,0.20735089431569398,0.9962437250617366,0.9761904761904763,0.012439205908688423,0.020735089431569396,0.17295603277830918,0.125,ketone,tiny,rgb,TinyColorCNN,4,raw,46,61,5.336469699977897,0.1977062891634927,169049,687712,concentration_median,8
0.5670937283338109,1.2920728625257376,0.8541455925820973,0.9122757410602733,0.05670937283338109,0.12920728625257377,0.7067030551694565,0.13157894736842105,ketone,tiny,g,TinyColorCNN,4,raw,43,58,4.830918199964799,0.5242713337913768,168617,685918,patch,152
0.2393443741288821,0.3277790233644318,0.9906134097362246,0.9761904761904763,0.02393443741288821,0.03277790233644318,0.39941506933847903,0.125,ketone,tiny,g,TinyColorCNN,4,raw,43,58,4.830918199964799,0.5242713337913768,168617,685918,concentration_median,8
0.18803939717203857,0.41687017275573496,0.984817363597854,0.9596889152682894,0.018803939717203857,0.041687017275573494,0.3088341454865023,0.35526315789473684,ketone,tiny,hue_circular,TinyColorCNN,4,raw,28,43,3.730762999970466,0.19296933150279852,168833,687241,patch,152
0.13635396174796313,0.2742068618071265,0.9934309558018055,0.9940297973880048,0.013635396174796314,0.02742068618071265,0.2612668834190837,0.375,ketone,tiny,hue_circular,TinyColorCNN,4,raw,28,43,3.730762999970466,0.19296933150279852,168833,687241,concentration_median,8
0.15561707024463284,0.28246281173526455,0.9930294330495142,0.9305685213956282,0.015561707024463283,0.028246281173526455,0.22083488736665527,0.2894736842105263,ketone,lite,rgb,ColorLiteCNN,4,raw,53,68,7.867067400016822,0.16938080177767428,7945,54943,patch,152
0.0723804148697289,0.11311839859069134,0.9988820766085393,0.9940297973880048,0.007238041486972891,0.011311839859069134,0.13761659113575353,0.375,ketone,lite,rgb,ColorLiteCNN,4,raw,53,68,7.867067400016822,0.16938080177767428,7945,54943,concentration_median,8
0.13853677776066248,0.2738169282501268,0.9934496254257547,0.9107096305666293,0.013853677776066248,0.027381692825012682,0.19995024684937532,0.42105263157894735,ketone,tiny,rgb,TinyColorCNN,5,raw,37,52,4.697055399999954,0.19644710363649814,169049,687712,patch,152
0.05069808058539123,0.07532727826986355,0.9995042644105798,0.938590635448906,0.005069808058539123,0.007532727826986355,0.09770898546940261,0.625,ketone,tiny,rgb,TinyColorCNN,5,raw,37,52,4.697055399999954,0.19644710363649814,169049,687712,concentration_median,8
0.6288018091513642,1.1897018363501433,0.8763421159505874,0.884684886133103,0.06288018091513642,0.11897018363501433,0.6427494095272174,0.18421052631578946,ketone,tiny,g,TinyColorCNN,5,raw,38,53,4.4359785000560805,0.6766516865169843,168617,685918,patch,152
0.3853740254458519,0.6561875421924005,0.9623814970136666,0.9761904761904763,0.038537402544585195,0.06561875421924004,0.3945361024481012,0.125,ketone,tiny,g,TinyColorCNN,5,raw,38,53,4.4359785000560805,0.6766516865169843,168617,685918,concentration_median,8
